prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has property,has physical property,jaro_winkler+semantic+sequence_match,jaro_winkler=0.8612; levenshtein=0.5789; semantic=0.7714; sequence_match=0.7333,False,0.7886,True,selected
DatatypeProperty,has start timestamp,has fabrication number,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5961; levenshtein=0.3000; semantic=0.4635; sequence_match=0.4865,False,0.5154,False,top-3 avg score 0.5154 < final_threshold 0.7
DatatypeProperty,has start timestamp,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6397; levenshtein=0.2353; semantic=0.5005; sequence_match=0.4000,False,0.5134,False,top-3 avg score 0.5134 < final_threshold 0.7
DatatypeProperty,has model,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.2857; semantic=0.4903; sequence_match=0.4545,False,0.513,False,top-3 avg score 0.5130 < final_threshold 0.7
DatatypeProperty,has timestamp,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5968; levenshtein=0.2500; semantic=0.4993; sequence_match=0.4375,False,0.5112,False,top-3 avg score 0.5112 < final_threshold 0.7
DatatypeProperty,has timestamp,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.3571; semantic=0.5594; sequence_match=0.3846,False,0.5104,False,top-3 avg score 0.5104 < final_threshold 0.7
DatatypeProperty,has model,has end date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5940; levenshtein=0.3571; semantic=0.4816; sequence_match=0.4545,False,0.5101,False,top-3 avg score 0.5101 < final_threshold 0.7
DatatypeProperty,has start timestamp,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6394; levenshtein=0.2222; semantic=0.5409; sequence_match=0.3429,False,0.5077,False,top-3 avg score 0.5077 < final_threshold 0.7
DatatypeProperty,has timestamp,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5873; levenshtein=0.2857; semantic=0.5456; sequence_match=0.3846,False,0.5058,False,top-3 avg score 0.5058 < final_threshold 0.7
DatatypeProperty,has version,has end date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6206; levenshtein=0.2857; semantic=0.4799; sequence_match=0.4167,False,0.5057,False,top-3 avg score 0.5057 < final_threshold 0.7
DatatypeProperty,has fabrication number,has end date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6235; levenshtein=0.3500; semantic=0.4210; sequence_match=0.4706,False,0.5051,False,top-3 avg score 0.5051 < final_threshold 0.7
DatatypeProperty,has start timestamp,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2353; semantic=0.5277; sequence_match=0.3871,False,0.5015,False,top-3 avg score 0.5015 < final_threshold 0.7
DatatypeProperty,has fabrication number,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6250; levenshtein=0.3000; semantic=0.4498; sequence_match=0.4286,False,0.5011,False,top-3 avg score 0.5011 < final_threshold 0.7
DatatypeProperty,has fabrication number,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5583; levenshtein=0.3000; semantic=0.5143; sequence_match=0.4286,False,0.5004,False,top-3 avg score 0.5004 < final_threshold 0.7
DatatypeProperty,has manufacturer,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6556; levenshtein=0.2667; semantic=0.4307; sequence_match=0.4138,False,0.5,False,top-3 avg score 0.5000 < final_threshold 0.7
DatatypeProperty,has firmware version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.2222; semantic=0.5397; sequence_match=0.3750,False,0.4989,False,top-3 avg score 0.4989 < final_threshold 0.7
DatatypeProperty,has firmware version,has start date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5764; levenshtein=0.3333; semantic=0.4948; sequence_match=0.4118,False,0.4943,False,top-3 avg score 0.4943 < final_threshold 0.7
DatatypeProperty,requires power,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6079; levenshtein=0.2273; semantic=0.5240; sequence_match=0.3429,False,0.4916,False,top-3 avg score 0.4916 < final_threshold 0.7
DatatypeProperty,has version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6190; levenshtein=0.2857; semantic=0.5163; sequence_match=0.3333,False,0.4896,False,top-3 avg score 0.4896 < final_threshold 0.7
DatatypeProperty,has manufacturer,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5093; sequence_match=0.4000,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
DatatypeProperty,has version,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2000; semantic=0.5093; sequence_match=0.4000,False,0.4883,False,top-3 avg score 0.4883 < final_threshold 0.7
DatatypeProperty,has manufacturer,has duration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6058; levenshtein=0.4000; semantic=0.4587; sequence_match=0.3846,False,0.4882,False,top-3 avg score 0.4882 < final_threshold 0.7
DatatypeProperty,requires power,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6197; levenshtein=0.2222; semantic=0.5754; sequence_match=0.2581,False,0.4844,False,top-3 avg score 0.4844 < final_threshold 0.7
DatatypeProperty,has start timestamp,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6357; levenshtein=0.2353; semantic=0.4402; sequence_match=0.3750,False,0.4836,False,top-3 avg score 0.4836 < final_threshold 0.7
DatatypeProperty,has hardware version,has end date time,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6303; levenshtein=0.3889; semantic=0.4277; sequence_match=0.3750,False,0.4823,False,top-3 avg score 0.4823 < final_threshold 0.7
DatatypeProperty,has version,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6379; levenshtein=0.2273; semantic=0.4906; sequence_match=0.3125,False,0.4803,False,top-3 avg score 0.4803 < final_threshold 0.7
DatatypeProperty,has fabrication number,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6444; levenshtein=0.2727; semantic=0.4119; sequence_match=0.3810,False,0.4791,False,top-3 avg score 0.4791 < final_threshold 0.7
DatatypeProperty,has fabrication number,has model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2500; semantic=0.5124; sequence_match=0.3571,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
DatatypeProperty,has model,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5667; levenshtein=0.2500; semantic=0.5124; sequence_match=0.3571,False,0.4787,False,top-3 avg score 0.4787 < final_threshold 0.7
DatatypeProperty,has manufacturer,has start date time,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6361; levenshtein=0.3750; semantic=0.4235; sequence_match=0.3226,False,0.4782,False,top-3 avg score 0.4782 < final_threshold 0.7
DatatypeProperty,has start timestamp,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5896; levenshtein=0.2941; semantic=0.5220; sequence_match=0.3226,False,0.4781,False,top-3 avg score 0.4781 < final_threshold 0.7
DatatypeProperty,has firmware version,has end date time,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5886; levenshtein=0.3333; semantic=0.4701; sequence_match=0.3750,False,0.4779,False,top-3 avg score 0.4779 < final_threshold 0.7
DatatypeProperty,has start timestamp,has power,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2353; semantic=0.5328; sequence_match=0.3200,False,0.4753,False,top-3 avg score 0.4753 < final_threshold 0.7
DatatypeProperty,has manufacturer,has end date time,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6079; levenshtein=0.4000; semantic=0.4099; sequence_match=0.3448,False,0.4726,False,top-3 avg score 0.4726 < final_threshold 0.7
DatatypeProperty,has manufacturer,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6232; levenshtein=0.3182; semantic=0.4155; sequence_match=0.3784,False,0.4724,False,top-3 avg score 0.4724 < final_threshold 0.7
DatatypeProperty,has timestamp,has manufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5778; levenshtein=0.2667; semantic=0.4568; sequence_match=0.3704,False,0.4683,False,top-3 avg score 0.4683 < final_threshold 0.7
DatatypeProperty,has manufacturer,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5540; levenshtein=0.2667; semantic=0.4934; sequence_match=0.3448,False,0.4641,False,top-3 avg score 0.4641 < final_threshold 0.7
DatatypeProperty,has hardware version,has billing date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5820; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3125,False,0.4613,False,top-3 avg score 0.4613 < final_threshold 0.7
DatatypeProperty,requires power,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2308; semantic=0.5158; sequence_match=0.2609,False,0.4461,False,top-3 avg score 0.4461 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has firmware version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1667; semantic=0.4870; sequence_match=0.2857,False,0.437,False,top-3 avg score 0.4370 < final_threshold 0.7
DatatypeProperty,requires power,has duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4965; sequence_match=0.2500,False,0.431,False,top-3 avg score 0.4310 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5829; levenshtein=0.2917; semantic=0.3616; sequence_match=0.3429,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
DatatypeProperty,has timestamp,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.2273; semantic=0.4526; sequence_match=0.2941,False,0.4274,False,top-3 avg score 0.4274 < final_threshold 0.7
DatatypeProperty,has start timestamp,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1818; semantic=0.4418; sequence_match=0.3077,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has geolocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5615; levenshtein=0.2083; semantic=0.3952; sequence_match=0.3158,False,0.4242,False,top-3 avg score 0.4242 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has end date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5770; levenshtein=0.1667; semantic=0.3179; sequence_match=0.3684,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has start date time,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5638; levenshtein=0.2083; semantic=0.3435; sequence_match=0.3500,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has power,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5404; sequence_match=0.1875,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
DatatypeProperty,requires power,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5316; levenshtein=0.2000; semantic=0.4536; sequence_match=0.2424,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
DatatypeProperty,requires power,has start date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4359; levenshtein=0.0625; semantic=0.4752; sequence_match=0.2759,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2500; semantic=0.3831; sequence_match=0.3529,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.7
DatatypeProperty,requires power,has model,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5081; sequence_match=0.0952,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has manufacturer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2083; semantic=0.3693; sequence_match=0.1026,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.7
DatatypeProperty,requires power,has end date time,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4500; sequence_match=0.2222,False,0.3733,False,top-3 avg score 0.3733 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has fabrication number,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5333; levenshtein=0.2083; semantic=0.3498; sequence_match=0.1364,False,0.3638,False,top-3 avg score 0.3638 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3889; levenshtein=0.2083; semantic=0.3827; sequence_match=0.3125,False,0.3614,False,top-3 avg score 0.3614 < final_threshold 0.7
DatatypeProperty,requires power,has manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1333; semantic=0.5037; sequence_match=0.2143,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
DatatypeProperty,requires power,has geolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0000; semantic=0.4699; sequence_match=0.2222,False,0.3542,False,top-3 avg score 0.3542 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has model,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4097; sequence_match=0.1250,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.7
DatatypeProperty,requires power,has value,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.0769; semantic=0.5222; sequence_match=0.0952,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has billing date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4544; levenshtein=0.1667; semantic=0.3180; sequence_match=0.1579,False,0.313,False,top-3 avg score 0.3130 < final_threshold 0.7
DatatypeProperty,requires power,has billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4697; sequence_match=0.0741,False,0.3048,False,top-3 avg score 0.3048 < final_threshold 0.7
