prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8878; levenshtein=0.8000; semantic=0.9012; sequence_match=0.8421,False,0.877,True,selected
ObjectProperty,has playing area,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5159; levenshtein=0.2143; semantic=0.5312; sequence_match=0.2609,False,0.436,False,top-3 avg score 0.4360 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.3997; sequence_match=0.3889,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,is friend with player,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5322; levenshtein=0.2222; semantic=0.4972; sequence_match=0.2759,False,0.4351,False,top-3 avg score 0.4351 < final_threshold 0.7
ObjectProperty,is achievement in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.4312; sequence_match=0.2963,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,is character in session,has player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.1500; semantic=0.4712; sequence_match=0.3448,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,owns item,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.5767; sequence_match=0.2000,False,0.4348,False,top-3 avg score 0.4348 < final_threshold 0.7
ObjectProperty,is achievement in game,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5730; levenshtein=0.2105; semantic=0.4645; sequence_match=0.2667,False,0.4347,False,top-3 avg score 0.4347 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5043; sequence_match=0.3125,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,has character,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5992; levenshtein=0.2857; semantic=0.3938; sequence_match=0.3077,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.7
ObjectProperty,purchases game offering,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5544; levenshtein=0.1905; semantic=0.4704; sequence_match=0.2759,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,has game genre,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6004; levenshtein=0.1538; semantic=0.3800; sequence_match=0.3200,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,is achievement in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4964; sequence_match=0.2759,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,purchases game offering,has friend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.3663; sequence_match=0.4667,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.7
ObjectProperty,is friend with player,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4985; sequence_match=0.3750,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,involves character,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5221; levenshtein=0.1176; semantic=0.5367; sequence_match=0.2353,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,is player in session,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.4859; sequence_match=0.2857,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.7
ObjectProperty,involves character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.2353; semantic=0.4138; sequence_match=0.3226,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,is character in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2500; semantic=0.4061; sequence_match=0.2857,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.4311; sequence_match=0.3125,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.0000; semantic=0.4968; sequence_match=0.2857,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,is character in session,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5321; levenshtein=0.2000; semantic=0.4020; sequence_match=0.3529,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,involves character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.5291; sequence_match=0.3333,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,lives in,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.4913; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,has feature,first IAP game,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6444; levenshtein=0.2500; semantic=0.3890; sequence_match=0.1818,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,has game genre,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4454; sequence_match=0.2759,False,0.4278,False,top-3 avg score 0.4278 < final_threshold 0.7
ObjectProperty,is character in game,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4675; sequence_match=0.3200,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,is player in session,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1765; semantic=0.4156; sequence_match=0.3448,False,0.4275,False,top-3 avg score 0.4275 < final_threshold 0.7
ObjectProperty,owns achievement,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5448; sequence_match=0.2500,False,0.4273,False,top-3 avg score 0.4273 < final_threshold 0.7
ObjectProperty,owns character,has equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4671; levenshtein=0.0769; semantic=0.5743; sequence_match=0.2400,False,0.4271,False,top-3 avg score 0.4271 < final_threshold 0.7
ObjectProperty,is session in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.4072; sequence_match=0.3478,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is friend with player,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.4607; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,is character in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.2941; semantic=0.4247; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,is achievement in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4431; sequence_match=0.2857,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
ObjectProperty,lives in,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.2222; semantic=0.4438; sequence_match=0.3200,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,is player in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.3658; sequence_match=0.3200,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,involves character,purchased in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.1176; semantic=0.4323; sequence_match=0.3125,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,has item,participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4864; sequence_match=0.3333,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,involves character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.5141; sequence_match=0.2963,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,involves character,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.1176; semantic=0.4826; sequence_match=0.3077,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
ObjectProperty,plays game,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.4884; sequence_match=0.3077,False,0.4242,False,top-3 avg score 0.4242 < final_threshold 0.7
ObjectProperty,has achievement,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4328; sequence_match=0.3077,False,0.4241,False,top-3 avg score 0.4241 < final_threshold 0.7
ObjectProperty,is event associated to player,participant,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5574; levenshtein=0.2000; semantic=0.5143; sequence_match=0.1667,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,is player in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4018; sequence_match=0.3077,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,owns item,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.6031; sequence_match=0.1667,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,is friend with player,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4659; levenshtein=0.1667; semantic=0.5679; sequence_match=0.2353,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,involves player,participant,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1429; semantic=0.6115; sequence_match=0.1600,False,0.4224,False,top-3 avg score 0.4224 < final_threshold 0.7
ObjectProperty,is session in game,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2667; semantic=0.4124; sequence_match=0.3478,False,0.4219,False,top-3 avg score 0.4219 < final_threshold 0.7
ObjectProperty,owns character,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.2308; semantic=0.4115; sequence_match=0.3200,False,0.4218,False,top-3 avg score 0.4218 < final_threshold 0.7
ObjectProperty,lives in,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.5076; sequence_match=0.3333,False,0.4216,False,top-3 avg score 0.4216 < final_threshold 0.7
ObjectProperty,is character in session,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5495; levenshtein=0.1500; semantic=0.3604; sequence_match=0.3529,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,has leaderboard,earned achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4272; levenshtein=0.2353; semantic=0.5773; sequence_match=0.2581,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,is session in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4881; sequence_match=0.2759,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,lives in,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5048; sequence_match=0.2667,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,is session in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2667; semantic=0.4235; sequence_match=0.3704,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
ObjectProperty,is player in session,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1765; semantic=0.3713; sequence_match=0.3333,False,0.4198,False,top-3 avg score 0.4198 < final_threshold 0.7
ObjectProperty,plays game,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4894; levenshtein=0.1875; semantic=0.4482; sequence_match=0.3200,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,plays game,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1538; semantic=0.4633; sequence_match=0.2727,False,0.4191,False,top-3 avg score 0.4191 < final_threshold 0.7
ObjectProperty,is event associated to player,played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2000; semantic=0.4700; sequence_match=0.2857,False,0.4186,False,top-3 avg score 0.4186 < final_threshold 0.7
ObjectProperty,owns item,has player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5292; sequence_match=0.2353,False,0.4184,False,top-3 avg score 0.4184 < final_threshold 0.7
ObjectProperty,has game genre,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.1429; semantic=0.4199; sequence_match=0.3077,False,0.4174,False,top-3 avg score 0.4174 < final_threshold 0.7
ObjectProperty,owns item,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.2500; semantic=0.4037; sequence_match=0.3000,False,0.417,False,top-3 avg score 0.4170 < final_threshold 0.7
ObjectProperty,is leaderboard in game,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.2105; semantic=0.3977; sequence_match=0.3125,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,is leaderboard in game,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.2632; semantic=0.3839; sequence_match=0.3704,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,plays game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1000; semantic=0.4954; sequence_match=0.2105,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.4309; sequence_match=0.2703,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,is player in session,purchased in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5846; levenshtein=0.1765; semantic=0.3507; sequence_match=0.3125,False,0.4159,False,top-3 avg score 0.4159 < final_threshold 0.7
ObjectProperty,is friend with player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4662; sequence_match=0.2667,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,is player in session,first IAP game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1176; semantic=0.3798; sequence_match=0.3448,False,0.4156,False,top-3 avg score 0.4156 < final_threshold 0.7
ObjectProperty,is character in game,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2353; semantic=0.3938; sequence_match=0.3030,False,0.4153,False,top-3 avg score 0.4153 < final_threshold 0.7
ObjectProperty,is friend with player,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.1667; semantic=0.4312; sequence_match=0.2857,False,0.4151,False,top-3 avg score 0.4151 < final_threshold 0.7
ObjectProperty,lives in,has game equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1875; semantic=0.5563; sequence_match=0.2609,False,0.4149,False,top-3 avg score 0.4149 < final_threshold 0.7
ObjectProperty,has playing area,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4634; levenshtein=0.1429; semantic=0.4081; sequence_match=0.3704,False,0.414,False,top-3 avg score 0.4140 < final_threshold 0.7
ObjectProperty,lives in,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.1538; semantic=0.3884; sequence_match=0.3000,False,0.4138,False,top-3 avg score 0.4138 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2069,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,involves character,has game achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.2222; semantic=0.4830; sequence_match=0.2286,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,is friend with player,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.4818; sequence_match=0.2581,False,0.4132,False,top-3 avg score 0.4132 < final_threshold 0.7
ObjectProperty,has leaderboard,resides in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.4842; sequence_match=0.2609,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,has feature,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5905; levenshtein=0.2143; semantic=0.3972; sequence_match=0.2500,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,is character in session,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5660; levenshtein=0.2500; semantic=0.3653; sequence_match=0.3030,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,involves player,owns item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5274; levenshtein=0.2143; semantic=0.4923; sequence_match=0.1818,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.7
ObjectProperty,is friend with player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4822; sequence_match=0.3200,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,involves character,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.2353; semantic=0.4853; sequence_match=0.2400,False,0.4105,False,top-3 avg score 0.4105 < final_threshold 0.7
ObjectProperty,is leaderboard in game,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5538; levenshtein=0.2105; semantic=0.3644; sequence_match=0.3125,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.7
ObjectProperty,involves character,has game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.4709; sequence_match=0.3333,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.7
ObjectProperty,is event associated to player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.3708; sequence_match=0.3590,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
ObjectProperty,lives in,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4699; sequence_match=0.2667,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.7
ObjectProperty,has playing area,used item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.2143; semantic=0.4217; sequence_match=0.2727,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,is achievement in game,has in app purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4737; levenshtein=0.2105; semantic=0.4644; sequence_match=0.2857,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.7
ObjectProperty,is session in game,has player equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5233; levenshtein=0.1667; semantic=0.5175; sequence_match=0.1818,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.7
ObjectProperty,purchases game offering,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.2381; semantic=0.3694; sequence_match=0.3226,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,owns item,has player equipment,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5772; sequence_match=0.1538,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.7
ObjectProperty,lives in,played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.4887; sequence_match=0.2353,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,is leaderboard in game,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2105; semantic=0.4431; sequence_match=0.2667,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,has playing area,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1429; semantic=0.4343; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4772; sequence_match=0.2308,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,has playing area,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4838; levenshtein=0.2353; semantic=0.4758; sequence_match=0.2581,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.7
ObjectProperty,is session in game,earned achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5309; levenshtein=0.1765; semantic=0.4363; sequence_match=0.2500,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.7
ObjectProperty,has feature,owns item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5474; sequence_match=0.2222,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has character,resides in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5634; sequence_match=0.1905,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,owns item,played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5090; sequence_match=0.2222,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,lives in,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.2222; semantic=0.4739; sequence_match=0.3200,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,involves player,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.0714; semantic=0.4857; sequence_match=0.2500,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,purchases game offering,resides in,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.3495; sequence_match=0.4000,False,0.4047,False,top-3 avg score 0.4047 < final_threshold 0.7
ObjectProperty,owns item,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5263; sequence_match=0.1176,False,0.4045,False,top-3 avg score 0.4045 < final_threshold 0.7
ObjectProperty,is character in session,earned achievement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5808; levenshtein=0.2000; semantic=0.4312; sequence_match=0.1622,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,purchases game offering,participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4975; levenshtein=0.1905; semantic=0.4020; sequence_match=0.3125,False,0.404,False,top-3 avg score 0.4040 < final_threshold 0.7
ObjectProperty,is friend with player,has game achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4497; levenshtein=0.1111; semantic=0.4839; sequence_match=0.2778,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,has feature,earned achievement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4647; levenshtein=0.2353; semantic=0.5112; sequence_match=0.2222,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,is achievement in game,owns item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4961; levenshtein=0.1579; semantic=0.4927; sequence_match=0.2222,False,0.4037,False,top-3 avg score 0.4037 < final_threshold 0.7
ObjectProperty,is event associated to player,co participant,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5897; levenshtein=0.2000; semantic=0.4189; sequence_match=0.1579,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.7
ObjectProperty,lives in,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5070; sequence_match=0.2353,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,is achievement in game,co participant,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.1579; semantic=0.4162; sequence_match=0.2500,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4148; sequence_match=0.2143,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,is session in game,purchased item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1333; semantic=0.4093; sequence_match=0.2857,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.7
ObjectProperty,is player in session,has purchaser,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1765; semantic=0.4044; sequence_match=0.3448,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,owns item,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4769; sequence_match=0.2500,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.7
ObjectProperty,involves player,has game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5480; sequence_match=0.0952,False,0.3996,False,top-3 avg score 0.3996 < final_threshold 0.7
ObjectProperty,has game genre,resides in,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5093; levenshtein=0.2500; semantic=0.4376; sequence_match=0.1905,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,is session in game,first IAP player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5635; levenshtein=0.2000; semantic=0.4263; sequence_match=0.2069,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.7
