prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns achievement,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.8490; levenshtein=0.7778; semantic=0.8541; sequence_match=0.8485,False,0.8506,True,selected
ObjectProperty,is event associated to player,last played game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4638; levenshtein=0.2800; semantic=0.3969; sequence_match=0.4103,False,0.4237,False,top-3 avg score 0.4237 < final_threshold 0.7
ObjectProperty,owns achievement,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.5332; sequence_match=0.3333,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,has item,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4503; sequence_match=0.3529,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,owns character,obtained by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.5214; sequence_match=0.2609,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.7
ObjectProperty,is session in game,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.2667; semantic=0.3919; sequence_match=0.3200,False,0.4225,False,top-3 avg score 0.4225 < final_threshold 0.7
ObjectProperty,has character,achievement type of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4369; levenshtein=0.1765; semantic=0.4817; sequence_match=0.3448,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,has achievement,obtained by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5048; levenshtein=0.2143; semantic=0.5081; sequence_match=0.2500,False,0.421,False,top-3 avg score 0.4210 < final_threshold 0.7
ObjectProperty,owns achievement,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.0667; semantic=0.4498; sequence_match=0.2963,False,0.4209,False,top-3 avg score 0.4209 < final_threshold 0.7
ObjectProperty,is session in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4881; sequence_match=0.2759,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,has leaderboard,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5366; levenshtein=0.1429; semantic=0.4289; sequence_match=0.2963,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,lives in,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5048; sequence_match=0.2667,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,is session in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.2667; semantic=0.4235; sequence_match=0.3704,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
ObjectProperty,has feature,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.5124; sequence_match=0.2143,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,owns item,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5328; sequence_match=0.2353,False,0.4196,False,top-3 avg score 0.4196 < final_threshold 0.7
ObjectProperty,is friend with player,playing area of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1667; semantic=0.5143; sequence_match=0.3226,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,lives in,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5049; sequence_match=0.2500,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,owns character,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4866; levenshtein=0.2500; semantic=0.4671; sequence_match=0.3030,False,0.4189,False,top-3 avg score 0.4189 < final_threshold 0.7
ObjectProperty,plays game,made purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.4476; sequence_match=0.3810,False,0.4182,False,top-3 avg score 0.4182 < final_threshold 0.7
ObjectProperty,owns achievement,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4302; levenshtein=0.1333; semantic=0.4764; sequence_match=0.3448,False,0.4171,False,top-3 avg score 0.4171 < final_threshold 0.7
ObjectProperty,has achievement,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4600; sequence_match=0.3200,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,plays game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1000; semantic=0.4954; sequence_match=0.2105,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
ObjectProperty,involves character,achievement type of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4650; levenshtein=0.1176; semantic=0.4904; sequence_match=0.2941,False,0.4165,False,top-3 avg score 0.4165 < final_threshold 0.7
ObjectProperty,has item,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5531; levenshtein=0.2308; semantic=0.3955; sequence_match=0.3000,False,0.4162,False,top-3 avg score 0.4162 < final_threshold 0.7
ObjectProperty,owns achievement,has player game per game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5103; levenshtein=0.1500; semantic=0.4522; sequence_match=0.2857,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
ObjectProperty,has achievement,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.0714; semantic=0.5787; sequence_match=0.2222,False,0.4161,False,top-3 avg score 0.4161 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5468; levenshtein=0.1053; semantic=0.4309; sequence_match=0.2703,False,0.416,False,top-3 avg score 0.4160 < final_threshold 0.7
ObjectProperty,owns achievement,for player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.4863; sequence_match=0.2500,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,is friend with player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4662; sequence_match=0.2667,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,involves player,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.0714; semantic=0.4605; sequence_match=0.2400,False,0.4158,False,top-3 avg score 0.4158 < final_threshold 0.7
ObjectProperty,plays game,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0000; semantic=0.4112; sequence_match=0.3000,False,0.4155,False,top-3 avg score 0.4155 < final_threshold 0.7
ObjectProperty,has feature,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4111; sequence_match=0.3000,False,0.4148,False,top-3 avg score 0.4148 < final_threshold 0.7
ObjectProperty,has item,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5751; sequence_match=0.2500,False,0.4144,False,top-3 avg score 0.4144 < final_threshold 0.7
ObjectProperty,is character in game,for player,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.5336; sequence_match=0.2308,False,0.4137,False,top-3 avg score 0.4137 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5942; levenshtein=0.1579; semantic=0.4395; sequence_match=0.2069,False,0.4135,False,top-3 avg score 0.4135 < final_threshold 0.7
ObjectProperty,has character,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5338; levenshtein=0.1538; semantic=0.3862; sequence_match=0.3200,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,involves character,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5072; levenshtein=0.1765; semantic=0.3954; sequence_match=0.3333,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,has playing area,obtains achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.4457; sequence_match=0.3125,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.7
ObjectProperty,is friend with player,owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.1667; semantic=0.4795; sequence_match=0.2400,False,0.4114,False,top-3 avg score 0.4114 < final_threshold 0.7
ObjectProperty,is character in game,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5637; levenshtein=0.1176; semantic=0.3762; sequence_match=0.2941,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.7
ObjectProperty,is friend with player,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.1667; semantic=0.4822; sequence_match=0.3200,False,0.4111,False,top-3 avg score 0.4111 < final_threshold 0.7
ObjectProperty,involves player,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.2353; semantic=0.4272; sequence_match=0.3226,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.7
ObjectProperty,has feature,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.2000; semantic=0.5464; sequence_match=0.2105,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.7
ObjectProperty,is player in session,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5072; levenshtein=0.1176; semantic=0.5224; sequence_match=0.2000,False,0.4099,False,top-3 avg score 0.4099 < final_threshold 0.7
ObjectProperty,has character,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.1667; semantic=0.3405; sequence_match=0.3333,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.7
ObjectProperty,has achievement,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.2143; semantic=0.3812; sequence_match=0.3077,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.7
ObjectProperty,is event associated to player,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2000; semantic=0.3708; sequence_match=0.3590,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
ObjectProperty,has item,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3571; levenshtein=0.0000; semantic=0.5846; sequence_match=0.2857,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.7
ObjectProperty,is friend with player,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.1111; semantic=0.3785; sequence_match=0.3429,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.7
ObjectProperty,involves player,for game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5751; sequence_match=0.1905,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,is leaderboard in game,owned by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1579; semantic=0.4662; sequence_match=0.2308,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,has game genre,purchased by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5657; levenshtein=0.0833; semantic=0.3111; sequence_match=0.3478,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
ObjectProperty,is achievement in game,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.2632; semantic=0.3818; sequence_match=0.3333,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,lives in,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4452; sequence_match=0.2667,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.7
ObjectProperty,has leaderboard,obtains achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4762; levenshtein=0.1667; semantic=0.5596; sequence_match=0.1875,False,0.4078,False,top-3 avg score 0.4078 < final_threshold 0.7
ObjectProperty,owns character,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4937; levenshtein=0.1176; semantic=0.4628; sequence_match=0.2667,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.7
ObjectProperty,is event associated to player,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5648; levenshtein=0.2000; semantic=0.3717; sequence_match=0.2857,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,purchases game offering,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5302; levenshtein=0.2381; semantic=0.3694; sequence_match=0.3226,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.7
ObjectProperty,has achievement,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4550; levenshtein=0.1429; semantic=0.5047; sequence_match=0.2609,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,owns item,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.4944; sequence_match=0.2353,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.7
ObjectProperty,is character in session,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2000; semantic=0.3831; sequence_match=0.3030,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.7
ObjectProperty,is character in session,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5596; levenshtein=0.2000; semantic=0.3374; sequence_match=0.3226,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.1579; semantic=0.4772; sequence_match=0.2308,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,is achievement in game,playing area of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4159; levenshtein=0.2105; semantic=0.4235; sequence_match=0.3750,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,involves player,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.0714; semantic=0.4857; sequence_match=0.2500,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,owns item,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5263; sequence_match=0.1176,False,0.4045,False,top-3 avg score 0.4045 < final_threshold 0.7
ObjectProperty,has item,played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.1250; semantic=0.4348; sequence_match=0.2667,False,0.4045,False,top-3 avg score 0.4045 < final_threshold 0.7
ObjectProperty,lives in,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4238; sequence_match=0.3333,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.7
ObjectProperty,is player in session,equipment of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.3326; sequence_match=0.3571,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,has leaderboard,genre of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.3864; sequence_match=0.2857,False,0.4026,False,top-3 avg score 0.4026 < final_threshold 0.7
ObjectProperty,lives in,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5070; sequence_match=0.2353,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,is character in session,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5857; levenshtein=0.2500; semantic=0.3488; sequence_match=0.2703,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
ObjectProperty,is character in game,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5772; levenshtein=0.1765; semantic=0.3399; sequence_match=0.2857,False,0.401,False,top-3 avg score 0.4010 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5725; levenshtein=0.1579; semantic=0.4148; sequence_match=0.2143,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,has leaderboard,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.1429; semantic=0.4247; sequence_match=0.2609,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,has feature,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5007; sequence_match=0.2353,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
ObjectProperty,owns item,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.0833; semantic=0.3586; sequence_match=0.3000,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,owns item,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0000; semantic=0.4769; sequence_match=0.2500,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.7
ObjectProperty,owns achievement,is friend of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.2000; semantic=0.4894; sequence_match=0.3200,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.7
ObjectProperty,is friend with player,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.1111; semantic=0.4067; sequence_match=0.2759,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,owns character,last played game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4478; levenshtein=0.0714; semantic=0.4535; sequence_match=0.2963,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,is leaderboard in game,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.3672; sequence_match=0.3226,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.7
ObjectProperty,has leaderboard,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5286; sequence_match=0.1481,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.7
ObjectProperty,owns item,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4462; sequence_match=0.2400,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,owns achievement,purchased by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4626; levenshtein=0.2000; semantic=0.4991; sequence_match=0.2308,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,has leaderboard,achievement type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4838; levenshtein=0.1176; semantic=0.4507; sequence_match=0.2581,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,lives in,genre of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.4779; sequence_match=0.2857,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,is player in session,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.1765; semantic=0.4284; sequence_match=0.2222,False,0.3968,False,top-3 avg score 0.3968 < final_threshold 0.7
ObjectProperty,has feature,last played by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.2500; semantic=0.3432; sequence_match=0.2727,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,involves player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5246; levenshtein=0.0714; semantic=0.5097; sequence_match=0.1538,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.7
ObjectProperty,is player in session,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4188; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,has game genre,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1667; semantic=0.4160; sequence_match=0.2609,False,0.3948,False,top-3 avg score 0.3948 < final_threshold 0.7
ObjectProperty,is character in session,made purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5639; levenshtein=0.1500; semantic=0.3074; sequence_match=0.3125,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.7
ObjectProperty,is session in game,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4785; sequence_match=0.2727,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,has playing area,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.4287; sequence_match=0.2609,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is character in session,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5519; levenshtein=0.2000; semantic=0.3679; sequence_match=0.2632,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,is event associated to player,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4515; levenshtein=0.1600; semantic=0.4370; sequence_match=0.2941,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.7
ObjectProperty,has playing area,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4913; levenshtein=0.0714; semantic=0.3706; sequence_match=0.3200,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.7
ObjectProperty,is event associated to player,obtained by,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5171; levenshtein=0.2400; semantic=0.3210; sequence_match=0.3429,False,0.3937,False,top-3 avg score 0.3937 < final_threshold 0.7
ObjectProperty,involves character,last played game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5383; levenshtein=0.1176; semantic=0.3842; sequence_match=0.2581,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,has playing area,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.3615; sequence_match=0.3333,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
ObjectProperty,has leaderboard,made purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2857; semantic=0.3408; sequence_match=0.3077,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,owns item,equipment of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.0909; semantic=0.5348; sequence_match=0.1053,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.7
ObjectProperty,is player in session,genre of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5189; levenshtein=0.2353; semantic=0.3251; sequence_match=0.3333,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.7
ObjectProperty,is friend with player,obtained by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1667; semantic=0.3582; sequence_match=0.2857,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.7
ObjectProperty,has feature,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.5082; sequence_match=0.1739,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.7
ObjectProperty,has character,for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5179; sequence_match=0.2105,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.7
ObjectProperty,involves player,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4401; sequence_match=0.2500,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.7
ObjectProperty,owns achievement,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4698; sequence_match=0.2069,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,lives in,ability of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4488; sequence_match=0.2500,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,has character,ability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5213; sequence_match=0.1905,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.7
ObjectProperty,is event associated to player,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5109; levenshtein=0.1600; semantic=0.4005; sequence_match=0.2632,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.7
ObjectProperty,is friend with player,purchased by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.1111; semantic=0.3835; sequence_match=0.2759,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.7
ObjectProperty,has playing area,is friend of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.4176; sequence_match=0.2500,False,0.3908,False,top-3 avg score 0.3908 < final_threshold 0.7
ObjectProperty,owns character,playing area of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4564; levenshtein=0.0769; semantic=0.4079; sequence_match=0.3077,False,0.3907,False,top-3 avg score 0.3907 < final_threshold 0.7
ObjectProperty,has character,belongs to game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0000; semantic=0.5476; sequence_match=0.1600,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.7
ObjectProperty,is event associated to player,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5022; levenshtein=0.2000; semantic=0.3830; sequence_match=0.2857,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4268; sequence_match=0.1935,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,is friend with player,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.3715; sequence_match=0.3077,False,0.39,False,top-3 avg score 0.3900 < final_threshold 0.7
ObjectProperty,is event associated to player,has equipment,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2000; semantic=0.3714; sequence_match=0.2703,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.7
