gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,ProgrammingLanguage,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Open source software license,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.4830; sequence_match=0.1212,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
software,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2976; levenshtein=0.1429; semantic=0.5066; sequence_match=0.2727,False,0.359,False,top-3 avg score 0.3590 < final_threshold 0.6
Source code available,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.0526; semantic=0.5274; sequence_match=0.1481,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
Free,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5134; sequence_match=0.1176,False,0.3578,False,top-3 avg score 0.3578 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
Source code available,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4591; levenshtein=0.1053; semantic=0.4493; sequence_match=0.1600,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
PROcess,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.5379; sequence_match=0.2105,False,0.3553,False,top-3 avg score 0.3553 < final_threshold 0.6
text editing,Agent,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3606; levenshtein=0.1818; semantic=0.5227; sequence_match=0.1250,False,0.355,False,top-3 avg score 0.3550 < final_threshold 0.6
Development status,SoftwareType,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4714; sequence_match=0.1379,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
Free,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4897; sequence_match=0.1250,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.6
software developer organization,ActivityStatus,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4432; levenshtein=0.1379; semantic=0.4297; sequence_match=0.1860,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.6
licence,Organization,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.5292; sequence_match=0.2105,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.6
CEL binary format,Software,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4666; sequence_match=0.1739,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.6
Maintained,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5050; sequence_match=0.1250,False,0.3508,False,top-3 avg score 0.3508 < final_threshold 0.6
text editing,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4929; sequence_match=0.0952,False,0.3496,False,top-3 avg score 0.3496 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
text editing,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5372; sequence_match=0.1053,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
software developer role,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4127; sequence_match=0.1379,False,0.3478,False,top-3 avg score 0.3478 < final_threshold 0.6
Source code available,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4175; levenshtein=0.0526; semantic=0.5390; sequence_match=0.0833,False,0.3466,False,top-3 avg score 0.3466 < final_threshold 0.6
data format specification,Agent,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4657; levenshtein=0.1304; semantic=0.4303; sequence_match=0.1429,False,0.3463,False,top-3 avg score 0.3463 < final_threshold 0.6
data item,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4716; sequence_match=0.1333,False,0.3425,False,top-3 avg score 0.3425 < final_threshold 0.6
Source code available,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4068; levenshtein=0.1053; semantic=0.4990; sequence_match=0.1212,False,0.3423,False,top-3 avg score 0.3423 < final_threshold 0.6
Purchase cost,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3877; sequence_match=0.1667,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
plain text file format,Version,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4495; sequence_match=0.1538,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
Open source software license,DataFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1200; semantic=0.4183; sequence_match=0.1714,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.6
software developer role,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4087; levenshtein=0.0952; semantic=0.4418; sequence_match=0.1714,False,0.3407,False,top-3 avg score 0.3407 < final_threshold 0.6
file rendering,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4322; levenshtein=0.0000; semantic=0.4341; sequence_match=0.1481,False,0.3382,False,top-3 avg score 0.3382 < final_threshold 0.6
software developer role,FileFormat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4619; levenshtein=0.1905; semantic=0.3590; sequence_match=0.1935,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.6
algorithm,Person,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3519; levenshtein=0.1111; semantic=0.5270; sequence_match=0.1333,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.6
CEL ASCII format,Agent,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3476; levenshtein=0.1429; semantic=0.4530; sequence_match=0.2105,False,0.3371,False,top-3 avg score 0.3371 < final_threshold 0.6
software developer role,License,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4551; sequence_match=0.1429,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
Open source software license,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4300; levenshtein=0.0800; semantic=0.4383; sequence_match=0.1379,False,0.3354,False,top-3 avg score 0.3354 < final_threshold 0.6
function,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5271; sequence_match=0.1333,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
GIF,SoftwareType,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
web service,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4984; sequence_match=0.1000,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
PROcess,DataFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.4582; sequence_match=0.1176,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.6
CEL binary format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4457; sequence_match=0.1053,False,0.3299,False,top-3 avg score 0.3299 < final_threshold 0.6
Free,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5310; sequence_match=0.3333,False,0.3298,False,top-3 avg score 0.3298 < final_threshold 0.6
software developer role,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3783; levenshtein=0.1429; semantic=0.4672; sequence_match=0.1333,False,0.3295,False,top-3 avg score 0.3295 < final_threshold 0.6
plain text file format,Person,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4415; levenshtein=0.1579; semantic=0.3851; sequence_match=0.1600,False,0.3289,False,top-3 avg score 0.3289 < final_threshold 0.6
data format specification,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2909; levenshtein=0.0870; semantic=0.4902; sequence_match=0.2000,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.6
Not Free,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4752; sequence_match=0.0952,False,0.3251,False,top-3 avg score 0.3251 < final_threshold 0.6
Not Free,ProgrammingLanguage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5126; sequence_match=0.1538,False,0.3211,False,top-3 avg score 0.3211 < final_threshold 0.6
function,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.6500; sequence_match=0.1667,False,0.3139,False,top-3 avg score 0.3139 < final_threshold 0.6
Development status,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1176; semantic=0.5380; sequence_match=0.2857,False,0.3138,False,top-3 avg score 0.3138 < final_threshold 0.6
Open source software license,ActivityStatus,jaro_winkler+semantic+levenshtein,jaro_winkler=0.3895; levenshtein=0.1600; semantic=0.3841; sequence_match=0.1538,False,0.3112,False,top-3 avg score 0.3112 < final_threshold 0.6
plain text file format,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.0526; semantic=0.4322; sequence_match=0.0870,False,0.2959,False,top-3 avg score 0.2959 < final_threshold 0.6
licence,ActivityStatus,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.4718; sequence_match=0.0952,False,0.2922,False,top-3 avg score 0.2922 < final_threshold 0.6
PROcess,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5503; sequence_match=0.1818,False,0.2917,False,top-3 avg score 0.2917 < final_threshold 0.6
XML,DataFormat,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.6208; sequence_match=0.1538,False,0.2915,False,top-3 avg score 0.2915 < final_threshold 0.6
PROcess,FileFormat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.4112; sequence_match=0.1176,False,0.2858,False,top-3 avg score 0.2858 < final_threshold 0.6
GIF,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.4915; sequence_match=0.2000,False,0.2781,False,top-3 avg score 0.2781 < final_threshold 0.6
file rendering,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5463; sequence_match=0.1176,False,0.247,False,top-3 avg score 0.2470 < final_threshold 0.6
GIF,Documentation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.5351; sequence_match=0.1250,False,0.2457,False,top-3 avg score 0.2457 < final_threshold 0.6
.csv,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6839; sequence_match=0.0000,False,0.228,False,top-3 avg score 0.2280 < final_threshold 0.6
XML,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6539; sequence_match=0.0000,False,0.218,False,top-3 avg score 0.2180 < final_threshold 0.6
XML,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6362; sequence_match=0.0000,False,0.2121,False,top-3 avg score 0.2121 < final_threshold 0.6
.csv,FileFormat,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6337; sequence_match=0.0000,False,0.2112,False,top-3 avg score 0.2112 < final_threshold 0.6
.csv,DataFormat,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6138; sequence_match=0.0000,False,0.2046,False,top-3 avg score 0.2046 < final_threshold 0.6
data item,Person,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4695; sequence_match=0.1429,False,0.2041,False,top-3 avg score 0.2041 < final_threshold 0.6
XML,Agent,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6098; sequence_match=0.0000,False,0.2033,False,top-3 avg score 0.2033 < final_threshold 0.6
XML,Software,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6058; sequence_match=0.0000,False,0.2019,False,top-3 avg score 0.2019 < final_threshold 0.6
licence,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6025; sequence_match=0.0000,False,0.2008,False,top-3 avg score 0.2008 < final_threshold 0.6
.csv,ProgrammingLanguage,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6009; sequence_match=0.0000,False,0.2003,False,top-3 avg score 0.2003 < final_threshold 0.6
.csv,Algorithm,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5920; sequence_match=0.0000,False,0.1973,False,top-3 avg score 0.1973 < final_threshold 0.6
XML,Version,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5807; sequence_match=0.0000,False,0.1936,False,top-3 avg score 0.1936 < final_threshold 0.6
GIF,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
web service,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5732; sequence_match=0.0000,False,0.1911,False,top-3 avg score 0.1911 < final_threshold 0.6
version number,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5707; sequence_match=0.0000,False,0.1902,False,top-3 avg score 0.1902 < final_threshold 0.6
PROcess,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5641; sequence_match=0.0000,False,0.188,False,top-3 avg score 0.1880 < final_threshold 0.6
Free,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5605; sequence_match=0.0000,False,0.1868,False,top-3 avg score 0.1868 < final_threshold 0.6
.csv,Platform,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5570; sequence_match=0.0000,False,0.1857,False,top-3 avg score 0.1857 < final_threshold 0.6
.csv,Agent,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5505; sequence_match=0.0000,False,0.1835,False,top-3 avg score 0.1835 < final_threshold 0.6
XML,Organization,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5487; sequence_match=0.0000,False,0.1829,False,top-3 avg score 0.1829 < final_threshold 0.6
licence,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5482; sequence_match=0.0000,False,0.1827,False,top-3 avg score 0.1827 < final_threshold 0.6
file rendering,Task,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5463; sequence_match=0.0000,False,0.1821,False,top-3 avg score 0.1821 < final_threshold 0.6
Free,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5421; sequence_match=0.0000,False,0.1807,False,top-3 avg score 0.1807 < final_threshold 0.6
XML,SoftwareType,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5387; sequence_match=0.0000,False,0.1796,False,top-3 avg score 0.1796 < final_threshold 0.6
GIF,Data,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5332; sequence_match=0.0000,False,0.1777,False,top-3 avg score 0.1777 < final_threshold 0.6
.csv,Organization,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5249; sequence_match=0.0000,False,0.175,False,top-3 avg score 0.1750 < final_threshold 0.6
XML,Person,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5125; sequence_match=0.0000,False,0.1708,False,top-3 avg score 0.1708 < final_threshold 0.6
XML,ActivityStatus,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5122; sequence_match=0.0000,False,0.1707,False,top-3 avg score 0.1707 < final_threshold 0.6
licence,DataFormat,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4884; sequence_match=0.0000,False,0.1628,False,top-3 avg score 0.1628 < final_threshold 0.6
GIF,Person,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4871; sequence_match=0.0000,False,0.1624,False,top-3 avg score 0.1624 < final_threshold 0.6
Free,ActivityStatus,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4577; sequence_match=0.0000,False,0.1526,False,top-3 avg score 0.1526 < final_threshold 0.6
