prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has item,has Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has Playing Area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,lives in,lives In,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,owns item,owns Item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays Game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has achievement,has Achievement Type,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9556; levenshtein=0.7778; semantic=0.7933; sequence_match=0.8750,False,0.8746,True,selected
DatatypeProperty,end time,location Name,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6349; levenshtein=0.3333; semantic=0.4098; sequence_match=0.4211,False,0.4886,False,top-3 avg score 0.4886 < final_threshold 0.7
DatatypeProperty,event time,release Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5194; levenshtein=0.2727; semantic=0.5420; sequence_match=0.4000,False,0.4871,False,top-3 avg score 0.4871 < final_threshold 0.7
DatatypeProperty,event time,time Before First IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5556; levenshtein=0.2222; semantic=0.6089; sequence_match=0.2963,False,0.4869,False,top-3 avg score 0.4869 < final_threshold 0.7
DatatypeProperty,event time,location Name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5907; levenshtein=0.2500; semantic=0.4709; sequence_match=0.3810,False,0.4809,False,top-3 avg score 0.4809 < final_threshold 0.7
DatatypeProperty,release date,has Username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5030; levenshtein=0.2727; semantic=0.4812; sequence_match=0.4545,False,0.4796,False,top-3 avg score 0.4796 < final_threshold 0.7
DatatypeProperty,end time,time Before First IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5307; levenshtein=0.1667; semantic=0.5675; sequence_match=0.3200,False,0.4727,False,top-3 avg score 0.4727 < final_threshold 0.7
DatatypeProperty,end time,release Date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4820; sequence_match=0.4444,False,0.4719,False,top-3 avg score 0.4719 < final_threshold 0.7
DatatypeProperty,start time,time Before First IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.6375; sequence_match=0.2963,False,0.4705,False,top-3 avg score 0.4705 < final_threshold 0.7
DatatypeProperty,release date,purchase Timestamp,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.5127; sequence_match=0.3571,False,0.4699,False,top-3 avg score 0.4699 < final_threshold 0.7
DatatypeProperty,event time,has Username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4002; sequence_match=0.4000,False,0.4676,False,top-3 avg score 0.4676 < final_threshold 0.7
DatatypeProperty,start time,has Username,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.2727; semantic=0.4452; sequence_match=0.4000,False,0.4606,False,top-3 avg score 0.4606 < final_threshold 0.7
DatatypeProperty,release date,completed Games Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5494; levenshtein=0.2632; semantic=0.4176; sequence_match=0.4000,False,0.4557,False,top-3 avg score 0.4557 < final_threshold 0.7
DatatypeProperty,release date,location Name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1667; semantic=0.4423; sequence_match=0.3478,False,0.4491,False,top-3 avg score 0.4491 < final_threshold 0.7
DatatypeProperty,release date,time Before First IAP,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5322; levenshtein=0.2222; semantic=0.5343; sequence_match=0.2069,False,0.4296,False,top-3 avg score 0.4296 < final_threshold 0.7
DatatypeProperty,start time,release Date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.1818; semantic=0.5451; sequence_match=0.3000,False,0.427,False,top-3 avg score 0.4270 < final_threshold 0.7
DatatypeProperty,end time,completed Games Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.2105; semantic=0.4307; sequence_match=0.3077,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
DatatypeProperty,end time,has Username,sequence_match+semantic+jaro_winkler,jaro_winkler=0.3225; levenshtein=0.1818; semantic=0.4382; sequence_match=0.4444,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.7
DatatypeProperty,username,has Made In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.4530; sequence_match=0.2143,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.7
DatatypeProperty,start time,total Play Hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.5130; sequence_match=0.2609,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.7
DatatypeProperty,start time,total IAP Amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5709; levenshtein=0.2143; semantic=0.3451; sequence_match=0.2609,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.7
DatatypeProperty,release date,total IAP Amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.3866; sequence_match=0.3200,False,0.391,False,top-3 avg score 0.3910 < final_threshold 0.7
DatatypeProperty,release date,has Made In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.2000; semantic=0.3807; sequence_match=0.2581,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.7
DatatypeProperty,username,completed Games Count,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.2105; semantic=0.4378; sequence_match=0.2963,False,0.3792,False,top-3 avg score 0.3792 < final_threshold 0.7
DatatypeProperty,event time,completed Games Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.3013; sequence_match=0.2857,False,0.3755,False,top-3 avg score 0.3755 < final_threshold 0.7
DatatypeProperty,release date,kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4423; sequence_match=0.2000,False,0.3701,False,top-3 avg score 0.3701 < final_threshold 0.7
DatatypeProperty,username,kill Count,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.0000; semantic=0.4433; sequence_match=0.2353,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
DatatypeProperty,end time,total IAP Amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.1429; semantic=0.3465; sequence_match=0.1905,False,0.3615,False,top-3 avg score 0.3615 < final_threshold 0.7
DatatypeProperty,end time,has Made In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.1500; semantic=0.3296; sequence_match=0.2222,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.7
DatatypeProperty,start time,completed Games Count,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.1579; semantic=0.3907; sequence_match=0.2857,False,0.3538,False,top-3 avg score 0.3538 < final_threshold 0.7
DatatypeProperty,end time,kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.3898; sequence_match=0.2500,False,0.3526,False,top-3 avg score 0.3526 < final_threshold 0.7
DatatypeProperty,event time,total IAP Amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5767; levenshtein=0.0714; semantic=0.3031; sequence_match=0.1739,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.7
DatatypeProperty,start time,has Made In-App Purchase,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4685; levenshtein=0.2000; semantic=0.2956; sequence_match=0.2759,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.7
DatatypeProperty,username,total Play Hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3988; levenshtein=0.0714; semantic=0.4574; sequence_match=0.1818,False,0.346,False,top-3 avg score 0.3460 < final_threshold 0.7
DatatypeProperty,username,total IAP Amount,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.3791; sequence_match=0.1818,False,0.3418,False,top-3 avg score 0.3418 < final_threshold 0.7
DatatypeProperty,event time,total Play Hours,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4550; levenshtein=0.0000; semantic=0.3904; sequence_match=0.1739,False,0.3398,False,top-3 avg score 0.3398 < final_threshold 0.7
DatatypeProperty,username,time Before First IAP,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.4576; sequence_match=0.1538,False,0.3396,False,top-3 avg score 0.3396 < final_threshold 0.7
DatatypeProperty,end time,total Play Hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0000; semantic=0.5123; sequence_match=0.0952,False,0.3374,False,top-3 avg score 0.3374 < final_threshold 0.7
DatatypeProperty,release date,total Play Hours,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.4344; sequence_match=0.1600,False,0.3263,False,top-3 avg score 0.3263 < final_threshold 0.7
DatatypeProperty,event time,kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.3365; sequence_match=0.2222,False,0.322,False,top-3 avg score 0.3220 < final_threshold 0.7
DatatypeProperty,start time,kill Count,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4074; levenshtein=0.0000; semantic=0.4047; sequence_match=0.1111,False,0.3078,False,top-3 avg score 0.3078 < final_threshold 0.7
DatatypeProperty,event time,has Made In-App Purchase,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4648; levenshtein=0.1500; semantic=0.2561; sequence_match=0.1379,False,0.2903,False,top-3 avg score 0.2903 < final_threshold 0.7
