prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,permission,has Permission,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9382; sequence_match=0.8696,False,0.877,True,selected
ObjectProperty,inheritFrom,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.2273; semantic=0.3611; sequence_match=0.2424,False,0.3707,False,top-3 avg score 0.3707 < final_threshold 0.7
ObjectProperty,andSequence,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.1250; semantic=0.4343; sequence_match=0.2222,False,0.3704,False,top-3 avg score 0.3704 < final_threshold 0.7
ObjectProperty,duty,is Part Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.4842; sequence_match=0.1667,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.7
ObjectProperty,assigner,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.3624; sequence_match=0.2667,False,0.3688,False,top-3 avg score 0.3688 < final_threshold 0.7
ObjectProperty,leftOperand,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.1818; semantic=0.4372; sequence_match=0.2105,False,0.3674,False,top-3 avg score 0.3674 < final_threshold 0.7
ObjectProperty,and,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4308; sequence_match=0.1818,False,0.3662,False,top-3 avg score 0.3662 < final_threshold 0.7
ObjectProperty,implies,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4865; levenshtein=0.1379; semantic=0.3883; sequence_match=0.2222,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,hasPolicy,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4609; levenshtein=0.1818; semantic=0.3780; sequence_match=0.2581,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,leftOperand,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.1364; semantic=0.4038; sequence_match=0.1818,False,0.3648,False,top-3 avg score 0.3648 < final_threshold 0.7
ObjectProperty,assignee,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.3492; sequence_match=0.2667,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
ObjectProperty,inheritFrom,has Logical Operand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3663; levenshtein=0.1176; semantic=0.5123; sequence_match=0.2143,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.7
ObjectProperty,operand,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5359; sequence_match=0.1333,False,0.3639,False,top-3 avg score 0.3639 < final_threshold 0.7
ObjectProperty,duty,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5177; levenshtein=0.0909; semantic=0.4179; sequence_match=0.1538,False,0.3631,False,top-3 avg score 0.3631 < final_threshold 0.7
ObjectProperty,implies,has Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.5809; sequence_match=0.1000,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,Only One,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4656; levenshtein=0.0556; semantic=0.3817; sequence_match=0.2400,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.7
ObjectProperty,permission,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3833; levenshtein=0.0625; semantic=0.4718; sequence_match=0.2308,False,0.362,False,top-3 avg score 0.3620 < final_threshold 0.7
ObjectProperty,duty,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.0588; semantic=0.4586; sequence_match=0.1905,False,0.3618,False,top-3 avg score 0.3618 < final_threshold 0.7
ObjectProperty,operand,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.0909; semantic=0.4331; sequence_match=0.1379,False,0.3616,False,top-3 avg score 0.3616 < final_threshold 0.7
ObjectProperty,remedy,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4644; sequence_match=0.1429,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.7
ObjectProperty,implies,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.5244; sequence_match=0.1333,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
ObjectProperty,prohibition,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4394; levenshtein=0.1364; semantic=0.3973; sequence_match=0.2424,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,conflict,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.4325; sequence_match=0.2400,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
ObjectProperty,Only One,has Permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.4715; sequence_match=0.2000,False,0.3594,False,top-3 avg score 0.3594 < final_threshold 0.7
ObjectProperty,remedy,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.5010; sequence_match=0.1429,False,0.3581,False,top-3 avg score 0.3581 < final_threshold 0.7
ObjectProperty,target,provides Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.5188; sequence_match=0.0833,False,0.3581,False,top-3 avg score 0.3581 < final_threshold 0.7
ObjectProperty,duty,has Conflict Resolution Strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4282; levenshtein=0.1034; semantic=0.4613; sequence_match=0.1818,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,and,has Conflict Resolution Strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.3634; sequence_match=0.1250,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,failure,has Contract Party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4702; levenshtein=0.1250; semantic=0.4194; sequence_match=0.1739,False,0.3545,False,top-3 avg score 0.3545 < final_threshold 0.7
ObjectProperty,conflict,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.5164; sequence_match=0.1250,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.7
ObjectProperty,prohibition,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3663; levenshtein=0.1176; semantic=0.4765; sequence_match=0.2143,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.7
ObjectProperty,prohibition,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3720; levenshtein=0.1176; semantic=0.4649; sequence_match=0.2143,False,0.3504,False,top-3 avg score 0.3504 < final_threshold 0.7
ObjectProperty,andSequence,has Conflict Resolution Strategy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4831; levenshtein=0.2069; semantic=0.3539; sequence_match=0.2000,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
ObjectProperty,partOf,has Negated Element,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4837; levenshtein=0.1176; semantic=0.3851; sequence_match=0.1739,False,0.3476,False,top-3 avg score 0.3476 < final_threshold 0.7
ObjectProperty,failure,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.4192; sequence_match=0.1333,False,0.3476,False,top-3 avg score 0.3476 < final_threshold 0.7
ObjectProperty,duty,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3684; levenshtein=0.1053; semantic=0.4997; sequence_match=0.1739,False,0.3473,False,top-3 avg score 0.3473 < final_threshold 0.7
ObjectProperty,failure,has Nested Constraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4637; levenshtein=0.1053; semantic=0.4210; sequence_match=0.1538,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.7
ObjectProperty,leftOperand,has Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0000; semantic=0.5140; sequence_match=0.1111,False,0.3454,False,top-3 avg score 0.3454 < final_threshold 0.7
ObjectProperty,leftOperand,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4596; levenshtein=0.1111; semantic=0.4379; sequence_match=0.1379,False,0.3451,False,top-3 avg score 0.3451 < final_threshold 0.7
ObjectProperty,permission,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.4293; sequence_match=0.2222,False,0.3442,False,top-3 avg score 0.3442 < final_threshold 0.7
ObjectProperty,assignee,provides Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.4752; sequence_match=0.1538,False,0.3439,False,top-3 avg score 0.3439 < final_threshold 0.7
ObjectProperty,remedy,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1429,False,0.3423,False,top-3 avg score 0.3423 < final_threshold 0.7
ObjectProperty,assignee,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1250; semantic=0.4280; sequence_match=0.1250,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.7
ObjectProperty,operand,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5457; sequence_match=0.1333,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.7
ObjectProperty,Only One,has Negated Element,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4678; levenshtein=0.1765; semantic=0.3793; sequence_match=0.1667,False,0.3412,False,top-3 avg score 0.3412 < final_threshold 0.7
ObjectProperty,function,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4815; sequence_match=0.1250,False,0.3411,False,top-3 avg score 0.3411 < final_threshold 0.7
ObjectProperty,Only One,has Remediation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.4262; sequence_match=0.1905,False,0.3405,False,top-3 avg score 0.3405 < final_threshold 0.7
ObjectProperty,consequence,provides Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4585; sequence_match=0.0690,False,0.3383,False,top-3 avg score 0.3383 < final_threshold 0.7
ObjectProperty,Only One,activated upon failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4105; levenshtein=0.1364; semantic=0.3270; sequence_match=0.2759,False,0.3378,False,top-3 avg score 0.3378 < final_threshold 0.7
ObjectProperty,leftOperand,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4912; sequence_match=0.2105,False,0.3375,False,top-3 avg score 0.3375 < final_threshold 0.7
ObjectProperty,remedy,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1250; semantic=0.4191; sequence_match=0.1818,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.7
ObjectProperty,Only One,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4535; sequence_match=0.1333,False,0.3365,False,top-3 avg score 0.3365 < final_threshold 0.7
ObjectProperty,and,provides Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.0556; semantic=0.4484; sequence_match=0.0952,False,0.3355,False,top-3 avg score 0.3355 < final_threshold 0.7
ObjectProperty,consequence,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4881; sequence_match=0.1053,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.7
ObjectProperty,implies,has Negated Element,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3011; levenshtein=0.1176; semantic=0.5119; sequence_match=0.1667,False,0.3266,False,top-3 avg score 0.3266 < final_threshold 0.7
ObjectProperty,leftOperand,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0000; semantic=0.5633; sequence_match=0.1053,False,0.3264,False,top-3 avg score 0.3264 < final_threshold 0.7
ObjectProperty,function,has Right,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0000; semantic=0.5191; sequence_match=0.1250,False,0.3258,False,top-3 avg score 0.3258 < final_threshold 0.7
ObjectProperty,implies,has Consequent Duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3011; levenshtein=0.0588; semantic=0.5868; sequence_match=0.0833,False,0.3238,False,top-3 avg score 0.3238 < final_threshold 0.7
ObjectProperty,Only One,is Part Of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.4123; sequence_match=0.1333,False,0.3228,False,top-3 avg score 0.3228 < final_threshold 0.7
ObjectProperty,andSequence,provides Capability,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4066; sequence_match=0.0690,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.7
ObjectProperty,implies,has Asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.4843; sequence_match=0.1333,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.7
ObjectProperty,implies,has Nested Constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2970; levenshtein=0.1053; semantic=0.5008; sequence_match=0.1538,False,0.3172,False,top-3 avg score 0.3172 < final_threshold 0.7
ObjectProperty,implies,has Contract Party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4018; levenshtein=0.0625; semantic=0.4617; sequence_match=0.0870,False,0.3168,False,top-3 avg score 0.3168 < final_threshold 0.7
ObjectProperty,duty,has Remediation,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1429; semantic=0.5737; sequence_match=0.2222,False,0.3129,False,top-3 avg score 0.3129 < final_threshold 0.7
ObjectProperty,consequence,is Part Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4224; sequence_match=0.1053,False,0.311,False,top-3 avg score 0.3110 < final_threshold 0.7
ObjectProperty,operand,has Duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5627; sequence_match=0.2857,False,0.2828,False,top-3 avg score 0.2828 < final_threshold 0.7
ObjectProperty,andSequence,is Part Of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4201; sequence_match=0.1053,False,0.2786,False,top-3 avg score 0.2786 < final_threshold 0.7
ObjectProperty,duty,has Right,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6364; sequence_match=0.1667,False,0.2677,False,top-3 avg score 0.2677 < final_threshold 0.7
ObjectProperty,remedy,has Role,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4931; sequence_match=0.3077,False,0.2669,False,top-3 avg score 0.2669 < final_threshold 0.7
ObjectProperty,or,has Nested Constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1053; semantic=0.4741; sequence_match=0.1905,False,0.2566,False,top-3 avg score 0.2566 < final_threshold 0.7
ObjectProperty,duty,has Asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5600; sequence_match=0.1667,False,0.2422,False,top-3 avg score 0.2422 < final_threshold 0.7
ObjectProperty,implies,has Duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5513; sequence_match=0.1429,False,0.2314,False,top-3 avg score 0.2314 < final_threshold 0.7
ObjectProperty,or,activated upon failure of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.4348; sequence_match=0.1667,False,0.2308,False,top-3 avg score 0.2308 < final_threshold 0.7
ObjectProperty,remedy,has Logical Operand,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0588; semantic=0.4229; sequence_match=0.1739,False,0.2186,False,top-3 avg score 0.2186 < final_threshold 0.7
ObjectProperty,duty,has Logical Operand,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5501; sequence_match=0.0952,False,0.2151,False,top-3 avg score 0.2151 < final_threshold 0.7
ObjectProperty,remedy,has Constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5302; sequence_match=0.1053,False,0.2118,False,top-3 avg score 0.2118 < final_threshold 0.7
ObjectProperty,Only One,has Duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4833; sequence_match=0.1429,False,0.2087,False,top-3 avg score 0.2087 < final_threshold 0.7
ObjectProperty,remedy,is Part Of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4674; sequence_match=0.1429,False,0.2034,False,top-3 avg score 0.2034 < final_threshold 0.7
ObjectProperty,duty,has Role,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6016; sequence_match=0.0000,False,0.2005,False,top-3 avg score 0.2005 < final_threshold 0.7
ObjectProperty,or,has Duty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5772; sequence_match=0.0000,False,0.1924,False,top-3 avg score 0.1924 < final_threshold 0.7
ObjectProperty,duty,has Permission,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5694; sequence_match=0.0000,False,0.1898,False,top-3 avg score 0.1898 < final_threshold 0.7
ObjectProperty,or,has Asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5399; sequence_match=0.0000,False,0.18,False,top-3 avg score 0.1800 < final_threshold 0.7
ObjectProperty,Only One,has Right,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4889; sequence_match=0.0000,False,0.163,False,top-3 avg score 0.1630 < final_threshold 0.7
ObjectProperty,or,has Negated Element,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4463; sequence_match=0.0000,False,0.1488,False,top-3 avg score 0.1488 < final_threshold 0.7
