prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has License,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has Version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is developed by,is Developed By,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,uses platform,runs On Platform,semantic+sequence_match+jaro_winkler,jaro_winkler=0.7492; levenshtein=0.7143; semantic=0.8535; sequence_match=0.7692,False,0.7906,True,selected
DatatypeProperty,has documentation,is FOSS,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5323; sequence_match=0.1818,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
DatatypeProperty,has release date,is Open,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4893; sequence_match=0.2000,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.7
DatatypeProperty,has support URL,is Open,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5043; sequence_match=0.2105,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.7
DatatypeProperty,has website homepage,is Proprietary,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4872; levenshtein=0.1667; semantic=0.5222; sequence_match=0.0645,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.7
DatatypeProperty,has website homepage,is Open Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.4520; sequence_match=0.2667,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
DatatypeProperty,has release date,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4682; sequence_match=0.2000,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
DatatypeProperty,has website homepage,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4358; sequence_match=0.1667,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
DatatypeProperty,has release date,can Export To Open Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.1905; semantic=0.4017; sequence_match=0.2857,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.7
DatatypeProperty,has download location,has Permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4524; levenshtein=0.1579; semantic=0.4648; sequence_match=0.2222,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
DatatypeProperty,has download location,is Actively Developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4361; levenshtein=0.1053; semantic=0.4311; sequence_match=0.2632,False,0.3768,False,top-3 avg score 0.3768 < final_threshold 0.7
DatatypeProperty,has support URL,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4426; sequence_match=0.2105,False,0.373,False,top-3 avg score 0.3730 < final_threshold 0.7
DatatypeProperty,has website homepage,is Open,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.5008; sequence_match=0.1667,False,0.3706,False,top-3 avg score 0.3706 < final_threshold 0.7
DatatypeProperty,has download location,is Proprietary,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4227; levenshtein=0.1579; semantic=0.5059; sequence_match=0.0625,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.7
DatatypeProperty,has support URL,provides XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.1111; semantic=0.4532; sequence_match=0.1290,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.7
DatatypeProperty,has download location,is FOSS,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4795; levenshtein=0.1053; semantic=0.4195; sequence_match=0.1600,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
DatatypeProperty,has download location,is Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4064; levenshtein=0.0526; semantic=0.5600; sequence_match=0.0800,False,0.3488,False,top-3 avg score 0.3488 < final_threshold 0.7
DatatypeProperty,has support URL,is Actively Developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4159; levenshtein=0.1053; semantic=0.4474; sequence_match=0.1250,False,0.3294,False,top-3 avg score 0.3294 < final_threshold 0.7
