prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,operand,has operand,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8048; levenshtein=0.7000; semantic=0.9169; sequence_match=0.8235,False,0.8484,True,selected
ObjectProperty,remedy,applies to constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4064; levenshtein=0.0526; semantic=0.4803; sequence_match=0.0800,False,0.3223,False,top-3 avg score 0.3223 < final_threshold 0.7
ObjectProperty,implies,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.4843; sequence_match=0.1333,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.7
ObjectProperty,consequence,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4370; sequence_match=0.1053,False,0.3159,False,top-3 avg score 0.3159 < final_threshold 0.7
ObjectProperty,duty,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.4250; sequence_match=0.0870,False,0.3154,False,top-3 avg score 0.3154 < final_threshold 0.7
ObjectProperty,and,triggers on failure of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4620; levenshtein=0.0526; semantic=0.3891; sequence_match=0.0909,False,0.314,False,top-3 avg score 0.3140 < final_threshold 0.7
ObjectProperty,prohibition,activates rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2786; levenshtein=0.0769; semantic=0.4854; sequence_match=0.1667,False,0.3102,False,top-3 avg score 0.3102 < final_threshold 0.7
ObjectProperty,hasPolicy,triggers on failure of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.1053; semantic=0.4000; sequence_match=0.1429,False,0.3093,False,top-3 avg score 0.3093 < final_threshold 0.7
ObjectProperty,Only One,specifies remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4032; levenshtein=0.0667; semantic=0.4153; sequence_match=0.0909,False,0.3031,False,top-3 avg score 0.3031 < final_threshold 0.7
ObjectProperty,or,has party,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5617; sequence_match=0.2000,False,0.2956,False,top-3 avg score 0.2956 < final_threshold 0.7
ObjectProperty,duty,specifies remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0667; semantic=0.5564; sequence_match=0.2105,False,0.2779,False,top-3 avg score 0.2779 < final_threshold 0.7
ObjectProperty,remedy,has role,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4931; sequence_match=0.3077,False,0.2669,False,top-3 avg score 0.2669 < final_threshold 0.7
ObjectProperty,duty,has asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5600; sequence_match=0.1667,False,0.2422,False,top-3 avg score 0.2422 < final_threshold 0.7
ObjectProperty,duty,has operand,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5772; sequence_match=0.1429,False,0.24,False,top-3 avg score 0.2400 < final_threshold 0.7
ObjectProperty,action,is rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5216; sequence_match=0.1667,False,0.2294,False,top-3 avg score 0.2294 < final_threshold 0.7
ObjectProperty,or,specifies remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0667; semantic=0.5005; sequence_match=0.1176,False,0.2283,False,top-3 avg score 0.2283 < final_threshold 0.7
ObjectProperty,duty,has element,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5287; sequence_match=0.1429,False,0.2238,False,top-3 avg score 0.2238 < final_threshold 0.7
ObjectProperty,or,activates rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0769; semantic=0.4357; sequence_match=0.1333,False,0.2153,False,top-3 avg score 0.2153 < final_threshold 0.7
ObjectProperty,duty,has role,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.6016; sequence_match=0.0000,False,0.2005,False,top-3 avg score 0.2005 < final_threshold 0.7
ObjectProperty,and,specifies remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0667; semantic=0.4029; sequence_match=0.1111,False,0.1936,False,top-3 avg score 0.1936 < final_threshold 0.7
ObjectProperty,Only One,has party,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1333,False,0.189,False,top-3 avg score 0.1890 < final_threshold 0.7
ObjectProperty,or,has element,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5467; sequence_match=0.0000,False,0.1822,False,top-3 avg score 0.1822 < final_threshold 0.7
ObjectProperty,or,has asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5399; sequence_match=0.0000,False,0.18,False,top-3 avg score 0.1800 < final_threshold 0.7
ObjectProperty,and,is rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.4352; sequence_match=0.0000,False,0.1451,False,top-3 avg score 0.1451 < final_threshold 0.7
