prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has achievement,has achievement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has item,has item,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has playing area,has playing area,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,plays game,plays game,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,is session in game,possession in game,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.9123; levenshtein=0.8750; semantic=0.6352; sequence_match=0.9032,False,0.8968,True,selected
ObjectProperty,plays game,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1667; semantic=0.4213; sequence_match=0.3704,False,0.4454,False,top-3 avg score 0.4454 < final_threshold 0.7
ObjectProperty,owns achievement,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6056; levenshtein=0.2000; semantic=0.4689; sequence_match=0.2609,False,0.4451,False,top-3 avg score 0.4451 < final_threshold 0.7
ObjectProperty,is player in session,completion for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5221; levenshtein=0.1765; semantic=0.4592; sequence_match=0.3529,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,is session in game,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.0667; semantic=0.4710; sequence_match=0.3571,False,0.4447,False,top-3 avg score 0.4447 < final_threshold 0.7
ObjectProperty,has game genre,first purchase record for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.2308; semantic=0.4992; sequence_match=0.3684,False,0.4445,False,top-3 avg score 0.4445 < final_threshold 0.7
ObjectProperty,is achievement in game,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.2632; semantic=0.5911; sequence_match=0.3571,False,0.4444,False,top-3 avg score 0.4444 < final_threshold 0.7
ObjectProperty,purchases game offering,usage during session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6207; levenshtein=0.1905; semantic=0.3519; sequence_match=0.3590,False,0.4439,False,top-3 avg score 0.4439 < final_threshold 0.7
ObjectProperty,owns achievement,purchase for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5016; levenshtein=0.0667; semantic=0.4965; sequence_match=0.3333,False,0.4438,False,top-3 avg score 0.4438 < final_threshold 0.7
ObjectProperty,purchases game offering,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5439; levenshtein=0.1905; semantic=0.4280; sequence_match=0.3590,False,0.4436,False,top-3 avg score 0.4436 < final_threshold 0.7
ObjectProperty,is event associated to player,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.2000; semantic=0.4467; sequence_match=0.3125,False,0.4435,False,top-3 avg score 0.4435 < final_threshold 0.7
ObjectProperty,lives in,usage during session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5146; levenshtein=0.2778; semantic=0.4157; sequence_match=0.4000,False,0.4434,False,top-3 avg score 0.4434 < final_threshold 0.7
ObjectProperty,is friend with player,session of game,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5472; levenshtein=0.2222; semantic=0.5604; sequence_match=0.1935,False,0.4433,False,top-3 avg score 0.4433 < final_threshold 0.7
ObjectProperty,is friend with player,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.0909; semantic=0.4415; sequence_match=0.3500,False,0.4427,False,top-3 avg score 0.4427 < final_threshold 0.7
ObjectProperty,owns character,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.5315; sequence_match=0.2500,False,0.4426,False,top-3 avg score 0.4426 < final_threshold 0.7
ObjectProperty,owns character,has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4996; levenshtein=0.1667; semantic=0.5031; sequence_match=0.3226,False,0.4417,False,top-3 avg score 0.4417 < final_threshold 0.7
ObjectProperty,has feature,first purchase record for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6376; levenshtein=0.2308; semantic=0.3535; sequence_match=0.3333,False,0.4415,False,top-3 avg score 0.4415 < final_threshold 0.7
ObjectProperty,owns character,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.4921; sequence_match=0.3077,False,0.441,False,top-3 avg score 0.4410 < final_threshold 0.7
ObjectProperty,is character in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5611; levenshtein=0.2353; semantic=0.4642; sequence_match=0.2963,False,0.4405,False,top-3 avg score 0.4405 < final_threshold 0.7
ObjectProperty,has playing area,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5617; levenshtein=0.2727; semantic=0.3703; sequence_match=0.3889,False,0.4403,False,top-3 avg score 0.4403 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.1053; semantic=0.4669; sequence_match=0.3125,False,0.4399,False,top-3 avg score 0.4399 < final_threshold 0.7
ObjectProperty,has leaderboard,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5372; levenshtein=0.2857; semantic=0.4624; sequence_match=0.3200,False,0.4399,False,top-3 avg score 0.4399 < final_threshold 0.7
ObjectProperty,involves player,usage in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5469; levenshtein=0.2143; semantic=0.5312; sequence_match=0.2400,False,0.4394,False,top-3 avg score 0.4394 < final_threshold 0.7
ObjectProperty,involves character,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.5006; sequence_match=0.3200,False,0.4386,False,top-3 avg score 0.4386 < final_threshold 0.7
ObjectProperty,involves character,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5283; levenshtein=0.0556; semantic=0.5010; sequence_match=0.2857,False,0.4383,False,top-3 avg score 0.4383 < final_threshold 0.7
ObjectProperty,has feature,plays game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4671; sequence_match=0.3158,False,0.4381,False,top-3 avg score 0.4381 < final_threshold 0.7
ObjectProperty,is session in game,game has achievement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4757; levenshtein=0.2778; semantic=0.5605; sequence_match=0.2424,False,0.438,False,top-3 avg score 0.4380 < final_threshold 0.7
ObjectProperty,has character,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5308; levenshtein=0.2500; semantic=0.4253; sequence_match=0.3571,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,has game genre,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2500; semantic=0.3946; sequence_match=0.3478,False,0.4377,False,top-3 avg score 0.4377 < final_threshold 0.7
ObjectProperty,lives in,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.4219; sequence_match=0.3478,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,owns character,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.1818; semantic=0.5025; sequence_match=0.2857,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,is character in game,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5642; levenshtein=0.1818; semantic=0.3373; sequence_match=0.4103,False,0.4373,False,top-3 avg score 0.4373 < final_threshold 0.7
ObjectProperty,involves character,possession of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5204; levenshtein=0.2353; semantic=0.4861; sequence_match=0.3030,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,is character in session,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2500; semantic=0.5024; sequence_match=0.2667,False,0.4365,False,top-3 avg score 0.4365 < final_threshold 0.7
ObjectProperty,is character in game,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5703; levenshtein=0.1765; semantic=0.4053; sequence_match=0.3333,False,0.4363,False,top-3 avg score 0.4363 < final_threshold 0.7
ObjectProperty,owns item,has completion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5365; levenshtein=0.1538; semantic=0.5802; sequence_match=0.1905,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5185; levenshtein=0.1111; semantic=0.3997; sequence_match=0.3889,False,0.4357,False,top-3 avg score 0.4357 < final_threshold 0.7
ObjectProperty,plays game,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4798; levenshtein=0.1364; semantic=0.5689; sequence_match=0.2581,False,0.4356,False,top-3 avg score 0.4356 < final_threshold 0.7
ObjectProperty,owns item,has purchase,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0000; semantic=0.6181; sequence_match=0.2105,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,plays game,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4924; sequence_match=0.2857,False,0.4353,False,top-3 avg score 0.4353 < final_threshold 0.7
ObjectProperty,is achievement in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.2105; semantic=0.4312; sequence_match=0.2963,False,0.435,False,top-3 avg score 0.4350 < final_threshold 0.7
ObjectProperty,is friend with player,has achievement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4868; levenshtein=0.0556; semantic=0.5043; sequence_match=0.3125,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,has playing area,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5358; levenshtein=0.1818; semantic=0.4898; sequence_match=0.2778,False,0.4345,False,top-3 avg score 0.4345 < final_threshold 0.7
ObjectProperty,owns character,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5072; levenshtein=0.1176; semantic=0.5294; sequence_match=0.2667,False,0.4344,False,top-3 avg score 0.4344 < final_threshold 0.7
ObjectProperty,involves character,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6393; levenshtein=0.2273; semantic=0.3042; sequence_match=0.3590,False,0.4342,False,top-3 avg score 0.4342 < final_threshold 0.7
ObjectProperty,lives in,has statistic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5020; sequence_match=0.3158,False,0.434,False,top-3 avg score 0.4340 < final_threshold 0.7
ObjectProperty,plays game,has possession,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5282; sequence_match=0.2727,False,0.4339,False,top-3 avg score 0.4339 < final_threshold 0.7
ObjectProperty,owns character,possession of item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.2500; semantic=0.5924; sequence_match=0.2759,False,0.4336,False,top-3 avg score 0.4336 < final_threshold 0.7
ObjectProperty,is player in session,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5809; levenshtein=0.2273; semantic=0.3093; sequence_match=0.4103,False,0.4335,False,top-3 avg score 0.4335 < final_threshold 0.7
ObjectProperty,owns character,possession in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1250; semantic=0.5920; sequence_match=0.2759,False,0.4334,False,top-3 avg score 0.4334 < final_threshold 0.7
ObjectProperty,is achievement in game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5275; levenshtein=0.1579; semantic=0.4964; sequence_match=0.2759,False,0.4333,False,top-3 avg score 0.4333 < final_threshold 0.7
ObjectProperty,is friend with player,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5707; levenshtein=0.2778; semantic=0.3828; sequence_match=0.3448,False,0.4328,False,top-3 avg score 0.4328 < final_threshold 0.7
ObjectProperty,purchases game offering,has friend,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4646; levenshtein=0.2857; semantic=0.3663; sequence_match=0.4667,False,0.4325,False,top-3 avg score 0.4325 < final_threshold 0.7
ObjectProperty,owns character,has play session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.0714; semantic=0.4870; sequence_match=0.2963,False,0.4324,False,top-3 avg score 0.4324 < final_threshold 0.7
ObjectProperty,owns achievement,has statistic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5222; levenshtein=0.1333; semantic=0.5521; sequence_match=0.2222,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,has achievement,possession of item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5030; levenshtein=0.1250; semantic=0.5268; sequence_match=0.2667,False,0.4322,False,top-3 avg score 0.4322 < final_threshold 0.7
ObjectProperty,is leaderboard in game,first purchase record of purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5618; levenshtein=0.3103; semantic=0.3163; sequence_match=0.4167,False,0.4316,False,top-3 avg score 0.4316 < final_threshold 0.7
ObjectProperty,has leaderboard,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5042; levenshtein=0.2143; semantic=0.5294; sequence_match=0.2609,False,0.4315,False,top-3 avg score 0.4315 < final_threshold 0.7
ObjectProperty,is friend with player,has playing area,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1667; semantic=0.4985; sequence_match=0.3750,False,0.4314,False,top-3 avg score 0.4314 < final_threshold 0.7
ObjectProperty,owns character,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.4969; sequence_match=0.2500,False,0.4311,False,top-3 avg score 0.4311 < final_threshold 0.7
ObjectProperty,lives in,possession of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5423; levenshtein=0.2500; semantic=0.4021; sequence_match=0.3478,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,involves character,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5557; levenshtein=0.2353; semantic=0.4138; sequence_match=0.3226,False,0.4307,False,top-3 avg score 0.4307 < final_threshold 0.7
ObjectProperty,has leaderboard,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4632; levenshtein=0.2273; semantic=0.5501; sequence_match=0.2778,False,0.4304,False,top-3 avg score 0.4304 < final_threshold 0.7
ObjectProperty,is character in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5988; levenshtein=0.2500; semantic=0.4061; sequence_match=0.2857,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1667; semantic=0.4311; sequence_match=0.3125,False,0.4302,False,top-3 avg score 0.4302 < final_threshold 0.7
ObjectProperty,involves player,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.0000; semantic=0.4968; sequence_match=0.2857,False,0.4291,False,top-3 avg score 0.4291 < final_threshold 0.7
ObjectProperty,is character in session,has playing area,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5321; levenshtein=0.2000; semantic=0.4020; sequence_match=0.3529,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,is achievement in game,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5254; levenshtein=0.2632; semantic=0.4282; sequence_match=0.3333,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,is character in session,purchase for game,jaro_winkler+sequence_match+semantic,jaro_winkler=0.6222; levenshtein=0.2000; semantic=0.3219; sequence_match=0.3429,False,0.429,False,top-3 avg score 0.4290 < final_threshold 0.7
ObjectProperty,involves character,has item,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.2353; semantic=0.5291; sequence_match=0.3333,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,involves character,session of game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5548; levenshtein=0.1176; semantic=0.4648; sequence_match=0.2667,False,0.4288,False,top-3 avg score 0.4288 < final_threshold 0.7
ObjectProperty,lives in,has item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5079; levenshtein=0.0000; semantic=0.4913; sequence_match=0.2857,False,0.4283,False,top-3 avg score 0.4283 < final_threshold 0.7
ObjectProperty,is leaderboard in game,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5431; levenshtein=0.2105; semantic=0.4465; sequence_match=0.2941,False,0.4279,False,top-3 avg score 0.4279 < final_threshold 0.7
ObjectProperty,is friend with player,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.1667; semantic=0.4632; sequence_match=0.2941,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,is event associated to player,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5489; levenshtein=0.2000; semantic=0.4523; sequence_match=0.2791,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,is character in game,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5399; levenshtein=0.2353; semantic=0.4547; sequence_match=0.2857,False,0.4268,False,top-3 avg score 0.4268 < final_threshold 0.7
ObjectProperty,owns character,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5007; levenshtein=0.1538; semantic=0.5068; sequence_match=0.2727,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is session in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5250; levenshtein=0.2000; semantic=0.4072; sequence_match=0.3478,False,0.4267,False,top-3 avg score 0.4267 < final_threshold 0.7
ObjectProperty,is friend with player,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.2222; semantic=0.4607; sequence_match=0.2857,False,0.4266,False,top-3 avg score 0.4266 < final_threshold 0.7
ObjectProperty,involves character,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4649; levenshtein=0.0588; semantic=0.4509; sequence_match=0.3636,False,0.4265,False,top-3 avg score 0.4265 < final_threshold 0.7
ObjectProperty,is character in game,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5343; levenshtein=0.2941; semantic=0.4247; sequence_match=0.3200,False,0.4263,False,top-3 avg score 0.4263 < final_threshold 0.7
ObjectProperty,is achievement in game,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4431; sequence_match=0.2857,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
ObjectProperty,lives in,game has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.2222; semantic=0.4265; sequence_match=0.3200,False,0.4261,False,top-3 avg score 0.4261 < final_threshold 0.7
ObjectProperty,lives in,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.1333; semantic=0.3844; sequence_match=0.3636,False,0.4258,False,top-3 avg score 0.4258 < final_threshold 0.7
ObjectProperty,involves character,session of player,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5617; levenshtein=0.1765; semantic=0.4027; sequence_match=0.3125,False,0.4256,False,top-3 avg score 0.4256 < final_threshold 0.7
ObjectProperty,is character in game,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5492; levenshtein=0.2353; semantic=0.4240; sequence_match=0.3030,False,0.4254,False,top-3 avg score 0.4254 < final_threshold 0.7
ObjectProperty,is player in session,has genre,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5899; levenshtein=0.1765; semantic=0.3658; sequence_match=0.3200,False,0.4252,False,top-3 avg score 0.4252 < final_threshold 0.7
ObjectProperty,involves character,has ability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4647; levenshtein=0.1176; semantic=0.5141; sequence_match=0.2963,False,0.425,False,top-3 avg score 0.4250 < final_threshold 0.7
ObjectProperty,involves player,possession in game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.1250; semantic=0.5291; sequence_match=0.2000,False,0.4249,False,top-3 avg score 0.4249 < final_threshold 0.7
ObjectProperty,is character in game,has usage event,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6295; levenshtein=0.1765; semantic=0.3782; sequence_match=0.2667,False,0.4248,False,top-3 avg score 0.4248 < final_threshold 0.7
ObjectProperty,plays game,usage of item,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5367; levenshtein=0.1818; semantic=0.4375; sequence_match=0.3000,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
ObjectProperty,has item,first purchase record for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5849; levenshtein=0.1923; semantic=0.3858; sequence_match=0.3030,False,0.4246,False,top-3 avg score 0.4246 < final_threshold 0.7
ObjectProperty,involves character,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.1176; semantic=0.4826; sequence_match=0.3077,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
ObjectProperty,is character in game,has statistic,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5874; levenshtein=0.2353; semantic=0.4506; sequence_match=0.2069,False,0.4244,False,top-3 avg score 0.4244 < final_threshold 0.7
ObjectProperty,has leaderboard,completion for game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4838; levenshtein=0.2353; semantic=0.5309; sequence_match=0.2581,False,0.4242,False,top-3 avg score 0.4242 < final_threshold 0.7
ObjectProperty,is player in session,has friend,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5621; levenshtein=0.2353; semantic=0.4018; sequence_match=0.3077,False,0.4239,False,top-3 avg score 0.4239 < final_threshold 0.7
ObjectProperty,owns achievement,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.2000; semantic=0.5332; sequence_match=0.3333,False,0.4234,False,top-3 avg score 0.4234 < final_threshold 0.7
ObjectProperty,purchases game offering,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4960; levenshtein=0.2857; semantic=0.4102; sequence_match=0.3636,False,0.4233,False,top-3 avg score 0.4233 < final_threshold 0.7
ObjectProperty,is character in game,first purchase record of purchase,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.5677; levenshtein=0.3103; semantic=0.2764; sequence_match=0.3913,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,is leaderboard in game,has first purchase record,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5270; levenshtein=0.1364; semantic=0.3520; sequence_match=0.3902,False,0.4231,False,top-3 avg score 0.4231 < final_threshold 0.7
ObjectProperty,is leaderboard in game,game has achievement type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5270; levenshtein=0.1818; semantic=0.5464; sequence_match=0.1951,False,0.4228,False,top-3 avg score 0.4228 < final_threshold 0.7
ObjectProperty,is character in session,statistic for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5943; levenshtein=0.2000; semantic=0.3920; sequence_match=0.2778,False,0.4214,False,top-3 avg score 0.4214 < final_threshold 0.7
ObjectProperty,owns achievement,usage during session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5233; levenshtein=0.1111; semantic=0.4376; sequence_match=0.3030,False,0.4213,False,top-3 avg score 0.4213 < final_threshold 0.7
ObjectProperty,is achievement in game,has statistic,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5077; levenshtein=0.1579; semantic=0.4977; sequence_match=0.2581,False,0.4212,False,top-3 avg score 0.4212 < final_threshold 0.7
ObjectProperty,is friend with player,first purchase record for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5705; levenshtein=0.1923; semantic=0.3747; sequence_match=0.3182,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
ObjectProperty,is session in game,has achievement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1333; semantic=0.4881; sequence_match=0.2759,False,0.4208,False,top-3 avg score 0.4208 < final_threshold 0.7
ObjectProperty,has leaderboard,first purchase record of purchase,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5400; levenshtein=0.2414; semantic=0.3498; sequence_match=0.3721,False,0.4206,False,top-3 avg score 0.4206 < final_threshold 0.7
ObjectProperty,lives in,has genre,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.5048; sequence_match=0.2667,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
ObjectProperty,has game genre,usage during session,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5787; levenshtein=0.1667; semantic=0.3490; sequence_match=0.3333,False,0.4203,False,top-3 avg score 0.4203 < final_threshold 0.7
ObjectProperty,involves character,game has achievement type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.1364; semantic=0.4898; sequence_match=0.2564,False,0.4202,False,top-3 avg score 0.4202 < final_threshold 0.7
ObjectProperty,is session in game,usage of item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5374; levenshtein=0.2667; semantic=0.4559; sequence_match=0.2308,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,is achievement in game,usage during session,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5097; levenshtein=0.1579; semantic=0.3718; sequence_match=0.3784,False,0.42,False,top-3 avg score 0.4200 < final_threshold 0.7
ObjectProperty,has leaderboard,has statistic type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.2500; semantic=0.4812; sequence_match=0.2667,False,0.4199,False,top-3 avg score 0.4199 < final_threshold 0.7
ObjectProperty,is leaderboard in game,usage of item,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5730; levenshtein=0.3158; semantic=0.3702; sequence_match=0.2000,False,0.4197,False,top-3 avg score 0.4197 < final_threshold 0.7
ObjectProperty,has character,usage in game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5146; sequence_match=0.2609,False,0.4193,False,top-3 avg score 0.4193 < final_threshold 0.7
ObjectProperty,lives in,plays game,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5026; levenshtein=0.1111; semantic=0.5049; sequence_match=0.2500,False,0.4192,False,top-3 avg score 0.4192 < final_threshold 0.7
ObjectProperty,is friend with player,has completion,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5472; levenshtein=0.0556; semantic=0.4510; sequence_match=0.2581,False,0.4188,False,top-3 avg score 0.4188 < final_threshold 0.7
ObjectProperty,owns achievement,first purchase record for game,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4887; levenshtein=0.1923; semantic=0.4254; sequence_match=0.3415,False,0.4185,False,top-3 avg score 0.4185 < final_threshold 0.7
ObjectProperty,owns item,has statistic,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.2500; semantic=0.5202; sequence_match=0.3000,False,0.4169,False,top-3 avg score 0.4169 < final_threshold 0.7
ObjectProperty,plays game,has ability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1000; semantic=0.4954; sequence_match=0.2105,False,0.4168,False,top-3 avg score 0.4168 < final_threshold 0.7
