role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has fabrication number,hasfabricationnumber,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9093; sequence_match=1.0000,True,1.0000,True,selected
property,has manufacturer,hasmanufacturer,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9571; sequence_match=1.0000,True,1.0000,True,selected
property,has model,hasmodel,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9241; sequence_match=1.0000,True,1.0000,True,selected
property,has firmware version,hasfirmwareversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9377; sequence_match=1.0000,True,1.0000,True,selected
property,has billing date,hasbillingdate,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9337; sequence_match=1.0000,True,1.0000,True,selected
property,has billing period,hasbillingdateperiod,jaro_winkler+sequence_match+semantic,jaro_winkler=0.9350; levenshtein=0.8000; semantic=0.8775; sequence_match=0.8889,False,0.9005,True,selected
property,makes measurement,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4958; levenshtein=0.1250; semantic=0.4801; sequence_match=0.2308,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
property,has firmware version,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2778; semantic=0.4928; sequence_match=0.3077,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.6
property,operates at radio frequency,haspower,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.5155; sequence_match=0.1875,False,0.4010,False,top-3 avg score 0.4010 < final_threshold 0.6
property,has version,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1538; semantic=0.4465; sequence_match=0.2609,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
property,operates at radio frequency,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4052; sequence_match=0.2667,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.6
property,has hardware version,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1111; semantic=0.4541; sequence_match=0.2308,False,0.3996,False,top-3 avg score 0.3996 < final_threshold 0.6
property,has timestamp,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5042; sequence_match=0.2222,False,0.3996,False,top-3 avg score 0.3996 < final_threshold 0.6
property,has hardware version,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2222; semantic=0.4873; sequence_match=0.3077,False,0.3992,False,top-3 avg score 0.3992 < final_threshold 0.6
property,has firmware version,definedfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5259; levenshtein=0.2222; semantic=0.4489; sequence_match=0.2143,False,0.3990,False,top-3 avg score 0.3990 < final_threshold 0.6
property,applies to,hasmodel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4707; sequence_match=0.2353,False,0.3989,False,top-3 avg score 0.3989 < final_threshold 0.6
property,has manufacturer,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4688; levenshtein=0.1579; semantic=0.4321; sequence_match=0.2941,False,0.3983,False,top-3 avg score 0.3983 < final_threshold 0.6
property,has key performance indicator,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4991; levenshtein=0.2692; semantic=0.4154; sequence_match=0.2778,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
property,requires power,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1538; semantic=0.4812; sequence_match=0.1905,False,0.3970,False,top-3 avg score 0.3970 < final_threshold 0.6
property,has billing period,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5125; levenshtein=0.1875; semantic=0.4267; sequence_match=0.2500,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
property,has firmware version,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.2222; semantic=0.4894; sequence_match=0.2500,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.6
property,has property,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4797; levenshtein=0.1538; semantic=0.4541; sequence_match=0.2500,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.6
property,has key performance indicator,usedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5385; levenshtein=0.1538; semantic=0.3950; sequence_match=0.2500,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
property,has billing date,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.2143; semantic=0.4267; sequence_match=0.2500,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
property,has period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4637; sequence_match=0.2353,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.6
property,has fabrication number,providesmeasurement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.0500; semantic=0.4272; sequence_match=0.2051,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.6
property,hasgeometry,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.4926; sequence_match=0.2222,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,has billing period,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4167; sequence_match=0.2500,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.6
property,operates at radio frequency,haschemicalproperty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5716; levenshtein=0.2083; semantic=0.3155; sequence_match=0.2791,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,has property,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5175; sequence_match=0.2105,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,requires power,composes,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4359; levenshtein=0.2308; semantic=0.4992; sequence_match=0.1905,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.6
property,has fabrication number,definedfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5167; levenshtein=0.2000; semantic=0.4484; sequence_match=0.1333,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.6
property,has firmware version,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4435; sequence_match=0.2308,False,0.3883,False,top-3 avg score 0.3883 < final_threshold 0.6
property,hasgeometry,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4772; sequence_match=0.2105,False,0.3883,False,top-3 avg score 0.3883 < final_threshold 0.6
property,has hardware version,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2778; semantic=0.4542; sequence_match=0.3077,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.6
property,makes measurement,hasbillingdate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.1250; semantic=0.4177; sequence_match=0.2000,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
property,has property,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.1818; semantic=0.5037; sequence_match=0.2353,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.6
property,operates at radio frequency,hasmanufacturer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2083; semantic=0.3881; sequence_match=0.1026,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
property,has property,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4654; sequence_match=0.2105,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.6
property,hasgeometry,duration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0000; semantic=0.5031; sequence_match=0.2105,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.6
property,has key performance indicator,duration,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4724; levenshtein=0.1538; semantic=0.4427; sequence_match=0.2353,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.6
property,requires power,hasmodel,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.4948; sequence_match=0.0952,False,0.3832,False,top-3 avg score 0.3832 < final_threshold 0.6
property,has key performance indicator,startdatetime,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4744; levenshtein=0.1923; semantic=0.4163; sequence_match=0.2564,False,0.3824,False,top-3 avg score 0.3824 < final_threshold 0.6
property,has start timestamp,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4837; levenshtein=0.1176; semantic=0.4874; sequence_match=0.1739,False,0.3817,False,top-3 avg score 0.3817 < final_threshold 0.6
property,operates at radio frequency,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.0833; semantic=0.3471; sequence_match=0.2500,False,0.3805,False,top-3 avg score 0.3805 < final_threshold 0.6
property,has manufacturer,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.0667; semantic=0.4862; sequence_match=0.1818,False,0.3804,False,top-3 avg score 0.3804 < final_threshold 0.6
property,has model,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4649; sequence_match=0.2222,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.6
property,has version,definedfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.4155; sequence_match=0.2000,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
property,has timestamp,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1667; semantic=0.4871; sequence_match=0.2000,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
property,applies to,hasmanufacturer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.1333; semantic=0.4514; sequence_match=0.1667,False,0.3764,False,top-3 avg score 0.3764 < final_threshold 0.6
property,operates at radio frequency,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2083; semantic=0.4009; sequence_match=0.2500,False,0.3762,False,top-3 avg score 0.3762 < final_threshold 0.6
property,has fabrication number,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1500; semantic=0.4301; sequence_match=0.2143,False,0.3759,False,top-3 avg score 0.3759 < final_threshold 0.6
property,has billing date,measures,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.0714; semantic=0.3865; sequence_match=0.2727,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.6
property,applies to,hashardwareversionnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5213; levenshtein=0.1667; semantic=0.4193; sequence_match=0.1818,False,0.3741,False,top-3 avg score 0.3741 < final_threshold 0.6
property,has start timestamp,version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4239; levenshtein=0.1176; semantic=0.5312; sequence_match=0.1667,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
property,has start timestamp,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4755; sequence_match=0.2400,False,0.3738,False,top-3 avg score 0.3738 < final_threshold 0.6
property,applies to,hasfabricationnumber,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.2000; semantic=0.3761; sequence_match=0.2069,False,0.3727,False,top-3 avg score 0.3727 < final_threshold 0.6
property,requires power,hastariff,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.0769; semantic=0.5227; sequence_match=0.1818,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.6
property,requires power,hasmanufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1333; semantic=0.5383; sequence_match=0.2143,False,0.3702,False,top-3 avg score 0.3702 < final_threshold 0.6
property,has manufacturer,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3889; levenshtein=0.1333; semantic=0.4788; sequence_match=0.2400,False,0.3692,False,top-3 avg score 0.3692 < final_threshold 0.6
property,has firmware version,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.2222; semantic=0.4734; sequence_match=0.2308,False,0.3690,False,top-3 avg score 0.3690 < final_threshold 0.6
property,has manufacturer,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4556; levenshtein=0.0667; semantic=0.4609; sequence_match=0.1905,False,0.3690,False,top-3 avg score 0.3690 < final_threshold 0.6
property,makes measurement,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.3883; sequence_match=0.1667,False,0.3683,False,top-3 avg score 0.3683 < final_threshold 0.6
property,makes measurement,hastariffperiod,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4153; levenshtein=0.1250; semantic=0.4300; sequence_match=0.2581,False,0.3678,False,top-3 avg score 0.3678 < final_threshold 0.6
property,has manufacturer,startdatetime,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4393; levenshtein=0.2667; semantic=0.3924; sequence_match=0.2143,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.6
property,operates at radio frequency,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3758; sequence_match=0.2500,False,0.3660,False,top-3 avg score 0.3660 < final_threshold 0.6
property,requires power,hasgeolocation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0000; semantic=0.5000; sequence_match=0.2222,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.6
property,has billing date,providesmeasurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4148; levenshtein=0.1053; semantic=0.4335; sequence_match=0.2424,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
property,has key performance indicator,isusedin,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4679; levenshtein=0.1538; semantic=0.3765; sequence_match=0.2353,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
property,operates at radio frequency,hasfabricationnumber,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5333; levenshtein=0.2083; semantic=0.3260; sequence_match=0.1364,False,0.3559,False,top-3 avg score 0.3559 < final_threshold 0.6
property,has duration,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4635; sequence_match=0.1905,False,0.3557,False,top-3 avg score 0.3557 < final_threshold 0.6
property,applies to,hasradiofrequencylevel,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4609; levenshtein=0.1364; semantic=0.4059; sequence_match=0.1935,False,0.3535,False,top-3 avg score 0.3535 < final_threshold 0.6
property,operates at radio frequency,hasbillingdateperiod,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.3167; sequence_match=0.2273,False,0.3499,False,top-3 avg score 0.3499 < final_threshold 0.6
property,has measurement,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.1429; semantic=0.4889; sequence_match=0.1667,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
property,operates at radio frequency,definedfor,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5210; levenshtein=0.2083; semantic=0.3179; sequence_match=0.1176,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.6
property,has manufacturer,duration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.4218; sequence_match=0.1739,False,0.3480,False,top-3 avg score 0.3480 < final_threshold 0.6
property,makes measurement,usedin,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3194; levenshtein=0.1875; semantic=0.5258; sequence_match=0.1818,False,0.3443,False,top-3 avg score 0.3443 < final_threshold 0.6
property,has manufacturer,isusedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4436; sequence_match=0.1739,False,0.3438,False,top-3 avg score 0.3438 < final_threshold 0.6
property,applies to,startdatetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.4387; sequence_match=0.1818,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.6
property,has billing period,startdatetime,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3526; levenshtein=0.1875; semantic=0.4570; sequence_match=0.2069,False,0.3388,False,top-3 avg score 0.3388 < final_threshold 0.6
property,applies to,usedin,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3519; levenshtein=0.1111; semantic=0.5310; sequence_match=0.1333,False,0.3387,False,top-3 avg score 0.3387 < final_threshold 0.6
property,operates at radio frequency,hasmodel,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.3716; sequence_match=0.1250,False,0.3387,False,top-3 avg score 0.3387 < final_threshold 0.6
property,has fabrication number,composes,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3972; levenshtein=0.1500; semantic=0.4583; sequence_match=0.1429,False,0.3352,False,top-3 avg score 0.3352 < final_threshold 0.6
property,has key performance indicator,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4724; levenshtein=0.1154; semantic=0.4150; sequence_match=0.1176,False,0.3350,False,top-3 avg score 0.3350 < final_threshold 0.6
property,has billing period,providesmeasurement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4035; levenshtein=0.1053; semantic=0.4292; sequence_match=0.1714,False,0.3347,False,top-3 avg score 0.3347 < final_threshold 0.6
property,has hardware version,definedfor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3741; levenshtein=0.1667; semantic=0.4631; sequence_match=0.0714,False,0.3346,False,top-3 avg score 0.3346 < final_threshold 0.6
property,has duration,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0000; semantic=0.4678; sequence_match=0.1053,False,0.3261,False,top-3 avg score 0.3261 < final_threshold 0.6
property,has property,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4639; sequence_match=0.0952,False,0.3241,False,top-3 avg score 0.3241 < final_threshold 0.6
property,requires power,hasbillingdate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.5118; sequence_match=0.0741,False,0.3188,False,top-3 avg score 0.3188 < final_threshold 0.6
property,has billing date,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3988; levenshtein=0.0000; semantic=0.3680; sequence_match=0.1818,False,0.3162,False,top-3 avg score 0.3162 < final_threshold 0.6
property,operates at radio frequency,hasbillingdate,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4544; levenshtein=0.1667; semantic=0.3229; sequence_match=0.1579,False,0.3146,False,top-3 avg score 0.3146 < final_threshold 0.6
property,has billing period,composes,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.3525; sequence_match=0.1667,False,0.3096,False,top-3 avg score 0.3096 < final_threshold 0.6
property,has start timestamp,definedfor,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.4289; sequence_match=0.0741,False,0.3092,False,top-3 avg score 0.3092 < final_threshold 0.6
property,has timestamp,definedfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2889; levenshtein=0.1667; semantic=0.4526; sequence_match=0.1818,False,0.3078,False,top-3 avg score 0.3078 < final_threshold 0.6
property,has manufacturer,composes,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2944; levenshtein=0.1333; semantic=0.4421; sequence_match=0.1739,False,0.3035,False,top-3 avg score 0.3035 < final_threshold 0.6
