prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,permission,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.5199; sequence_match=0.1667,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.7
ObjectProperty,failure,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4233; sequence_match=0.1053,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,and,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4625; sequence_match=0.1429,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,prohibition,is consequence duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4392; levenshtein=0.1579; semantic=0.4407; sequence_match=0.2000,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.7
ObjectProperty,target,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.5203; sequence_match=0.1333,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.7
ObjectProperty,duty,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.4864; sequence_match=0.1429,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,duty,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4375; levenshtein=0.0625; semantic=0.5417; sequence_match=0.1000,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,function,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5232; sequence_match=0.1333,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,assigner,is conflict resolution strategy of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5389; levenshtein=0.1667; semantic=0.3735; sequence_match=0.1053,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.7
ObjectProperty,implies,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.5502; sequence_match=0.2105,False,0.3594,False,top-3 avg score 0.3594 < final_threshold 0.7
ObjectProperty,Only One,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.4715; sequence_match=0.2000,False,0.3594,False,top-3 avg score 0.3594 < final_threshold 0.7
ObjectProperty,operand,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2922; levenshtein=0.1364; semantic=0.5097; sequence_match=0.2759,False,0.3593,False,top-3 avg score 0.3593 < final_threshold 0.7
ObjectProperty,prohibition,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3687; levenshtein=0.0556; semantic=0.5021; sequence_match=0.2069,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.7
ObjectProperty,failure,is logical constraint of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5040; levenshtein=0.1429; semantic=0.4309; sequence_match=0.1429,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.7
ObjectProperty,leftOperand,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5325; sequence_match=0.2222,False,0.3591,False,top-3 avg score 0.3591 < final_threshold 0.7
ObjectProperty,remedy,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4594; sequence_match=0.1429,False,0.359,False,top-3 avg score 0.3590 < final_threshold 0.7
ObjectProperty,function,is policy of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4290; sequence_match=0.1111,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
ObjectProperty,operand,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4849; levenshtein=0.1333; semantic=0.3739; sequence_match=0.2162,False,0.3584,False,top-3 avg score 0.3584 < final_threshold 0.7
ObjectProperty,andSequence,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4346; sequence_match=0.1667,False,0.3583,False,top-3 avg score 0.3583 < final_threshold 0.7
ObjectProperty,operator,is sequence of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4341; sequence_match=0.1000,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.7
ObjectProperty,operand,is prohibition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4584; sequence_match=0.1818,False,0.3573,False,top-3 avg score 0.3573 < final_threshold 0.7
ObjectProperty,assignee,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5408; sequence_match=0.1000,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,duty,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4282; levenshtein=0.1034; semantic=0.4613; sequence_match=0.1818,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,function,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5498; sequence_match=0.2105,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,conflict,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5288; sequence_match=0.1250,False,0.3568,False,top-3 avg score 0.3568 < final_threshold 0.7
ObjectProperty,hasPolicy,is sequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4151; sequence_match=0.1905,False,0.3562,False,top-3 avg score 0.3562 < final_threshold 0.7
ObjectProperty,Only One,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1429; semantic=0.4016; sequence_match=0.1905,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.7
ObjectProperty,assignee,is party of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4914; sequence_match=0.1176,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.7
ObjectProperty,and,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.3634; sequence_match=0.1250,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,conflict,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4358; sequence_match=0.2000,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
ObjectProperty,obligation,is remedy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.4997; sequence_match=0.1000,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,andSequence,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4176; sequence_match=0.2105,False,0.3554,False,top-3 avg score 0.3554 < final_threshold 0.7
ObjectProperty,permission,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.6175; sequence_match=0.1176,False,0.3546,False,top-3 avg score 0.3546 < final_threshold 0.7
ObjectProperty,obligation,is failure rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4778; levenshtein=0.1333; semantic=0.4522; sequence_match=0.0800,False,0.3544,False,top-3 avg score 0.3544 < final_threshold 0.7
ObjectProperty,obligation,is rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5046; sequence_match=0.1111,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.7
ObjectProperty,function,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4475; sequence_match=0.1905,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.7
ObjectProperty,constraint,is remedy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.0000; semantic=0.4952; sequence_match=0.1000,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.7
ObjectProperty,hasPolicy,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4174; sequence_match=0.2105,False,0.3538,False,top-3 avg score 0.3538 < final_threshold 0.7
ObjectProperty,operand,is remedy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.4775; sequence_match=0.1176,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.7
ObjectProperty,or,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.0526; semantic=0.4474; sequence_match=0.0952,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.7
ObjectProperty,duty,is container of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.4993; sequence_match=0.1176,False,0.3531,False,top-3 avg score 0.3531 < final_threshold 0.7
ObjectProperty,and,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4275; sequence_match=0.1538,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,and,has policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.4109; sequence_match=0.1667,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,and,has exclusive permission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4596; levenshtein=0.0455; semantic=0.4393; sequence_match=0.1600,False,0.353,False,top-3 avg score 0.3530 < final_threshold 0.7
ObjectProperty,target,is prohibition of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4889; levenshtein=0.1333; semantic=0.4366; sequence_match=0.0952,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.7
ObjectProperty,hasPolicy,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.1429; semantic=0.4744; sequence_match=0.1739,False,0.3528,False,top-3 avg score 0.3528 < final_threshold 0.7
ObjectProperty,remedy,has inheritance,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.0714; semantic=0.4442; sequence_match=0.2000,False,0.3523,False,top-3 avg score 0.3523 < final_threshold 0.7
ObjectProperty,operator,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4793; sequence_match=0.1176,False,0.3517,False,top-3 avg score 0.3517 < final_threshold 0.7
ObjectProperty,consequence,is obligation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.5103; sequence_match=0.1600,False,0.3516,False,top-3 avg score 0.3516 < final_threshold 0.7
ObjectProperty,function,is remedy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5352; sequence_match=0.1111,False,0.3516,False,top-3 avg score 0.3516 < final_threshold 0.7
ObjectProperty,prohibition,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.4406; sequence_match=0.1538,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.7
ObjectProperty,constraint,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.4323; sequence_match=0.2000,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.7
ObjectProperty,and,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4620; levenshtein=0.1053; semantic=0.4081; sequence_match=0.1818,False,0.3506,False,top-3 avg score 0.3506 < final_threshold 0.7
ObjectProperty,Only One,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4032; levenshtein=0.2000; semantic=0.3751; sequence_match=0.2727,False,0.3503,False,top-3 avg score 0.3503 < final_threshold 0.7
ObjectProperty,conflict,is requirement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.1333; semantic=0.4157; sequence_match=0.1739,False,0.3502,False,top-3 avg score 0.3502 < final_threshold 0.7
ObjectProperty,Only One,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1250; semantic=0.4272; sequence_match=0.1333,False,0.3502,False,top-3 avg score 0.3502 < final_threshold 0.7
ObjectProperty,target,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.4768; sequence_match=0.1429,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.7
ObjectProperty,consequence,is rule of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4300; sequence_match=0.1053,False,0.35,False,top-3 avg score 0.3500 < final_threshold 0.7
ObjectProperty,andSequence,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4013; sequence_match=0.2105,False,0.35,False,top-3 avg score 0.3500 < final_threshold 0.7
ObjectProperty,duty,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4964; sequence_match=0.1111,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.7
ObjectProperty,obligation,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.0000; semantic=0.5387; sequence_match=0.1053,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.7
ObjectProperty,action,is inherited by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.0769; semantic=0.4435; sequence_match=0.1053,False,0.3482,False,top-3 avg score 0.3482 < final_threshold 0.7
ObjectProperty,assigner,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4139; levenshtein=0.2000; semantic=0.3696; sequence_match=0.2609,False,0.3481,False,top-3 avg score 0.3481 < final_threshold 0.7
ObjectProperty,duty,is constraint set of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4363; levenshtein=0.0588; semantic=0.5126; sequence_match=0.0952,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
ObjectProperty,andSequence,has conflict resolution strategy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4831; levenshtein=0.2069; semantic=0.3539; sequence_match=0.2000,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
ObjectProperty,action,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3068; levenshtein=0.1739; semantic=0.4588; sequence_match=0.2759,False,0.3471,False,top-3 avg score 0.3471 < final_threshold 0.7
ObjectProperty,leftOperand,is consequence duty of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5059; levenshtein=0.1579; semantic=0.3763; sequence_match=0.1333,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.7
ObjectProperty,conflict,is failure rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.0667; semantic=0.4519; sequence_match=0.1739,False,0.3466,False,top-3 avg score 0.3466 < final_threshold 0.7
ObjectProperty,and,is logical constraint of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.0952; semantic=0.4125; sequence_match=0.1667,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.7
ObjectProperty,andSequence,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.4949; sequence_match=0.1600,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.7
ObjectProperty,duty,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4318; levenshtein=0.0455; semantic=0.5297; sequence_match=0.0769,False,0.3462,False,top-3 avg score 0.3462 < final_threshold 0.7
ObjectProperty,leftOperand,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4113; levenshtein=0.0000; semantic=0.5140; sequence_match=0.1111,False,0.3454,False,top-3 avg score 0.3454 < final_threshold 0.7
ObjectProperty,target,is obligation of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.4330; sequence_match=0.1000,False,0.3454,False,top-3 avg score 0.3454 < final_threshold 0.7
ObjectProperty,failure,is sequence of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.4207; sequence_match=0.1053,False,0.3453,False,top-3 avg score 0.3453 < final_threshold 0.7
ObjectProperty,leftOperand,is duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0000; semantic=0.4530; sequence_match=0.1053,False,0.3452,False,top-3 avg score 0.3452 < final_threshold 0.7
ObjectProperty,implies,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4782; sequence_match=0.1333,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.7
ObjectProperty,constraint,is role of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4754; sequence_match=0.1111,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.7
ObjectProperty,remedy,is exclusive permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4734; levenshtein=0.0870; semantic=0.4220; sequence_match=0.1379,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.7
ObjectProperty,partOf,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1333; semantic=0.3775; sequence_match=0.2222,False,0.3443,False,top-3 avg score 0.3443 < final_threshold 0.7
ObjectProperty,remedy,has policy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.4720; sequence_match=0.1333,False,0.3438,False,top-3 avg score 0.3438 < final_threshold 0.7
ObjectProperty,Only One,has prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.1429; semantic=0.4355; sequence_match=0.1905,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.7
ObjectProperty,function,is requirement of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4826; sequence_match=0.0870,False,0.3433,False,top-3 avg score 0.3433 < final_threshold 0.7
ObjectProperty,assigner,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.3603; sequence_match=0.2222,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,prohibition,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.5961; sequence_match=0.1111,False,0.3432,False,top-3 avg score 0.3432 < final_threshold 0.7
ObjectProperty,assignee,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.1250; semantic=0.5709; sequence_match=0.1250,False,0.3431,False,top-3 avg score 0.3431 < final_threshold 0.7
ObjectProperty,operand,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4156; sequence_match=0.1818,False,0.3431,False,top-3 avg score 0.3431 < final_threshold 0.7
ObjectProperty,andSequence,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0909; semantic=0.4274; sequence_match=0.0952,False,0.3424,False,top-3 avg score 0.3424 < final_threshold 0.7
ObjectProperty,remedy,is constraint set of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4085; levenshtein=0.1176; semantic=0.4432; sequence_match=0.1739,False,0.3419,False,top-3 avg score 0.3419 < final_threshold 0.7
ObjectProperty,operator,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.5465; sequence_match=0.1333,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.7
ObjectProperty,leftOperand,is prohibition of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4626; levenshtein=0.1333; semantic=0.4270; sequence_match=0.0769,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.7
ObjectProperty,consequence,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0000; semantic=0.4192; sequence_match=0.1905,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.7
ObjectProperty,andSequence,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3514; levenshtein=0.1429; semantic=0.4204; sequence_match=0.2500,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.7
ObjectProperty,failure,is obligation of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4409; sequence_match=0.0952,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.7
ObjectProperty,andSequence,is obligation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4416; levenshtein=0.0714; semantic=0.4168; sequence_match=0.1600,False,0.3394,False,top-3 avg score 0.3394 < final_threshold 0.7
ObjectProperty,Only One,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4737; sequence_match=0.1250,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,prohibition,has failure rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4416; levenshtein=0.0714; semantic=0.4943; sequence_match=0.0800,False,0.3386,False,top-3 avg score 0.3386 < final_threshold 0.7
ObjectProperty,duty,is sequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4440; sequence_match=0.1250,False,0.3378,False,top-3 avg score 0.3378 < final_threshold 0.7
ObjectProperty,consequence,has prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0000; semantic=0.4663; sequence_match=0.1600,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.7
ObjectProperty,andSequence,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.3585; sequence_match=0.1905,False,0.3365,False,top-3 avg score 0.3365 < final_threshold 0.7
ObjectProperty,partOf,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4726; sequence_match=0.1176,False,0.3365,False,top-3 avg score 0.3365 < final_threshold 0.7
ObjectProperty,partOf,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.1429; semantic=0.3488; sequence_match=0.2000,False,0.3364,False,top-3 avg score 0.3364 < final_threshold 0.7
ObjectProperty,duty,is failure rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4642; sequence_match=0.1053,False,0.3361,False,top-3 avg score 0.3361 < final_threshold 0.7
ObjectProperty,failure,is party of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4071; sequence_match=0.1250,False,0.3361,False,top-3 avg score 0.3361 < final_threshold 0.7
ObjectProperty,andSequence,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.0714; semantic=0.4323; sequence_match=0.0800,False,0.336,False,top-3 avg score 0.3360 < final_threshold 0.7
ObjectProperty,failure,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.1000; semantic=0.3945; sequence_match=0.1176,False,0.3358,False,top-3 avg score 0.3358 < final_threshold 0.7
ObjectProperty,conflict,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4922; sequence_match=0.1053,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.7
ObjectProperty,leftOperand,is party of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.4660; sequence_match=0.1000,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.7
ObjectProperty,remedy,has prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.0714; semantic=0.4891; sequence_match=0.1000,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.7
ObjectProperty,action,is failure rule of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3222; levenshtein=0.1333; semantic=0.3937; sequence_match=0.2857,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.7
ObjectProperty,assignee,is conflict resolution strategy of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4639; levenshtein=0.1667; semantic=0.3697; sequence_match=0.1053,False,0.3334,False,top-3 avg score 0.3334 < final_threshold 0.7
ObjectProperty,failure,is prohibition of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4730; levenshtein=0.0667; semantic=0.4345; sequence_match=0.0909,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.7
ObjectProperty,failure,is condition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4066; levenshtein=0.0769; semantic=0.4881; sequence_match=0.1000,False,0.3316,False,top-3 avg score 0.3316 < final_threshold 0.7
ObjectProperty,Only One,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.1818; semantic=0.4486; sequence_match=0.2222,False,0.3311,False,top-3 avg score 0.3311 < final_threshold 0.7
ObjectProperty,leftOperand,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.3895; sequence_match=0.1905,False,0.331,False,top-3 avg score 0.3310 < final_threshold 0.7
ObjectProperty,duty,is exclusive permission of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4312; levenshtein=0.0435; semantic=0.4856; sequence_match=0.0741,False,0.3303,False,top-3 avg score 0.3303 < final_threshold 0.7
ObjectProperty,duty,has condition,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1667; semantic=0.5725; sequence_match=0.2500,False,0.3297,False,top-3 avg score 0.3297 < final_threshold 0.7
ObjectProperty,implies,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3036; levenshtein=0.1250; semantic=0.5097; sequence_match=0.1739,False,0.329,False,top-3 avg score 0.3290 < final_threshold 0.7
ObjectProperty,duty,has remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5651; sequence_match=0.3077,False,0.328,False,top-3 avg score 0.3280 < final_threshold 0.7
ObjectProperty,remedy,is condition of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.0769; semantic=0.4638; sequence_match=0.1053,False,0.3278,False,top-3 avg score 0.3278 < final_threshold 0.7
ObjectProperty,obligation,has rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.5370; sequence_match=0.1176,False,0.3277,False,top-3 avg score 0.3277 < final_threshold 0.7
ObjectProperty,consequence,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.3941; sequence_match=0.1818,False,0.3267,False,top-3 avg score 0.3267 < final_threshold 0.7
ObjectProperty,remedy,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4392; sequence_match=0.1176,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
