prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,leftOperand,hasLeftOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9286; levenshtein=0.7857; semantic=0.9303; sequence_match=0.8800,False,0.913,True,selected
ObjectProperty,function,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5775; levenshtein=0.1579; semantic=0.4151; sequence_match=0.2222,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,relation,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4607; sequence_match=0.3158,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,permission,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5446; sequence_match=0.2222,False,0.4047,False,top-3 avg score 0.4047 < final_threshold 0.7
ObjectProperty,inheritFrom,hasNextAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5579; levenshtein=0.1538; semantic=0.4884; sequence_match=0.1667,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,relation,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0714; semantic=0.5051; sequence_match=0.2727,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,or,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5474; sequence_match=0.1333,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,failure,hasLeftOperand,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5571; levenshtein=0.2143; semantic=0.4346; sequence_match=0.1905,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
ObjectProperty,permission,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3778; levenshtein=0.1111; semantic=0.5421; sequence_match=0.2857,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.7
ObjectProperty,duty,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.4908; sequence_match=0.2667,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,implies,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5261; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,Only One,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4929; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,prohibition,hasAssignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5152; levenshtein=0.0909; semantic=0.4163; sequence_match=0.2727,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,scope,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.1818; semantic=0.5224; sequence_match=0.2500,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.7
ObjectProperty,scope,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.4770; sequence_match=0.2105,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,leftOperand,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4665; levenshtein=0.0714; semantic=0.4908; sequence_match=0.2400,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.7
ObjectProperty,andSequence,hasAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.0909; semantic=0.4616; sequence_match=0.2000,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,implies,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.5279; sequence_match=0.2500,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.7
ObjectProperty,inheritFrom,hasAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.1818; semantic=0.4765; sequence_match=0.2000,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.7
ObjectProperty,inheritRelation,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.5403; sequence_match=0.1818,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.7
ObjectProperty,scope,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4303; levenshtein=0.1818; semantic=0.5144; sequence_match=0.2500,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.7
ObjectProperty,Only One,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4802; sequence_match=0.2857,False,0.3982,False,top-3 avg score 0.3982 < final_threshold 0.7
ObjectProperty,conflict,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5061; sequence_match=0.2105,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.7
ObjectProperty,permission,relatesToPolicy,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.5146; sequence_match=0.1600,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,function,hasRightOperand,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5056; levenshtein=0.1333; semantic=0.5534; sequence_match=0.0870,False,0.3974,False,top-3 avg score 0.3974 < final_threshold 0.7
ObjectProperty,implies,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5133; sequence_match=0.2222,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.7
ObjectProperty,remedy,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.4737; sequence_match=0.2857,False,0.3967,False,top-3 avg score 0.3967 < final_threshold 0.7
ObjectProperty,implies,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5111; sequence_match=0.2222,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.7
ObjectProperty,inheritFrom,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4242; levenshtein=0.0909; semantic=0.4644; sequence_match=0.3000,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.7
ObjectProperty,and,hasPermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.4653; sequence_match=0.2500,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.7
ObjectProperty,permission,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.4859; sequence_match=0.2857,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.7
ObjectProperty,partOf,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5424; levenshtein=0.1579; semantic=0.4020; sequence_match=0.2400,False,0.3948,False,top-3 avg score 0.3948 < final_threshold 0.7
ObjectProperty,remedy,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5079; sequence_match=0.2105,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.7
ObjectProperty,duty,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.1333; semantic=0.5341; sequence_match=0.2105,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.7
ObjectProperty,function,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4028; levenshtein=0.1111; semantic=0.5499; sequence_match=0.2308,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.7
ObjectProperty,failure,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.5031; sequence_match=0.2000,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,relation,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.0714; semantic=0.4908; sequence_match=0.2727,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.7
ObjectProperty,target,hasLeftOperand,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4603; levenshtein=0.2143; semantic=0.5068; sequence_match=0.2000,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.7
ObjectProperty,scope,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4476; levenshtein=0.1429; semantic=0.5659; sequence_match=0.1667,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,relation,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5219; levenshtein=0.1579; semantic=0.4359; sequence_match=0.2222,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.7
ObjectProperty,or,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1053; semantic=0.4685; sequence_match=0.1905,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.7
ObjectProperty,implies,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5480; sequence_match=0.1905,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.7
ObjectProperty,or,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0714; semantic=0.5249; sequence_match=0.1250,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.7
ObjectProperty,prohibition,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.0714; semantic=0.5479; sequence_match=0.2400,False,0.3908,False,top-3 avg score 0.3908 < final_threshold 0.7
ObjectProperty,partOf,hasConsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4797; sequence_match=0.2000,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.7
ObjectProperty,constraint,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3952; levenshtein=0.0714; semantic=0.5261; sequence_match=0.2500,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.7
ObjectProperty,remedy,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.5567; sequence_match=0.2000,False,0.3898,False,top-3 avg score 0.3898 < final_threshold 0.7
ObjectProperty,andSequence,hasAssigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.1818; semantic=0.4036; sequence_match=0.2727,False,0.3896,False,top-3 avg score 0.3896 < final_threshold 0.7
ObjectProperty,obligation,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.4622; sequence_match=0.2222,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.7
ObjectProperty,conflict,hasPermission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4006; levenshtein=0.0769; semantic=0.5761; sequence_match=0.1905,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.7
ObjectProperty,andSequence,hasPermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.0769; semantic=0.4420; sequence_match=0.1667,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.7
ObjectProperty,permission,hasConflictStrategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4544; levenshtein=0.1053; semantic=0.5042; sequence_match=0.2069,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
ObjectProperty,and,hasAssigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.1818; semantic=0.4049; sequence_match=0.2857,False,0.3884,False,top-3 avg score 0.3884 < final_threshold 0.7
ObjectProperty,and,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5906; levenshtein=0.1053; semantic=0.3921; sequence_match=0.1818,False,0.3882,False,top-3 avg score 0.3882 < final_threshold 0.7
ObjectProperty,assigner,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4880; sequence_match=0.2609,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,leftOperand,hasConsequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.2143; semantic=0.4562; sequence_match=0.2400,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.7
ObjectProperty,conflict,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.6057; sequence_match=0.1333,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,conflict,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5119; levenshtein=0.0714; semantic=0.4679; sequence_match=0.1818,False,0.3872,False,top-3 avg score 0.3872 < final_threshold 0.7
ObjectProperty,andSequence,hasConflictStrategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5059; levenshtein=0.1579; semantic=0.3885; sequence_match=0.2667,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.7
ObjectProperty,failure,hasOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4819; sequence_match=0.2222,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
ObjectProperty,partOf,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.3793; sequence_match=0.2308,False,0.3867,False,top-3 avg score 0.3867 < final_threshold 0.7
ObjectProperty,leftOperand,hasFailureRule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4706; levenshtein=0.2143; semantic=0.4746; sequence_match=0.1600,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.7
ObjectProperty,or,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5303; levenshtein=0.0909; semantic=0.4752; sequence_match=0.1538,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.7
ObjectProperty,implies,relatesToPolicy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4539; sequence_match=0.2727,False,0.3861,False,top-3 avg score 0.3861 < final_threshold 0.7
ObjectProperty,operand,hasAssignee,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.5575; sequence_match=0.1111,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.7
ObjectProperty,function,hasAssigner,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4974; sequence_match=0.1053,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.7
ObjectProperty,and,hasAssignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.1818; semantic=0.3951; sequence_match=0.2857,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,andSequence,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5293; levenshtein=0.2000; semantic=0.3955; sequence_match=0.2308,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.7
ObjectProperty,duty,hasAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5479; sequence_match=0.1538,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.7
ObjectProperty,remedy,hasRightOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4111; levenshtein=0.1333; semantic=0.4576; sequence_match=0.2857,False,0.3848,False,top-3 avg score 0.3848 < final_threshold 0.7
ObjectProperty,assignee,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4661; sequence_match=0.2105,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.7
ObjectProperty,action,hasFailureRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4601; sequence_match=0.2000,False,0.384,False,top-3 avg score 0.3840 < final_threshold 0.7
ObjectProperty,relation,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.0000; semantic=0.4576; sequence_match=0.2353,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.7
ObjectProperty,duty,hasParty,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.5647; sequence_match=0.3333,False,0.3827,False,top-3 avg score 0.3827 < final_threshold 0.7
ObjectProperty,inheritRelation,hasRemedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2000; semantic=0.4095; sequence_match=0.2500,False,0.3822,False,top-3 avg score 0.3822 < final_threshold 0.7
ObjectProperty,conflict,hasRightOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4611; levenshtein=0.0667; semantic=0.5115; sequence_match=0.1739,False,0.3822,False,top-3 avg score 0.3822 < final_threshold 0.7
ObjectProperty,and,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4781; sequence_match=0.1818,False,0.382,False,top-3 avg score 0.3820 < final_threshold 0.7
ObjectProperty,remedy,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4311; sequence_match=0.3000,False,0.3813,False,top-3 avg score 0.3813 < final_threshold 0.7
ObjectProperty,inheritFrom,hasConflictStrategy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5254; levenshtein=0.1579; semantic=0.4593; sequence_match=0.1333,False,0.3809,False,top-3 avg score 0.3809 < final_threshold 0.7
ObjectProperty,operand,hasNextAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5004; sequence_match=0.2000,False,0.3808,False,top-3 avg score 0.3808 < final_threshold 0.7
ObjectProperty,duty,hasConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5805; sequence_match=0.1176,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,permission,hasDuty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.6074; sequence_match=0.1176,False,0.3798,False,top-3 avg score 0.3798 < final_threshold 0.7
ObjectProperty,and,hasRule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4467; sequence_match=0.2000,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.7
ObjectProperty,permission,hasNegatedConstraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1500; semantic=0.4883; sequence_match=0.2000,False,0.3794,False,top-3 avg score 0.3794 < final_threshold 0.7
ObjectProperty,action,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5466; sequence_match=0.1538,False,0.379,False,top-3 avg score 0.3790 < final_threshold 0.7
ObjectProperty,and,hasProhibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.4307; sequence_match=0.2353,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.7
ObjectProperty,Only One,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1500; semantic=0.4048; sequence_match=0.2222,False,0.378,False,top-3 avg score 0.3780 < final_threshold 0.7
ObjectProperty,assigner,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4449; sequence_match=0.2105,False,0.3776,False,top-3 avg score 0.3776 < final_threshold 0.7
ObjectProperty,consequence,hasPermission,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4647; sequence_match=0.1667,False,0.3775,False,top-3 avg score 0.3775 < final_threshold 0.7
ObjectProperty,conflict,hasRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.0000; semantic=0.5753; sequence_match=0.1333,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
ObjectProperty,Only One,hasAssignee,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4185; sequence_match=0.2222,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,prohibition,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.0714; semantic=0.4206; sequence_match=0.2400,False,0.3757,False,top-3 avg score 0.3757 < final_threshold 0.7
ObjectProperty,andSequence,hasParty,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.4389; sequence_match=0.2105,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.7
ObjectProperty,operand,hasConflictStrategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4783; sequence_match=0.2308,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.7
ObjectProperty,andSequence,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4453; levenshtein=0.1111; semantic=0.4733; sequence_match=0.2069,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,inheritFrom,hasNegatedConstraint,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.4277; sequence_match=0.1935,False,0.3751,False,top-3 avg score 0.3751 < final_threshold 0.7
ObjectProperty,Only One,hasAssigner,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.4102; sequence_match=0.2222,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.7
ObjectProperty,leftOperand,hasAssigner,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.5305; sequence_match=0.1818,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,or,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.0667; semantic=0.4751; sequence_match=0.1176,False,0.3716,False,top-3 avg score 0.3716 < final_threshold 0.7
ObjectProperty,duty,hasNextAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5499; sequence_match=0.1176,False,0.37,False,top-3 avg score 0.3700 < final_threshold 0.7
ObjectProperty,action,hasRemedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.5501; sequence_match=0.1333,False,0.3698,False,top-3 avg score 0.3698 < final_threshold 0.7
ObjectProperty,andSequence,subPolicyOf,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4545; levenshtein=0.0000; semantic=0.3820; sequence_match=0.2727,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.7
ObjectProperty,failure,hasNextAction,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.0769; semantic=0.4294; sequence_match=0.2000,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.7
ObjectProperty,Only One,hasLeftOperand,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.4578; sequence_match=0.1905,False,0.3695,False,top-3 avg score 0.3695 < final_threshold 0.7
ObjectProperty,conflict,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5068; sequence_match=0.1818,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.7
ObjectProperty,failure,hasAction,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4388; sequence_match=0.2500,False,0.3689,False,top-3 avg score 0.3689 < final_threshold 0.7
ObjectProperty,prohibition,hasLogicalOperator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4441; levenshtein=0.1667; semantic=0.4537; sequence_match=0.2069,False,0.3682,False,top-3 avg score 0.3682 < final_threshold 0.7
ObjectProperty,duty,hasRightOperand,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.5602; sequence_match=0.1053,False,0.3681,False,top-3 avg score 0.3681 < final_threshold 0.7
ObjectProperty,Only One,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4730; levenshtein=0.1333; semantic=0.4487; sequence_match=0.1818,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.7
ObjectProperty,Only One,relatesToPolicy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.3990; sequence_match=0.2727,False,0.3678,False,top-3 avg score 0.3678 < final_threshold 0.7
ObjectProperty,remedy,hasLeftOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4109; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
ObjectProperty,operator,hasConsequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.5007; sequence_match=0.1818,False,0.367,False,top-3 avg score 0.3670 < final_threshold 0.7
ObjectProperty,operand,hasRule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5286; sequence_match=0.1429,False,0.3667,False,top-3 avg score 0.3667 < final_threshold 0.7
ObjectProperty,function,hasAssignee,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.4392; sequence_match=0.1053,False,0.3661,False,top-3 avg score 0.3661 < final_threshold 0.7
ObjectProperty,operator,subPolicyOf,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4484; sequence_match=0.2105,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
ObjectProperty,function,hasParty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.5552; sequence_match=0.1250,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,function,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4963; sequence_match=0.1818,False,0.3656,False,top-3 avg score 0.3656 < final_threshold 0.7
ObjectProperty,consequence,relatesToPolicy,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4601; levenshtein=0.1333; semantic=0.5022; sequence_match=0.0769,False,0.3652,False,top-3 avg score 0.3652 < final_threshold 0.7
ObjectProperty,operator,hasFailureRule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4945; sequence_match=0.1818,False,0.365,False,top-3 avg score 0.3650 < final_threshold 0.7
ObjectProperty,failure,hasProhibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4655; sequence_match=0.1905,False,0.3642,False,top-3 avg score 0.3642 < final_threshold 0.7
ObjectProperty,duty,hasConflictStrategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4824; sequence_match=0.1739,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.7
ObjectProperty,consequence,hasRightOperand,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4909; levenshtein=0.0667; semantic=0.4440; sequence_match=0.1538,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.7
