prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,consequence,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9692; levenshtein=0.8462; semantic=0.9574; sequence_match=0.9167,False,0.9478,True,selected
ObjectProperty,constraint,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5350; sequence_match=0.1053,False,0.3579,False,top-3 avg score 0.3579 < final_threshold 0.7
ObjectProperty,assignee,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.5408; sequence_match=0.1000,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,duty,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4282; levenshtein=0.1034; semantic=0.4613; sequence_match=0.1818,False,0.3571,False,top-3 avg score 0.3571 < final_threshold 0.7
ObjectProperty,consequence,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.4031; sequence_match=0.2000,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,function,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.5498; sequence_match=0.2105,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,function,is strategy of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4737; sequence_match=0.1000,False,0.357,False,top-3 avg score 0.3570 < final_threshold 0.7
ObjectProperty,inheritFrom,is activated by failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5015; levenshtein=0.2000; semantic=0.3680; sequence_match=0.1935,False,0.3565,False,top-3 avg score 0.3565 < final_threshold 0.7
ObjectProperty,and,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5785; levenshtein=0.0690; semantic=0.3634; sequence_match=0.1250,False,0.3556,False,top-3 avg score 0.3556 < final_threshold 0.7
ObjectProperty,conflict,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0833; semantic=0.4358; sequence_match=0.2000,False,0.3555,False,top-3 avg score 0.3555 < final_threshold 0.7
ObjectProperty,hasPolicy,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.4665; sequence_match=0.1818,False,0.3529,False,top-3 avg score 0.3529 < final_threshold 0.7
ObjectProperty,hasPolicy,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.1429; semantic=0.4744; sequence_match=0.1739,False,0.3528,False,top-3 avg score 0.3528 < final_threshold 0.7
ObjectProperty,conflict,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.5164; sequence_match=0.1250,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.7
ObjectProperty,prohibition,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.0769; semantic=0.4996; sequence_match=0.1667,False,0.3521,False,top-3 avg score 0.3521 < final_threshold 0.7
ObjectProperty,operator,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.4793; sequence_match=0.1176,False,0.3517,False,top-3 avg score 0.3517 < final_threshold 0.7
ObjectProperty,permission,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4026; levenshtein=0.1538; semantic=0.4775; sequence_match=0.1739,False,0.3513,False,top-3 avg score 0.3513 < final_threshold 0.7
ObjectProperty,inheritFrom,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3831; levenshtein=0.0714; semantic=0.5098; sequence_match=0.1600,False,0.351,False,top-3 avg score 0.3510 < final_threshold 0.7
ObjectProperty,partOf,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1500; semantic=0.3472; sequence_match=0.1538,False,0.3503,False,top-3 avg score 0.3503 < final_threshold 0.7
ObjectProperty,and,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.4555; sequence_match=0.1250,False,0.3502,False,top-3 avg score 0.3502 < final_threshold 0.7
ObjectProperty,obligation,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0909; semantic=0.4926; sequence_match=0.0952,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.7
ObjectProperty,obligation,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.0000; semantic=0.5387; sequence_match=0.1053,False,0.3492,False,top-3 avg score 0.3492 < final_threshold 0.7
ObjectProperty,operator,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.1500; semantic=0.4358; sequence_match=0.2143,False,0.3491,False,top-3 avg score 0.3491 < final_threshold 0.7
ObjectProperty,hasPolicy,is activated by failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5352; levenshtein=0.1000; semantic=0.3736; sequence_match=0.1379,False,0.3489,False,top-3 avg score 0.3489 < final_threshold 0.7
ObjectProperty,leftOperand,consequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.4039; sequence_match=0.1667,False,0.3481,False,top-3 avg score 0.3481 < final_threshold 0.7
ObjectProperty,andSequence,has conflict resolution strategy,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4831; levenshtein=0.2069; semantic=0.3539; sequence_match=0.2000,False,0.348,False,top-3 avg score 0.3480 < final_threshold 0.7
ObjectProperty,and,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4240; sequence_match=0.1429,False,0.3472,False,top-3 avg score 0.3472 < final_threshold 0.7
ObjectProperty,andSequence,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3846; levenshtein=0.1429; semantic=0.4949; sequence_match=0.1600,False,0.3465,False,top-3 avg score 0.3465 < final_threshold 0.7
ObjectProperty,relation,is activated by failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4833; levenshtein=0.1500; semantic=0.4010; sequence_match=0.1429,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.7
ObjectProperty,remedy,activates upon failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0500; semantic=0.4744; sequence_match=0.1538,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.7
ObjectProperty,and,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4276; sequence_match=0.1333,False,0.3444,False,top-3 avg score 0.3444 < final_threshold 0.7
ObjectProperty,and,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.1000; semantic=0.3956; sequence_match=0.1739,False,0.3435,False,top-3 avg score 0.3435 < final_threshold 0.7
ObjectProperty,remedy,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0000; semantic=0.4536; sequence_match=0.1429,False,0.3423,False,top-3 avg score 0.3423 < final_threshold 0.7
ObjectProperty,function,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.0000; semantic=0.4815; sequence_match=0.1250,False,0.3411,False,top-3 avg score 0.3411 < final_threshold 0.7
ObjectProperty,inheritFrom,activates upon failure,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4348; levenshtein=0.1500; semantic=0.3914; sequence_match=0.1935,False,0.3399,False,top-3 avg score 0.3399 < final_threshold 0.7
ObjectProperty,Only One,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.1111; semantic=0.4737; sequence_match=0.1250,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.7
ObjectProperty,implies,has consequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.0714; semantic=0.6103; sequence_match=0.0952,False,0.3384,False,top-3 avg score 0.3384 < final_threshold 0.7
ObjectProperty,andSequence,is strategy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.4440; sequence_match=0.1739,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.7
ObjectProperty,leftOperand,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3106; levenshtein=0.0909; semantic=0.4912; sequence_match=0.2105,False,0.3375,False,top-3 avg score 0.3375 < final_threshold 0.7
ObjectProperty,Only One,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4535; sequence_match=0.1333,False,0.3365,False,top-3 avg score 0.3365 < final_threshold 0.7
ObjectProperty,failure,is asset of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4762; levenshtein=0.1111; semantic=0.4077; sequence_match=0.1250,False,0.3363,False,top-3 avg score 0.3363 < final_threshold 0.7
ObjectProperty,andSequence,is remedy for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4924; levenshtein=0.0000; semantic=0.4234; sequence_match=0.0909,False,0.3356,False,top-3 avg score 0.3356 < final_threshold 0.7
ObjectProperty,Only One,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4087; levenshtein=0.0833; semantic=0.3842; sequence_match=0.2105,False,0.3345,False,top-3 avg score 0.3345 < final_threshold 0.7
ObjectProperty,permission,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.1000; semantic=0.4320; sequence_match=0.2000,False,0.3329,False,top-3 avg score 0.3329 < final_threshold 0.7
ObjectProperty,implies,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.0769; semantic=0.5831; sequence_match=0.1000,False,0.3321,False,top-3 avg score 0.3321 < final_threshold 0.7
ObjectProperty,partOf,is involved in rule,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.0625; semantic=0.4939; sequence_match=0.0909,False,0.3315,False,top-3 avg score 0.3315 < final_threshold 0.7
ObjectProperty,remedy,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1111; semantic=0.4347; sequence_match=0.1333,False,0.3313,False,top-3 avg score 0.3313 < final_threshold 0.7
ObjectProperty,target,consequence of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4145; levenshtein=0.0769; semantic=0.4704; sequence_match=0.1053,False,0.3301,False,top-3 avg score 0.3301 < final_threshold 0.7
ObjectProperty,operand,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.5260; sequence_match=0.1250,False,0.329,False,top-3 avg score 0.3290 < final_threshold 0.7
ObjectProperty,operand,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.1000; semantic=0.4229; sequence_match=0.1481,False,0.3287,False,top-3 avg score 0.3287 < final_threshold 0.7
ObjectProperty,duty,has remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5651; sequence_match=0.3077,False,0.328,False,top-3 avg score 0.3280 < final_threshold 0.7
ObjectProperty,failure,consequence of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3132; levenshtein=0.1538; semantic=0.5139; sequence_match=0.1000,False,0.327,False,top-3 avg score 0.3270 < final_threshold 0.7
ObjectProperty,consequence,has operator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4040; levenshtein=0.0000; semantic=0.3941; sequence_match=0.1818,False,0.3267,False,top-3 avg score 0.3267 < final_threshold 0.7
ObjectProperty,remedy,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.4392; sequence_match=0.1176,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,leftOperand,is activated by failure,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4379; levenshtein=0.1500; semantic=0.3881; sequence_match=0.1290,False,0.3253,False,top-3 avg score 0.3253 < final_threshold 0.7
ObjectProperty,andSequence,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.0833; semantic=0.4375; sequence_match=0.0870,False,0.3247,False,top-3 avg score 0.3247 < final_threshold 0.7
ObjectProperty,andSequence,involved party,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3901; levenshtein=0.1538; semantic=0.4196; sequence_match=0.0833,False,0.3212,False,top-3 avg score 0.3212 < final_threshold 0.7
ObjectProperty,implies,has asset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3452; levenshtein=0.1250; semantic=0.4843; sequence_match=0.1333,False,0.321,False,top-3 avg score 0.3210 < final_threshold 0.7
ObjectProperty,consequence,is strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4495; levenshtein=0.0833; semantic=0.4252; sequence_match=0.0870,False,0.3205,False,top-3 avg score 0.3205 < final_threshold 0.7
ObjectProperty,prohibition,has remedy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.0000; semantic=0.5540; sequence_match=0.1000,False,0.3185,False,top-3 avg score 0.3185 < final_threshold 0.7
ObjectProperty,consequence,is operator of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3965; levenshtein=0.0833; semantic=0.3668; sequence_match=0.1739,False,0.3124,False,top-3 avg score 0.3124 < final_threshold 0.7
ObjectProperty,duty,is involved in rule,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1250; semantic=0.5607; sequence_match=0.2000,False,0.2952,False,top-3 avg score 0.2952 < final_threshold 0.7
ObjectProperty,duty,activates upon failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3667; levenshtein=0.0500; semantic=0.4293; sequence_match=0.0833,False,0.2931,False,top-3 avg score 0.2931 < final_threshold 0.7
ObjectProperty,remedy,is operator of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0833; semantic=0.4229; sequence_match=0.1111,False,0.2891,False,top-3 avg score 0.2891 < final_threshold 0.7
ObjectProperty,Only One,is asset of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.0000; semantic=0.4032; sequence_match=0.1250,False,0.2881,False,top-3 avg score 0.2881 < final_threshold 0.7
ObjectProperty,Only One,is remedy for,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3225; levenshtein=0.0909; semantic=0.3972; sequence_match=0.1111,False,0.2769,False,top-3 avg score 0.2769 < final_threshold 0.7
ObjectProperty,duty,is asset of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5557; sequence_match=0.1538,False,0.2735,False,top-3 avg score 0.2735 < final_threshold 0.7
ObjectProperty,Only One,is activated by failure,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2952; levenshtein=0.1000; semantic=0.3693; sequence_match=0.1481,False,0.2709,False,top-3 avg score 0.2709 < final_threshold 0.7
ObjectProperty,or,is asset of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1111; semantic=0.5044; sequence_match=0.1818,False,0.2658,False,top-3 avg score 0.2658 < final_threshold 0.7
ObjectProperty,duty,has operator,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0909; semantic=0.5693; sequence_match=0.1333,False,0.2645,False,top-3 avg score 0.2645 < final_threshold 0.7
ObjectProperty,duty,has consequence,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.5898; sequence_match=0.1111,False,0.2574,False,top-3 avg score 0.2574 < final_threshold 0.7
ObjectProperty,or,activates upon failure,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.1000; semantic=0.4577; sequence_match=0.1818,False,0.2465,False,top-3 avg score 0.2465 < final_threshold 0.7
ObjectProperty,duty,has asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5600; sequence_match=0.1667,False,0.2422,False,top-3 avg score 0.2422 < final_threshold 0.7
ObjectProperty,and,is operator of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0833; semantic=0.4529; sequence_match=0.1333,False,0.2232,False,top-3 avg score 0.2232 < final_threshold 0.7
ObjectProperty,remedy,is constraint of,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0714; semantic=0.4730; sequence_match=0.1000,False,0.2148,False,top-3 avg score 0.2148 < final_threshold 0.7
ObjectProperty,remedy,has constraint,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5302; sequence_match=0.1053,False,0.2118,False,top-3 avg score 0.2118 < final_threshold 0.7
ObjectProperty,conflict,is remedy for,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5009; sequence_match=0.1053,False,0.202,False,top-3 avg score 0.2020 < final_threshold 0.7
ObjectProperty,or,is activated by failure,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0500; semantic=0.4314; sequence_match=0.0909,False,0.1908,False,top-3 avg score 0.1908 < final_threshold 0.7
ObjectProperty,conflict,has remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5713; sequence_match=0.0000,False,0.1904,False,top-3 avg score 0.1904 < final_threshold 0.7
ObjectProperty,or,has asset,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5399; sequence_match=0.0000,False,0.18,False,top-3 avg score 0.1800 < final_threshold 0.7
ObjectProperty,function,has remedy,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.0000; semantic=0.5107; sequence_match=0.0000,False,0.1702,False,top-3 avg score 0.1702 < final_threshold 0.7
