gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
Open source software license,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4928; levenshtein=0.2000; semantic=0.3871; sequence_match=0.2500,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.6
Development status,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4649; levenshtein=0.0588; semantic=0.4831; sequence_match=0.1818,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.6
plain text file format,Capability,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4719; levenshtein=0.1579; semantic=0.3131; sequence_match=0.3448,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.6
Free,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5213; sequence_match=0.1538,False,0.3763,False,top-3 avg score 0.3763 < final_threshold 0.6
version number,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.0625; semantic=0.4876; sequence_match=0.2069,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.6
.csv,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.0952; semantic=0.5394; sequence_match=0.1667,False,0.3756,False,top-3 avg score 0.3756 < final_threshold 0.6
Purchase cost,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.4707; sequence_match=0.1905,False,0.3747,False,top-3 avg score 0.3747 < final_threshold 0.6
CEL binary format,Web Service,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4722; levenshtein=0.2000; semantic=0.4510; sequence_match=0.1600,False,0.3744,False,top-3 avg score 0.3744 < final_threshold 0.6
XML,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5371; sequence_match=0.1176,False,0.3743,False,top-3 avg score 0.3743 < final_threshold 0.6
Purchase cost,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.4322; sequence_match=0.2581,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.6
Free,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.3649; sequence_match=0.2105,False,0.3733,False,top-3 avg score 0.3733 < final_threshold 0.6
CEL ASCII format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.0000; semantic=0.4337; sequence_match=0.1538,False,0.3731,False,top-3 avg score 0.3731 < final_threshold 0.6
Free,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.5061; sequence_match=0.1818,False,0.3722,False,top-3 avg score 0.3722 < final_threshold 0.6
Maintained,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1000; semantic=0.5212; sequence_match=0.1111,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.6
programming language,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5943; sequence_match=0.0870,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software developer role,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4356; sequence_match=0.1600,False,0.3718,False,top-3 avg score 0.3718 < final_threshold 0.6
software interface,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.1765; semantic=0.5513; sequence_match=0.1905,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
.csv,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5087; sequence_match=0.1333,False,0.3714,False,top-3 avg score 0.3714 < final_threshold 0.6
application programming interface,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4002; levenshtein=0.0968; semantic=0.5550; sequence_match=0.1579,False,0.371,False,top-3 avg score 0.3710 < final_threshold 0.6
GIF,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4797; sequence_match=0.1538,False,0.3705,False,top-3 avg score 0.3705 < final_threshold 0.6
web service,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.0690,False,0.3697,False,top-3 avg score 0.3697 < final_threshold 0.6
Free,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5160; sequence_match=0.1429,False,0.3696,False,top-3 avg score 0.3696 < final_threshold 0.6
software developer organization,License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4865; levenshtein=0.1034; semantic=0.5105; sequence_match=0.1111,False,0.3693,False,top-3 avg score 0.3693 < final_threshold 0.6
text editing,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5040; levenshtein=0.1500; semantic=0.4098; sequence_match=0.1935,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.6
GIF,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4757; sequence_match=0.1538,False,0.3691,False,top-3 avg score 0.3691 < final_threshold 0.6
PROcess,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.1333; semantic=0.4916; sequence_match=0.1818,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
Open source software license,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4844; levenshtein=0.1200; semantic=0.4442; sequence_match=0.1765,False,0.3684,False,top-3 avg score 0.3684 < final_threshold 0.6
text editing,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4606; levenshtein=0.0000; semantic=0.5482; sequence_match=0.0952,False,0.368,False,top-3 avg score 0.3680 < final_threshold 0.6
software developer role,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4468; levenshtein=0.0952; semantic=0.3989; sequence_match=0.2581,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
Source code available,XML Editing,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4860; levenshtein=0.1579; semantic=0.4598; sequence_match=0.1379,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
Maintained,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4254; sequence_match=0.2727,False,0.3679,False,top-3 avg score 0.3679 < final_threshold 0.6
function,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4722; sequence_match=0.2000,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.6
Development status,XML Editing,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4843; levenshtein=0.1765; semantic=0.4401; sequence_match=0.1481,False,0.367,False,top-3 avg score 0.3670 < final_threshold 0.6
data format specification,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4758; levenshtein=0.1304; semantic=0.4535; sequence_match=0.1714,False,0.3669,False,top-3 avg score 0.3669 < final_threshold 0.6
text editing,Development Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4626; levenshtein=0.2000; semantic=0.4379; sequence_match=0.1538,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
text editing,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3658; levenshtein=0.1579; semantic=0.5346; sequence_match=0.2000,False,0.3668,False,top-3 avg score 0.3668 < final_threshold 0.6
desktop graphical user interface,Cel File,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.4627; sequence_match=0.1111,False,0.3654,False,top-3 avg score 0.3654 < final_threshold 0.6
application programming interface,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3545; levenshtein=0.1290; semantic=0.5952; sequence_match=0.1463,False,0.3654,False,top-3 avg score 0.3654 < final_threshold 0.6
software developer role,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.1429; semantic=0.4605; sequence_match=0.2143,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
web service,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5758; sequence_match=0.1111,False,0.3651,False,top-3 avg score 0.3651 < final_threshold 0.6
file rendering,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4796; sequence_match=0.1905,False,0.3647,False,top-3 avg score 0.3647 < final_threshold 0.6
licence,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3095; levenshtein=0.2143; semantic=0.4987; sequence_match=0.2857,False,0.3646,False,top-3 avg score 0.3646 < final_threshold 0.6
software interface,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3725; levenshtein=0.0588; semantic=0.6252; sequence_match=0.0952,False,0.3643,False,top-3 avg score 0.3643 < final_threshold 0.6
licence,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.0000; semantic=0.5272; sequence_match=0.2353,False,0.3637,False,top-3 avg score 0.3637 < final_threshold 0.6
Free,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4827; sequence_match=0.1739,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
data item,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.1053; semantic=0.4686; sequence_match=0.2222,False,0.3636,False,top-3 avg score 0.3636 < final_threshold 0.6
CEL ASCII format,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.0714; semantic=0.4430; sequence_match=0.1429,False,0.3635,False,top-3 avg score 0.3635 < final_threshold 0.6
software developer role,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4474; levenshtein=0.0952; semantic=0.4266; sequence_match=0.2162,False,0.3634,False,top-3 avg score 0.3634 < final_threshold 0.6
Open source software license,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1200; semantic=0.4848; sequence_match=0.1714,False,0.3632,False,top-3 avg score 0.3632 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
plain text file format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
software developer organization,Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4293; levenshtein=0.1724; semantic=0.4835; sequence_match=0.0513,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.6
XML,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0000; semantic=0.5210; sequence_match=0.1000,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.6
software developer role,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.3777; sequence_match=0.1481,False,0.361,False,top-3 avg score 0.3610 < final_threshold 0.6
Source code available,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3858; levenshtein=0.1053; semantic=0.5296; sequence_match=0.1667,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.6
Development status,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.5525; sequence_match=0.1481,False,0.3606,False,top-3 avg score 0.3606 < final_threshold 0.6
text editing,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.4780; sequence_match=0.1905,False,0.3605,False,top-3 avg score 0.3605 < final_threshold 0.6
XML,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0667; semantic=0.5368; sequence_match=0.1111,False,0.3604,False,top-3 avg score 0.3604 < final_threshold 0.6
Open source software license,Cel File,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4105; levenshtein=0.2000; semantic=0.4205; sequence_match=0.2500,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.6
file rendering,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0000; semantic=0.5203; sequence_match=0.1176,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.6
Purchase cost,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4425; sequence_match=0.1818,False,0.36,False,top-3 avg score 0.3600 < final_threshold 0.6
Open source software license,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.4830; sequence_match=0.1212,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
web service,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4790; sequence_match=0.2000,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
plain text file format,Community Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5672; levenshtein=0.2000; semantic=0.3106; sequence_match=0.1538,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
data format specification,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4391; levenshtein=0.1739; semantic=0.4556; sequence_match=0.1818,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
software developer role,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4206; levenshtein=0.1905; semantic=0.3701; sequence_match=0.2857,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
software,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.0000; semantic=0.5570; sequence_match=0.1111,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
Source code available,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.0526; semantic=0.5274; sequence_match=0.1481,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
Maintained,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1765; semantic=0.4740; sequence_match=0.2222,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
Purchase cost,Algorithm Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4286; levenshtein=0.1429; semantic=0.4029; sequence_match=0.2424,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.6
Free,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5134; sequence_match=0.1176,False,0.3578,False,top-3 avg score 0.3578 < final_threshold 0.6
Maintained,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5642; sequence_match=0.1053,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
GIF,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.4413; sequence_match=0.1538,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
licence,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.5402; sequence_match=0.1176,False,0.3574,False,top-3 avg score 0.3574 < final_threshold 0.6
file rendering,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.0714; semantic=0.4761; sequence_match=0.1481,False,0.3572,False,top-3 avg score 0.3572 < final_threshold 0.6
function,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.5326; sequence_match=0.2222,False,0.3572,False,top-3 avg score 0.3572 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
XML,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4206; levenshtein=0.0476; semantic=0.5642; sequence_match=0.0833,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
Source code available,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3749; levenshtein=0.1053; semantic=0.4830; sequence_match=0.2069,False,0.3549,False,top-3 avg score 0.3549 < final_threshold 0.6
function,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5447; sequence_match=0.1111,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.6
software,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2944; levenshtein=0.2000; semantic=0.5073; sequence_match=0.2609,False,0.3542,False,top-3 avg score 0.3542 < final_threshold 0.6
data format specification,Cel File,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4086; levenshtein=0.1304; semantic=0.4526; sequence_match=0.2000,False,0.3537,False,top-3 avg score 0.3537 < final_threshold 0.6
Development status,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4714; sequence_match=0.1379,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
Purchase cost,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.0833; semantic=0.3655; sequence_match=0.2105,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
GIF,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.4960; sequence_match=0.1000,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.6
software developer organization,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4293; levenshtein=0.1034; semantic=0.4240; sequence_match=0.2051,False,0.3528,False,top-3 avg score 0.3528 < final_threshold 0.6
data format specification,Valid Input,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4391; levenshtein=0.1304; semantic=0.4885; sequence_match=0.1212,False,0.3527,False,top-3 avg score 0.3527 < final_threshold 0.6
plain text file format,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4148; levenshtein=0.1053; semantic=0.4606; sequence_match=0.1818,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.6
text editing,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4192; levenshtein=0.0909; semantic=0.5169; sequence_match=0.1176,False,0.3512,False,top-3 avg score 0.3512 < final_threshold 0.6
Development status,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4239; levenshtein=0.1765; semantic=0.3794; sequence_match=0.2500,False,0.3511,False,top-3 avg score 0.3511 < final_threshold 0.6
function,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.1333; semantic=0.4653; sequence_match=0.1739,False,0.351,False,top-3 avg score 0.3510 < final_threshold 0.6
Purchase cost,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4111; levenshtein=0.0833; semantic=0.3684; sequence_match=0.2727,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
.csv,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.0667; semantic=0.4726; sequence_match=0.1111,False,0.3501,False,top-3 avg score 0.3501 < final_threshold 0.6
Purchase cost,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.0667; semantic=0.3774; sequence_match=0.2222,False,0.3499,False,top-3 avg score 0.3499 < final_threshold 0.6
desktop graphical user interface,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4349; levenshtein=0.1379; semantic=0.4756; sequence_match=0.0571,False,0.3495,False,top-3 avg score 0.3495 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
text editing,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5372; sequence_match=0.1053,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
software interface,Capability,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.5467; sequence_match=0.0741,False,0.3485,False,top-3 avg score 0.3485 < final_threshold 0.6
CEL ASCII format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4932; sequence_match=0.1111,False,0.3483,False,top-3 avg score 0.3483 < final_threshold 0.6
software developer role,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4127; sequence_match=0.1379,False,0.3478,False,top-3 avg score 0.3478 < final_threshold 0.6
application programming interface,Cel File,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3973; levenshtein=0.1290; semantic=0.5168; sequence_match=0.1053,False,0.3477,False,top-3 avg score 0.3477 < final_threshold 0.6
CEL binary format,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4302; levenshtein=0.1333; semantic=0.4732; sequence_match=0.1379,False,0.3471,False,top-3 avg score 0.3471 < final_threshold 0.6
web service,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4927; sequence_match=0.1250,False,0.3467,False,top-3 avg score 0.3467 < final_threshold 0.6
PROcess,Community Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.1000; semantic=0.4751; sequence_match=0.1481,False,0.3461,False,top-3 avg score 0.3461 < final_threshold 0.6
function,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4690; sequence_match=0.1600,False,0.345,False,top-3 avg score 0.3450 < final_threshold 0.6
Maintained,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.1429; semantic=0.4713; sequence_match=0.1935,False,0.3449,False,top-3 avg score 0.3449 < final_threshold 0.6
PROcess,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.0000; semantic=0.5019; sequence_match=0.1176,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.6
GIF,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.4153; sequence_match=0.1429,False,0.3443,False,top-3 avg score 0.3443 < final_threshold 0.6
Development status,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4351; levenshtein=0.1429; semantic=0.4361; sequence_match=0.1579,False,0.343,False,top-3 avg score 0.3430 < final_threshold 0.6
data item,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4716; sequence_match=0.1333,False,0.3425,False,top-3 avg score 0.3425 < final_threshold 0.6
Purchase cost,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3877; sequence_match=0.1667,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
web service,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3810; levenshtein=0.1176; semantic=0.4963; sequence_match=0.1481,False,0.3418,False,top-3 avg score 0.3418 < final_threshold 0.6
plain text file format,Version,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4495; sequence_match=0.1538,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
CEL binary format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4809; sequence_match=0.1053,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
software developer organization,Valid Input,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4912; levenshtein=0.1379; semantic=0.3953; sequence_match=0.0513,False,0.3415,False,top-3 avg score 0.3415 < final_threshold 0.6
PROcess,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.2937; levenshtein=0.1429; semantic=0.5149; sequence_match=0.2143,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.6
data format specification,Requirement,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4240; levenshtein=0.1304; semantic=0.4682; sequence_match=0.0588,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.6
Open source software license,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4367; levenshtein=0.1200; semantic=0.3570; sequence_match=0.2286,False,0.3407,False,top-3 avg score 0.3407 < final_threshold 0.6
CEL binary format,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.3889; levenshtein=0.1333; semantic=0.3869; sequence_match=0.2400,False,0.3386,False,top-3 avg score 0.3386 < final_threshold 0.6
Not Free,Algorithm Modification,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4574; sequence_match=0.0714,False,0.3377,False,top-3 avg score 0.3377 < final_threshold 0.6
Purchase cost,Community Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4222; levenshtein=0.2000; semantic=0.3906; sequence_match=0.1875,False,0.3376,False,top-3 avg score 0.3376 < final_threshold 0.6
Maintained,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3000; levenshtein=0.1000; semantic=0.5112; sequence_match=0.2000,False,0.3371,False,top-3 avg score 0.3371 < final_threshold 0.6
software developer role,License,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.4551; sequence_match=0.1429,False,0.3369,False,top-3 avg score 0.3369 < final_threshold 0.6
text editing,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3720; levenshtein=0.0588; semantic=0.4929; sequence_match=0.1429,False,0.3359,False,top-3 avg score 0.3359 < final_threshold 0.6
Purchase cost,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.0000; semantic=0.3693; sequence_match=0.1818,False,0.3356,False,top-3 avg score 0.3356 < final_threshold 0.6
plain text file format,Requirement,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4392; levenshtein=0.2105; semantic=0.3569; sequence_match=0.2000,False,0.3355,False,top-3 avg score 0.3355 < final_threshold 0.6
