gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
software,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9333; levenshtein=0.6667; semantic=0.8048; sequence_match=0.8000,False,0.846,True,selected
plain text file format,Collaborator,jaro_winkler+sequence_match+semantic,jaro_winkler=0.4942; levenshtein=0.1579; semantic=0.3541; sequence_match=0.3871,False,0.4118,False,top-3 avg score 0.4118 < final_threshold 0.6
CEL binary format,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.4982; sequence_match=0.2500,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
desktop graphical user interface,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5043; levenshtein=0.1379; semantic=0.4743; sequence_match=0.2564,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
software interface,Algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.5752; sequence_match=0.1538,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
CEL ASCII format,Publication,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5693; levenshtein=0.1429; semantic=0.4252; sequence_match=0.2400,False,0.4115,False,top-3 avg score 0.4115 < final_threshold 0.6
text editing,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.4895; sequence_match=0.3478,False,0.4113,False,top-3 avg score 0.4113 < final_threshold 0.6
software,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1250; semantic=0.6504; sequence_match=0.1667,False,0.4112,False,top-3 avg score 0.4112 < final_threshold 0.6
PROcess,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5869; sequence_match=0.1818,False,0.411,False,top-3 avg score 0.4110 < final_threshold 0.6
text editing,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.5646; sequence_match=0.2000,False,0.4109,False,top-3 avg score 0.4109 < final_threshold 0.6
software developer organization,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4427; levenshtein=0.2069; semantic=0.4725; sequence_match=0.3158,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
Maintained,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.4523; sequence_match=0.3077,False,0.4103,False,top-3 avg score 0.4103 < final_threshold 0.6
data item,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1875; semantic=0.4806; sequence_match=0.2500,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.6
Source code available,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.1579; semantic=0.3985; sequence_match=0.3030,False,0.4097,False,top-3 avg score 0.4097 < final_threshold 0.6
software developer organization,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4090; levenshtein=0.2414; semantic=0.4692; sequence_match=0.3500,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.6
Source code available,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5059; levenshtein=0.2105; semantic=0.4551; sequence_match=0.2667,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.6
application programming interface,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5456; levenshtein=0.1613; semantic=0.4150; sequence_match=0.2667,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
function,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4122; sequence_match=0.3200,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
data item,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.2000; semantic=0.4550; sequence_match=0.2222,False,0.4091,False,top-3 avg score 0.4091 < final_threshold 0.6
Not Free,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.1765; semantic=0.4398; sequence_match=0.2500,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.6
file rendering,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4473; levenshtein=0.1429; semantic=0.4813; sequence_match=0.2963,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.6
Maintained,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5211; levenshtein=0.2105; semantic=0.4279; sequence_match=0.2759,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.6
algorithm,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4832; levenshtein=0.1765; semantic=0.4332; sequence_match=0.3077,False,0.408,False,top-3 avg score 0.4080 < final_threshold 0.6
CEL ASCII format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.2143; semantic=0.3897; sequence_match=0.2857,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.6
plain text file format,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5276; levenshtein=0.1053; semantic=0.3920; sequence_match=0.3030,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.6
plain text file format,License Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5649; levenshtein=0.2105; semantic=0.4466; sequence_match=0.1333,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.6
programming language,Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4591; levenshtein=0.2105; semantic=0.5514; sequence_match=0.1600,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
PROcess,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0833; semantic=0.4588; sequence_match=0.2105,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.6
programming language,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3985; levenshtein=0.1053; semantic=0.5914; sequence_match=0.2308,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.6
CEL ASCII format,Help Resource,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5873; levenshtein=0.2143; semantic=0.4189; sequence_match=0.1538,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
data format specification,Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5157; levenshtein=0.1304; semantic=0.4826; sequence_match=0.2222,False,0.4068,False,top-3 avg score 0.4068 < final_threshold 0.6
application programming interface,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5234; levenshtein=0.2258; semantic=0.4565; sequence_match=0.2400,False,0.4066,False,top-3 avg score 0.4066 < final_threshold 0.6
algorithm,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5079; sequence_match=0.2857,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
version number,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.6049; sequence_match=0.1905,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
file rendering,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5358; sequence_match=0.2727,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.6
desktop graphical user interface,Collaborator,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5642; levenshtein=0.1724; semantic=0.4816; sequence_match=0.1463,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.6
data item,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1667; semantic=0.4763; sequence_match=0.2000,False,0.406,False,top-3 avg score 0.4060 < final_threshold 0.6
Development status,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5064; levenshtein=0.1176; semantic=0.4708; sequence_match=0.2400,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
CEL binary format,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4185; sequence_match=0.3200,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.6
desktop graphical user interface,Format Category,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5400; levenshtein=0.2069; semantic=0.3970; sequence_match=0.2791,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.6
function,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.6372; sequence_match=0.1176,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
Not Free,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.4895; sequence_match=0.2857,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.6
text editing,Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.5331; sequence_match=0.2222,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.6
programming language,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4351; levenshtein=0.1053; semantic=0.5689; sequence_match=0.2069,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
data format specification,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1304; semantic=0.4568; sequence_match=0.2222,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
Purchase cost,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.0714; semantic=0.4246; sequence_match=0.2308,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.6
software developer role,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3671; levenshtein=0.1429; semantic=0.5895; sequence_match=0.2500,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.6
file rendering,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4936; levenshtein=0.0769; semantic=0.4725; sequence_match=0.2400,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
plain text file format,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5676; levenshtein=0.0526; semantic=0.3526; sequence_match=0.2857,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.6
software developer role,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4960; levenshtein=0.2381; semantic=0.4670; sequence_match=0.2424,False,0.4018,False,top-3 avg score 0.4018 < final_threshold 0.6
programming language,Publication,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1579; semantic=0.4954; sequence_match=0.2000,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.6
licence,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5082; sequence_match=0.2105,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
desktop graphical user interface,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1379; semantic=0.5746; sequence_match=0.1622,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.6
software developer organization,Algorithm Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5029; levenshtein=0.1379; semantic=0.4670; sequence_match=0.2326,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.6
software developer role,Collaboration,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5287; levenshtein=0.1905; semantic=0.4809; sequence_match=0.1176,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.6
PROcess,Tool Data Task Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5350; levenshtein=0.1765; semantic=0.4879; sequence_match=0.1667,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.6
PROcess,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4276; levenshtein=0.1250; semantic=0.5106; sequence_match=0.2609,False,0.3997,False,top-3 avg score 0.3997 < final_threshold 0.6
Purchase cost,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5278; levenshtein=0.2500; semantic=0.4205; sequence_match=0.2000,False,0.3994,False,top-3 avg score 0.3994 < final_threshold 0.6
plain text file format,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5750; levenshtein=0.1579; semantic=0.3591; sequence_match=0.2632,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.6
data format specification,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4735; levenshtein=0.0870; semantic=0.5326; sequence_match=0.1905,False,0.3988,False,top-3 avg score 0.3988 < final_threshold 0.6
Open source software license,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4754; levenshtein=0.2000; semantic=0.5208; sequence_match=0.0909,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.6
Open source software license,Tool Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5574; levenshtein=0.2000; semantic=0.4383; sequence_match=0.1667,False,0.3986,False,top-3 avg score 0.3986 < final_threshold 0.6
web service,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.6022; sequence_match=0.1429,False,0.3984,False,top-3 avg score 0.3984 < final_threshold 0.6
software developer organization,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1034; semantic=0.4910; sequence_match=0.1622,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
Source code available,Dataset,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4273; levenshtein=0.1579; semantic=0.6082; sequence_match=0.1538,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.6
CEL binary format,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4818; levenshtein=0.1333; semantic=0.4802; sequence_match=0.2308,False,0.3976,False,top-3 avg score 0.3976 < final_threshold 0.6
CEL binary format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.2000; semantic=0.3768; sequence_match=0.2727,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
Development status,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4650; levenshtein=0.1176; semantic=0.4325; sequence_match=0.2941,False,0.3972,False,top-3 avg score 0.3972 < final_threshold 0.6
plain text file format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4368; sequence_match=0.2143,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
Not Free,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5075; levenshtein=0.1667; semantic=0.4242; sequence_match=0.2581,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
programming language,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
function,License Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.4405; sequence_match=0.2105,False,0.3963,False,top-3 avg score 0.3963 < final_threshold 0.6
Source code available,Tool Data Task Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5458; levenshtein=0.2105; semantic=0.4319; sequence_match=0.1667,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.6
function,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.6038; sequence_match=0.3333,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
CEL binary format,Publication,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5582; levenshtein=0.2000; semantic=0.3973; sequence_match=0.2308,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
Open source software license,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5267; levenshtein=0.1200; semantic=0.4525; sequence_match=0.2069,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
data format specification,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4854; levenshtein=0.1739; semantic=0.4953; sequence_match=0.2051,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.6
software developer role,Format Category,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5675; levenshtein=0.2381; semantic=0.3796; sequence_match=0.2286,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.6
version number,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
application programming interface,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
Source code available,Publication,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4392; levenshtein=0.2105; semantic=0.5348; sequence_match=0.2000,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
web service,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.4863; sequence_match=0.2308,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.6
application programming interface,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3973; levenshtein=0.1290; semantic=0.5747; sequence_match=0.2105,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.6
software developer organization,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4956; levenshtein=0.1379; semantic=0.5200; sequence_match=0.1667,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
text editing,Version Feature Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1579; semantic=0.4722; sequence_match=0.2000,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
PROcess,Format Category,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5357; levenshtein=0.2143; semantic=0.4307; sequence_match=0.1905,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.6
CEL binary format,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.1250; semantic=0.3865; sequence_match=0.2581,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.6
Free,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.5341; sequence_match=0.1818,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.6
XML,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4747; levenshtein=0.0909; semantic=0.5612; sequence_match=0.1429,False,0.3929,False,top-3 avg score 0.3929 < final_threshold 0.6
software interface,Tool Data Task Usage,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4575; levenshtein=0.2353; semantic=0.4853; sequence_match=0.1765,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.6
version number,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4736; sequence_match=0.2400,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.6
function,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4494; sequence_match=0.2500,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.6
application programming interface,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5036; levenshtein=0.1935; semantic=0.4650; sequence_match=0.2083,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
CEL binary format,Tool Compatibility,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.1176; semantic=0.4433; sequence_match=0.2500,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Development status,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4926; sequence_match=0.2222,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
PROcess,Version Feature Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.2105; semantic=0.4415; sequence_match=0.3077,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
PROcess,Development Activity Level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4960; levenshtein=0.1250; semantic=0.4868; sequence_match=0.1935,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
function,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
algorithm,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.6139; sequence_match=0.1538,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
CEL ASCII format,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
web service,Dataset,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3286; levenshtein=0.1000; semantic=0.6102; sequence_match=0.2353,False,0.3914,False,top-3 avg score 0.3914 < final_threshold 0.6
text editing,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5937; sequence_match=0.1333,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5488; sequence_match=0.1667,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
version number,Algorithm Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5119; sequence_match=0.0741,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
XML,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5326; sequence_match=0.2105,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
application programming interface,Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5315; levenshtein=0.1290; semantic=0.5127; sequence_match=0.1081,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
PROcess,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5462; sequence_match=0.1905,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
Source code available,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5055; levenshtein=0.1053; semantic=0.5006; sequence_match=0.1667,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.6
GIF,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2000,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
XML,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5653; sequence_match=0.1333,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
software,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1875; semantic=0.5111; sequence_match=0.2500,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
Maintained,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0000; semantic=0.4752; sequence_match=0.1905,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
application programming interface,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4779; levenshtein=0.1613; semantic=0.5008; sequence_match=0.1905,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.6
.csv,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0000; semantic=0.5365; sequence_match=0.1538,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
text editing,Tool Data Task Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5162; levenshtein=0.1765; semantic=0.4745; sequence_match=0.1429,False,0.3891,False,top-3 avg score 0.3891 < final_threshold 0.6
Development status,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4262; levenshtein=0.1176; semantic=0.4733; sequence_match=0.2667,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
XML,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5346; sequence_match=0.1538,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
plain text file format,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4209; sequence_match=0.1935,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
Development status,Publication,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4661; levenshtein=0.1176; semantic=0.4837; sequence_match=0.2143,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.6
software developer organization,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.4957; sequence_match=0.1212,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
CEL ASCII format,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1765; semantic=0.4215; sequence_match=0.2581,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
Open source software license,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4075; sequence_match=0.2500,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
version number,Development Activity Level,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4672; levenshtein=0.1667; semantic=0.4777; sequence_match=0.2162,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.6
software interface,Tool Compatibility,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3961; levenshtein=0.0588; semantic=0.5296; sequence_match=0.2353,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.6
text editing,Collaboration,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3901; levenshtein=0.1538; semantic=0.5207; sequence_match=0.2500,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.6
Maintained,Tool Data Task Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4618; levenshtein=0.1765; semantic=0.4014; sequence_match=0.2963,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.6
licence,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
