role,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
property,has license,haslicense,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9318; sequence_match=1.0000,True,1.0000,True,selected
property,has version,hasversion,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=0.9590; sequence_match=1.0000,True,1.0000,True,selected
property,has release date,releasedate,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8074; levenshtein=0.7857; semantic=0.8953; sequence_match=0.8800,False,0.8609,True,selected
property,is developed by,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5513; levenshtein=0.1538; semantic=0.4526; sequence_match=0.2353,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.6
property,has release date,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.2143; semantic=0.4843; sequence_match=0.2609,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
property,uses software,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5722; levenshtein=0.0833; semantic=0.4842; sequence_match=0.1818,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.6
property,has download location,canexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.2105; semantic=0.5552; sequence_match=0.2143,False,0.4126,False,top-3 avg score 0.4126 < final_threshold 0.6
property,has download location,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5416; sequence_match=0.2308,False,0.4120,False,top-3 avg score 0.4120 < final_threshold 0.6
property,has format specification,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5962; levenshtein=0.1364; semantic=0.4520; sequence_match=0.1875,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,uses platform,haslicense,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5056; levenshtein=0.1667; semantic=0.5483; sequence_match=0.1818,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.6
property,implements,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5242; levenshtein=0.1818; semantic=0.5203; sequence_match=0.1905,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.6
property,has interface,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1333; semantic=0.4904; sequence_match=0.2222,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
property,has license,usewith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5345; sequence_match=0.2353,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.6
property,has specified data output,support,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5216; levenshtein=0.1818; semantic=0.5038; sequence_match=0.2069,False,0.4108,False,top-3 avg score 0.4108 < final_threshold 0.6
property,has input,exportsto,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5041; sequence_match=0.2353,False,0.4100,False,top-3 avg score 0.4100 < final_threshold 0.6
property,has specified data input,outputs,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4127; levenshtein=0.1429; semantic=0.5310; sequence_match=0.2857,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.6
property,has specified data input,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4993; levenshtein=0.1905; semantic=0.4793; sequence_match=0.2500,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
property,is developed by,hastype,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.4866; sequence_match=0.3000,False,0.4095,False,top-3 avg score 0.4095 < final_threshold 0.6
property,has documentation,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5223; levenshtein=0.1250; semantic=0.5574; sequence_match=0.1481,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.6
property,is software for,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.2308; semantic=0.4197; sequence_match=0.3333,False,0.4089,False,top-3 avg score 0.4089 < final_threshold 0.6
property,has support url,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5491; levenshtein=0.0769; semantic=0.4420; sequence_match=0.2353,False,0.4088,False,top-3 avg score 0.4088 < final_threshold 0.6
property,is developed by,hashomepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5464; levenshtein=0.1538; semantic=0.4288; sequence_match=0.2500,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.6
property,has documentation,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5569; sequence_match=0.1818,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.6
property,has download location,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5211; levenshtein=0.2105; semantic=0.4268; sequence_match=0.2759,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.6
property,uses platform,outputs,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5516; levenshtein=0.1667; semantic=0.4600; sequence_match=0.2105,False,0.4074,False,top-3 avg score 0.4074 < final_threshold 0.6
property,has support url,collaboratewith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4415; levenshtein=0.1333; semantic=0.4946; sequence_match=0.2857,False,0.4073,False,top-3 avg score 0.4073 < final_threshold 0.6
property,has website homepage,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1111; semantic=0.4516; sequence_match=0.3030,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.6
property,has specified data output,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1364; semantic=0.5003; sequence_match=0.2069,False,0.4070,False,top-3 avg score 0.4070 < final_threshold 0.6
property,has output,canprocess,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5764; sequence_match=0.2105,False,0.4067,False,top-3 avg score 0.4067 < final_threshold 0.6
property,implements,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5473; sequence_match=0.2500,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.6
property,has output,availableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.1818; semantic=0.5513; sequence_match=0.2000,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.6
property,has website homepage,develops,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5009; levenshtein=0.2222; semantic=0.4941; sequence_match=0.0769,False,0.4058,False,top-3 avg score 0.4058 < final_threshold 0.6
property,has specified data output,availableat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1818; semantic=0.4798; sequence_match=0.2424,False,0.4057,False,top-3 avg score 0.4057 < final_threshold 0.6
property,uses software,exportsto,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4259; levenshtein=0.2500; semantic=0.5406; sequence_match=0.1905,False,0.4055,False,top-3 avg score 0.4055 < final_threshold 0.6
property,has specified data input,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1429; semantic=0.4827; sequence_match=0.2143,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.6
property,implements,hasformat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.1000; semantic=0.5287; sequence_match=0.2105,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
property,has version,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5315; levenshtein=0.2000; semantic=0.4711; sequence_match=0.2105,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.6
property,has input,workswith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5694; levenshtein=0.1111; semantic=0.5249; sequence_match=0.1176,False,0.4040,False,top-3 avg score 0.4040 < final_threshold 0.6
property,has download location,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.1579; semantic=0.4579; sequence_match=0.2857,False,0.4040,False,top-3 avg score 0.4040 < final_threshold 0.6
property,uses software,hasname,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4484; levenshtein=0.2500; semantic=0.5125; sequence_match=0.2105,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.6
property,has specified data output,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5535; levenshtein=0.1364; semantic=0.4416; sequence_match=0.2143,False,0.4032,False,top-3 avg score 0.4032 < final_threshold 0.6
property,has specified data input,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1429; semantic=0.4294; sequence_match=0.2222,False,0.4029,False,top-3 avg score 0.4029 < final_threshold 0.6
property,has specified data output,providesediting,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5586; levenshtein=0.1818; semantic=0.4334; sequence_match=0.2162,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
property,has documentation,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3958; levenshtein=0.1250; semantic=0.5723; sequence_match=0.2400,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.6
property,has format specification,workswith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5354; levenshtein=0.2273; semantic=0.4431; sequence_match=0.1935,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
property,implements,hasinputformat,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4698; sequence_match=0.2500,False,0.4019,False,top-3 avg score 0.4019 < final_threshold 0.6
property,is developed by,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4531; sequence_match=0.2500,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.6
property,has website homepage,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5463; levenshtein=0.1111; semantic=0.4904; sequence_match=0.1667,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.6
property,has input,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.4762; sequence_match=0.2353,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.6
property,uses software,haslocation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.4584; sequence_match=0.2609,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.6
property,has interface,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5480; sequence_match=0.1905,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.6
property,has specified data input,usewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5175; levenshtein=0.1905; semantic=0.4918; sequence_match=0.0714,False,0.3999,False,top-3 avg score 0.3999 < final_threshold 0.6
property,implements,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5843; sequence_match=0.2105,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.6
property,has release date,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.5064; sequence_match=0.2000,False,0.3995,False,top-3 avg score 0.3995 < final_threshold 0.6
property,has version,canread,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.4968; sequence_match=0.2353,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.6
property,has release date,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4429; levenshtein=0.2000; semantic=0.4095; sequence_match=0.3448,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.6
property,has support url,releasedate,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4429; sequence_match=0.2500,False,0.3980,False,top-3 avg score 0.3980 < final_threshold 0.6
property,uses platform,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0833; semantic=0.5390; sequence_match=0.1905,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
property,has input,availableas,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.0909; semantic=0.5042; sequence_match=0.2105,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
property,uses software,outputs,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1667; semantic=0.5132; sequence_match=0.2105,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
property,has download location,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.3735; sequence_match=0.3077,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
property,is developed by,hasname,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.0769; semantic=0.5113; sequence_match=0.2000,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
property,has license,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5470; sequence_match=0.2105,False,0.3970,False,top-3 avg score 0.3970 < final_threshold 0.6
property,has format specification,availableat,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5505; levenshtein=0.2273; semantic=0.4119; sequence_match=0.1818,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
property,has format specification,releasedate,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4394; levenshtein=0.2273; semantic=0.4471; sequence_match=0.3030,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.6
property,has output,develops,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.5804; sequence_match=0.1176,False,0.3963,False,top-3 avg score 0.3963 < final_threshold 0.6
property,has output,createdby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4849; sequence_match=0.2222,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.6
property,has specified data output,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5131; levenshtein=0.1818; semantic=0.4248; sequence_match=0.2500,False,0.3960,False,top-3 avg score 0.3960 < final_threshold 0.6
property,has output,cangetfrom,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4741; levenshtein=0.2000; semantic=0.5031; sequence_match=0.2105,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.6
property,is software for,hasversion,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.4619; sequence_match=0.1739,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.6
property,has download location,develops,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4868; levenshtein=0.1579; semantic=0.4779; sequence_match=0.2222,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
property,has version,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.4479; sequence_match=0.2500,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.6
property,uses software,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.1667; semantic=0.5698; sequence_match=0.1905,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
property,uses software,collaboratewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5222; levenshtein=0.2000; semantic=0.4633; sequence_match=0.1481,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
property,uses software,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.5129; sequence_match=0.2222,False,0.3950,False,top-3 avg score 0.3950 < final_threshold 0.6
property,is software for,workswith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4174; levenshtein=0.0769; semantic=0.4937; sequence_match=0.2727,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.6
property,has specified data input,canexport,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1429; semantic=0.4518; sequence_match=0.2000,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
property,has interface,availableas,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4823; levenshtein=0.1667; semantic=0.5267; sequence_match=0.1739,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
property,has documentation,outputs,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4405; levenshtein=0.1875; semantic=0.5549; sequence_match=0.0870,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
property,uses platform,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1667; semantic=0.4605; sequence_match=0.2222,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.6
property,has documentation,isfree,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.5143; sequence_match=0.1818,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.6
property,has license,cangetfrom,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5142; sequence_match=0.2000,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.6
property,implements,hasversion,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5567; sequence_match=0.2000,False,0.3930,False,top-3 avg score 0.3930 < final_threshold 0.6
property,has format specification,cangetfrom,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1818; semantic=0.3969; sequence_match=0.2500,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
property,implements,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4481; levenshtein=0.1000; semantic=0.5171; sequence_match=0.2105,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
property,has interface,createdby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.4731; sequence_match=0.2857,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
property,is developed by,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.0769; semantic=0.4682; sequence_match=0.2105,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.6
property,has support url,isfoss,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4968; sequence_match=0.2105,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
property,has output,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4870; levenshtein=0.1333; semantic=0.5180; sequence_match=0.1667,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
property,has version,ispublished,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.0909; semantic=0.5672; sequence_match=0.1905,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
property,has format specification,canread,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5011; levenshtein=0.1818; semantic=0.4596; sequence_match=0.2069,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.6
property,has specified data input,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4865; sequence_match=0.1600,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
property,has output,availableas,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0909; semantic=0.5655; sequence_match=0.2000,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
property,is software for,usewith,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4597; levenshtein=0.1538; semantic=0.5060; sequence_match=0.2000,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.6
property,has specified data output,uses,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5177; levenshtein=0.0909; semantic=0.4933; sequence_match=0.1538,False,0.3883,False,top-3 avg score 0.3883 < final_threshold 0.6
property,uses platform,developed,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.1667; semantic=0.4644; sequence_match=0.1905,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
property,has version,isinputfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.4413; sequence_match=0.3000,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
property,has input,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5384; sequence_match=0.1667,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
property,has specified data output,usewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5139; levenshtein=0.1818; semantic=0.4677; sequence_match=0.0690,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
property,has support url,isfree,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.4564; sequence_match=0.2105,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
property,has license,isinputfor,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.0000; semantic=0.4402; sequence_match=0.3000,False,0.3875,False,top-3 avg score 0.3875 < final_threshold 0.6
property,has input,runson,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3611; levenshtein=0.1250; semantic=0.5145; sequence_match=0.2857,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.6
property,has specified data input,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5357; levenshtein=0.0952; semantic=0.4770; sequence_match=0.1481,False,0.3870,False,top-3 avg score 0.3870 < final_threshold 0.6
property,has output,collaboratewith,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4870; levenshtein=0.2667; semantic=0.4066; sequence_match=0.0833,False,0.3868,False,top-3 avg score 0.3868 < final_threshold 0.6
property,has output,uses,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.5517; sequence_match=0.1538,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.6
property,uses platform,hasname,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5000; sequence_match=0.2105,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
property,has specified data output,isfoss,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5328; levenshtein=0.1364; semantic=0.4821; sequence_match=0.1429,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
property,uses platform,availableat,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3965; levenshtein=0.1667; semantic=0.5004; sequence_match=0.2609,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
property,has specified data input,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1905; semantic=0.4242; sequence_match=0.2000,False,0.3851,False,top-3 avg score 0.3851 < final_threshold 0.6
property,has release date,usewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.4313; sequence_match=0.2857,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,is developed by,hasvalidinput,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.3995; sequence_match=0.2308,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
property,has website homepage,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.1667; semantic=0.4108; sequence_match=0.2143,False,0.3837,False,top-3 avg score 0.3837 < final_threshold 0.6
property,uses software,createdby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.4971; sequence_match=0.1905,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.6
property,has format specification,outputs,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4177; levenshtein=0.1818; semantic=0.5246; sequence_match=0.2069,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.6
property,is software for,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4393; levenshtein=0.0667; semantic=0.4949; sequence_match=0.2143,False,0.3828,False,top-3 avg score 0.3828 < final_threshold 0.6
property,uses platform,canprocess,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.0833; semantic=0.4606; sequence_match=0.1818,False,0.3826,False,top-3 avg score 0.3826 < final_threshold 0.6
property,has website homepage,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4513; sequence_match=0.2222,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
property,has website homepage,isinputfor,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4574; levenshtein=0.1667; semantic=0.4012; sequence_match=0.2857,False,0.3814,False,top-3 avg score 0.3814 < final_threshold 0.6
property,implements,hasexport,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4973; sequence_match=0.2105,False,0.3804,False,top-3 avg score 0.3804 < final_threshold 0.6
property,is software for,haslocation,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5464; levenshtein=0.2308; semantic=0.3640; sequence_match=0.1667,False,0.3804,False,top-3 avg score 0.3804 < final_threshold 0.6
property,has specified data input,developed,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4616; levenshtein=0.1429; semantic=0.4786; sequence_match=0.2000,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.6
property,has specified data output,createdby,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.4103; sequence_match=0.1935,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.6
property,uses platform,providesediting,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4669; sequence_match=0.2222,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.6
property,is software for,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4957; levenshtein=0.0769; semantic=0.4323; sequence_match=0.2105,False,0.3795,False,top-3 avg score 0.3795 < final_threshold 0.6
property,has support url,outputs,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4597; levenshtein=0.2308; semantic=0.4473; sequence_match=0.1000,False,0.3793,False,top-3 avg score 0.3793 < final_threshold 0.6
property,has specified data input,collaboratewith,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4571; levenshtein=0.0952; semantic=0.4019; sequence_match=0.2778,False,0.3789,False,top-3 avg score 0.3789 < final_threshold 0.6
property,is software for,haslicense,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.4760; sequence_match=0.2609,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.6
property,implements,createdby,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4913; sequence_match=0.2105,False,0.3784,False,top-3 avg score 0.3784 < final_threshold 0.6
property,has support url,runson,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.4578; sequence_match=0.2105,False,0.3781,False,top-3 avg score 0.3781 < final_threshold 0.6
property,has release date,exportsto,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.4663; sequence_match=0.1739,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.6
property,is software for,cangetfrom,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.4067; sequence_match=0.0870,False,0.3774,False,top-3 avg score 0.3774 < final_threshold 0.6
property,has license,support,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.5997; sequence_match=0.1176,False,0.3772,False,top-3 avg score 0.3772 < final_threshold 0.6
