gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Free,Free,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Not Free,Non-Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.9238; levenshtein=0.8571; semantic=0.9493; sequence_match=0.8571,False,0.9101,True,selected
data format specification,Homepage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4808; levenshtein=0.1739; semantic=0.4351; sequence_match=0.1290,False,0.3633,False,top-3 avg score 0.3633 < final_threshold 0.6
software developer role,Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5198; levenshtein=0.0952; semantic=0.4737; sequence_match=0.0800,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.6
PROcess,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.6273; sequence_match=0.1250,False,0.3628,False,top-3 avg score 0.3628 < final_threshold 0.6
plain text file format,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4942; levenshtein=0.1053; semantic=0.4646; sequence_match=0.1290,False,0.3626,False,top-3 avg score 0.3626 < final_threshold 0.6
plain text file format,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.1579; semantic=0.4257; sequence_match=0.1818,False,0.3625,False,top-3 avg score 0.3625 < final_threshold 0.6
software developer organization,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5067; levenshtein=0.0690; semantic=0.5110; sequence_match=0.0606,False,0.3622,False,top-3 avg score 0.3622 < final_threshold 0.6
Maintained,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.3736; sequence_match=0.2609,False,0.3619,False,top-3 avg score 0.3619 < final_threshold 0.6
XML,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0000; semantic=0.5210; sequence_match=0.1000,False,0.3617,False,top-3 avg score 0.3617 < final_threshold 0.6
data item,Software License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4222; levenshtein=0.2667; semantic=0.3951; sequence_match=0.2609,False,0.3613,False,top-3 avg score 0.3613 < final_threshold 0.6
application programming interface,CSV Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4534; levenshtein=0.1613; semantic=0.4687; sequence_match=0.1500,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.6
desktop graphical user interface,Community,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4427; levenshtein=0.1379; semantic=0.5027; sequence_match=0.0526,False,0.3611,False,top-3 avg score 0.3611 < final_threshold 0.6
software developer organization,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4427; levenshtein=0.1724; semantic=0.3763; sequence_match=0.2632,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.6
Source code available,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3858; levenshtein=0.1053; semantic=0.5296; sequence_match=0.1667,False,0.3607,False,top-3 avg score 0.3607 < final_threshold 0.6
CEL ASCII format,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.0000; semantic=0.4347; sequence_match=0.1818,False,0.3603,False,top-3 avg score 0.3603 < final_threshold 0.6
plain text file format,Data Tool Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4928; levenshtein=0.2105; semantic=0.3773; sequence_match=0.1250,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.6
.csv,Pricing Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4750; sequence_match=0.1333,False,0.3602,False,top-3 avg score 0.3602 < final_threshold 0.6
file rendering,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0000; semantic=0.5203; sequence_match=0.1176,False,0.3601,False,top-3 avg score 0.3601 < final_threshold 0.6
Maintained,CSV Format,semantic+sequence_match+jaro_winkler,jaro_winkler=0.3074; levenshtein=0.0000; semantic=0.4567; sequence_match=0.3158,False,0.3599,False,top-3 avg score 0.3599 < final_threshold 0.6
GIF,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4402; levenshtein=0.1538; semantic=0.3891; sequence_match=0.2500,False,0.3598,False,top-3 avg score 0.3598 < final_threshold 0.6
data item,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.0000; semantic=0.4307; sequence_match=0.2105,False,0.3598,False,top-3 avg score 0.3598 < final_threshold 0.6
Open source software license,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4750; levenshtein=0.1200; semantic=0.4830; sequence_match=0.1212,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
XML,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.5150; sequence_match=0.1000,False,0.3597,False,top-3 avg score 0.3597 < final_threshold 0.6
Source code available,Valid Input Specification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4230; levenshtein=0.1304; semantic=0.4643; sequence_match=0.1905,False,0.3593,False,top-3 avg score 0.3593 < final_threshold 0.6
data item,Pricing Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.4470; sequence_match=0.2000,False,0.3592,False,top-3 avg score 0.3592 < final_threshold 0.6
data format specification,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4391; levenshtein=0.1739; semantic=0.4556; sequence_match=0.1818,False,0.3588,False,top-3 avg score 0.3588 < final_threshold 0.6
Purchase cost,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5470; levenshtein=0.1538; semantic=0.2888; sequence_match=0.2400,False,0.3586,False,top-3 avg score 0.3586 < final_threshold 0.6
Source code available,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3999; levenshtein=0.0526; semantic=0.5274; sequence_match=0.1481,False,0.3585,False,top-3 avg score 0.3585 < final_threshold 0.6
software developer role,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5404; levenshtein=0.1429; semantic=0.2989; sequence_match=0.2353,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
Maintained,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1765; semantic=0.4740; sequence_match=0.2222,False,0.3582,False,top-3 avg score 0.3582 < final_threshold 0.6
GIF,Open Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.4882; sequence_match=0.1176,False,0.358,False,top-3 avg score 0.3580 < final_threshold 0.6
Maintained,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5642; sequence_match=0.1053,False,0.3577,False,top-3 avg score 0.3577 < final_threshold 0.6
plain text file format,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4537; levenshtein=0.1579; semantic=0.4156; sequence_match=0.2000,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.6
Source code available,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4342; levenshtein=0.0526; semantic=0.5472; sequence_match=0.0870,False,0.3561,False,top-3 avg score 0.3561 < final_threshold 0.6
licence,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4603; levenshtein=0.0476; semantic=0.4641; sequence_match=0.1429,False,0.3558,False,top-3 avg score 0.3558 < final_threshold 0.6
web service,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.1538; semantic=0.4062; sequence_match=0.1739,False,0.3553,False,top-3 avg score 0.3553 < final_threshold 0.6
Not Free,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4067; levenshtein=0.1250; semantic=0.4649; sequence_match=0.1935,False,0.3551,False,top-3 avg score 0.3551 < final_threshold 0.6
function,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4083; levenshtein=0.1000; semantic=0.5447; sequence_match=0.1111,False,0.3547,False,top-3 avg score 0.3547 < final_threshold 0.6
GIF,Proprietary Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4603; levenshtein=0.0952; semantic=0.4365; sequence_match=0.1667,False,0.3545,False,top-3 avg score 0.3545 < final_threshold 0.6
Free,Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4937; sequence_match=0.1250,False,0.3544,False,top-3 avg score 0.3544 < final_threshold 0.6
application programming interface,TXT Format,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4389; levenshtein=0.1613; semantic=0.4626; sequence_match=0.1000,False,0.3543,False,top-3 avg score 0.3543 < final_threshold 0.6
CEL ASCII format,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4579; levenshtein=0.1429; semantic=0.3732; sequence_match=0.2308,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
CEL binary format,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4611; levenshtein=0.0667; semantic=0.4269; sequence_match=0.1739,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
software,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.4472; sequence_match=0.1905,False,0.354,False,top-3 avg score 0.3540 < final_threshold 0.6
data item,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1176; semantic=0.4148; sequence_match=0.2400,False,0.3536,False,top-3 avg score 0.3536 < final_threshold 0.6
Development status,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4714; sequence_match=0.1379,False,0.3534,False,top-3 avg score 0.3534 < final_threshold 0.6
GIF,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.0588; semantic=0.4960; sequence_match=0.1000,False,0.3533,False,top-3 avg score 0.3533 < final_threshold 0.6
Open source software license,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.1600; semantic=0.4028; sequence_match=0.1818,False,0.3532,False,top-3 avg score 0.3532 < final_threshold 0.6
Development status,Non-Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4356; levenshtein=0.1176; semantic=0.4557; sequence_match=0.1667,False,0.3526,False,top-3 avg score 0.3526 < final_threshold 0.6
Open source software license,Data Tool Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5201; levenshtein=0.1600; semantic=0.3771; sequence_match=0.1053,False,0.3524,False,top-3 avg score 0.3524 < final_threshold 0.6
data item,CEL File Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.4017; sequence_match=0.1905,False,0.3522,False,top-3 avg score 0.3522 < final_threshold 0.6
web service,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4037; levenshtein=0.1000; semantic=0.5465; sequence_match=0.1053,False,0.3518,False,top-3 avg score 0.3518 < final_threshold 0.6
function,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.0769; semantic=0.3452; sequence_match=0.1905,False,0.3516,False,top-3 avg score 0.3516 < final_threshold 0.6
Open source software license,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4813; levenshtein=0.1200; semantic=0.4100; sequence_match=0.1633,False,0.3515,False,top-3 avg score 0.3515 < final_threshold 0.6
software developer role,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4183; levenshtein=0.1905; semantic=0.3936; sequence_match=0.2424,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.6
programming language,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.1053; semantic=0.5264; sequence_match=0.1429,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.6
Purchase cost,Web Service,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4111; levenshtein=0.0833; semantic=0.3684; sequence_match=0.2727,False,0.3507,False,top-3 avg score 0.3507 < final_threshold 0.6
PROcess,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.0870; semantic=0.4182; sequence_match=0.1333,False,0.35,False,top-3 avg score 0.3500 < final_threshold 0.6
software developer organization,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4579; levenshtein=0.1034; semantic=0.3963; sequence_match=0.1951,False,0.3498,False,top-3 avg score 0.3498 < final_threshold 0.6
data format specification,Collaborator,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4114; levenshtein=0.2174; semantic=0.4093; sequence_match=0.2286,False,0.3497,False,top-3 avg score 0.3497 < final_threshold 0.6
Purchase cost,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0000; semantic=0.4318; sequence_match=0.1905,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
data item,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.4232; sequence_match=0.1667,False,0.3494,False,top-3 avg score 0.3494 < final_threshold 0.6
text editing,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.5372; sequence_match=0.1053,False,0.3493,False,top-3 avg score 0.3493 < final_threshold 0.6
CEL ASCII format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.4932; sequence_match=0.1111,False,0.3483,False,top-3 avg score 0.3483 < final_threshold 0.6
software developer role,Platform,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4877; levenshtein=0.1429; semantic=0.4127; sequence_match=0.1379,False,0.3478,False,top-3 avg score 0.3478 < final_threshold 0.6
data format specification,Non-Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4984; levenshtein=0.1304; semantic=0.4114; sequence_match=0.1333,False,0.3477,False,top-3 avg score 0.3477 < final_threshold 0.6
data item,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3241; levenshtein=0.0000; semantic=0.4816; sequence_match=0.2353,False,0.347,False,top-3 avg score 0.3470 < final_threshold 0.6
Purchase cost,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4352; levenshtein=0.0556; semantic=0.4042; sequence_match=0.2000,False,0.3464,False,top-3 avg score 0.3464 < final_threshold 0.6
Development status,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.0588; semantic=0.3799; sequence_match=0.2069,False,0.3459,False,top-3 avg score 0.3459 < final_threshold 0.6
CEL binary format,Software License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4222; levenshtein=0.0667; semantic=0.4131; sequence_match=0.2000,False,0.3451,False,top-3 avg score 0.3451 < final_threshold 0.6
Maintained,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3698; levenshtein=0.1429; semantic=0.4713; sequence_match=0.1935,False,0.3449,False,top-3 avg score 0.3449 < final_threshold 0.6
Maintained,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.0833; semantic=0.4471; sequence_match=0.1818,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.6
GIF,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.4485; sequence_match=0.1176,False,0.3448,False,top-3 avg score 0.3448 < final_threshold 0.6
function,Proprietary Development,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3927; levenshtein=0.1364; semantic=0.5051; sequence_match=0.1333,False,0.3447,False,top-3 avg score 0.3447 < final_threshold 0.6
text editing,CEL File Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4738; levenshtein=0.1538; semantic=0.4063; sequence_match=0.0833,False,0.3446,False,top-3 avg score 0.3446 < final_threshold 0.6
Not Free,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5197; levenshtein=0.1304; semantic=0.3804; sequence_match=0.1333,False,0.3445,False,top-3 avg score 0.3445 < final_threshold 0.6
CEL ASCII format,Software Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4524; levenshtein=0.0714; semantic=0.4354; sequence_match=0.1429,False,0.3436,False,top-3 avg score 0.3436 < final_threshold 0.6
PROcess,CEL File Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4799; levenshtein=0.0769; semantic=0.3488; sequence_match=0.2000,False,0.3429,False,top-3 avg score 0.3429 < final_threshold 0.6
GIF,Actively Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.0556; semantic=0.4694; sequence_match=0.0952,False,0.3425,False,top-3 avg score 0.3425 < final_threshold 0.6
data item,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4226; levenshtein=0.1250; semantic=0.4716; sequence_match=0.1333,False,0.3425,False,top-3 avg score 0.3425 < final_threshold 0.6
Maintained,Tool Version Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1765; semantic=0.4259; sequence_match=0.2222,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
Purchase cost,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.3877; sequence_match=0.1667,False,0.3422,False,top-3 avg score 0.3422 < final_threshold 0.6
plain text file format,Version,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4177; levenshtein=0.1579; semantic=0.4495; sequence_match=0.1538,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
CEL binary format,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4389; levenshtein=0.0667; semantic=0.4809; sequence_match=0.1053,False,0.3417,False,top-3 avg score 0.3417 < final_threshold 0.6
text editing,Algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3013; levenshtein=0.1818; semantic=0.5236; sequence_match=0.2000,False,0.3416,False,top-3 avg score 0.3416 < final_threshold 0.6
GIF,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.4187; sequence_match=0.1333,False,0.3414,False,top-3 avg score 0.3414 < final_threshold 0.6
Open source software license,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4333; levenshtein=0.1200; semantic=0.4183; sequence_match=0.1714,False,0.341,False,top-3 avg score 0.3410 < final_threshold 0.6
Purchase cost,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4750; levenshtein=0.1250; semantic=0.3810; sequence_match=0.1667,False,0.3409,False,top-3 avg score 0.3409 < final_threshold 0.6
PROcess,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4067; levenshtein=0.0833; semantic=0.4860; sequence_match=0.1290,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.6
data item,Proprietary Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3939; levenshtein=0.1818; semantic=0.4277; sequence_match=0.2000,False,0.3406,False,top-3 avg score 0.3406 < final_threshold 0.6
data item,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4197; sequence_match=0.1818,False,0.3401,False,top-3 avg score 0.3401 < final_threshold 0.6
data item,Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0000; semantic=0.4365; sequence_match=0.2500,False,0.34,False,top-3 avg score 0.3400 < final_threshold 0.6
XML,Actively Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4259; levenshtein=0.0556; semantic=0.4972; sequence_match=0.0952,False,0.3395,False,top-3 avg score 0.3395 < final_threshold 0.6
CEL ASCII format,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4473; levenshtein=0.0714; semantic=0.4226; sequence_match=0.1481,False,0.3393,False,top-3 avg score 0.3393 < final_threshold 0.6
web service,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3556; levenshtein=0.1250; semantic=0.4856; sequence_match=0.1765,False,0.3392,False,top-3 avg score 0.3392 < final_threshold 0.6
software developer role,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3984; levenshtein=0.0952; semantic=0.4468; sequence_match=0.1714,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.6
licence,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4180; levenshtein=0.0000; semantic=0.4736; sequence_match=0.1250,False,0.3389,False,top-3 avg score 0.3389 < final_threshold 0.6
.csv,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4653; levenshtein=0.0625; semantic=0.4459; sequence_match=0.1053,False,0.3388,False,top-3 avg score 0.3388 < final_threshold 0.6
Open source software license,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4519; levenshtein=0.1200; semantic=0.3872; sequence_match=0.1765,False,0.3385,False,top-3 avg score 0.3385 < final_threshold 0.6
text editing,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4557; levenshtein=0.1250; semantic=0.4116; sequence_match=0.1481,False,0.3385,False,top-3 avg score 0.3385 < final_threshold 0.6
Maintained,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3937; levenshtein=0.0714; semantic=0.4548; sequence_match=0.1667,False,0.3384,False,top-3 avg score 0.3384 < final_threshold 0.6
programming language,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4258; levenshtein=0.1053; semantic=0.4636; sequence_match=0.1250,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.6
CEL ASCII format,Non-Free,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.4348; sequence_match=0.0952,False,0.3381,False,top-3 avg score 0.3381 < final_threshold 0.6
Maintained,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3000; levenshtein=0.1000; semantic=0.5112; sequence_match=0.2000,False,0.3371,False,top-3 avg score 0.3371 < final_threshold 0.6
programming language,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3850; levenshtein=0.1053; semantic=0.4834; sequence_match=0.1429,False,0.3371,False,top-3 avg score 0.3371 < final_threshold 0.6
plain text file format,Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4342; levenshtein=0.1053; semantic=0.4030; sequence_match=0.1739,False,0.337,False,top-3 avg score 0.3370 < final_threshold 0.6
Purchase cost,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.1250; semantic=0.3512; sequence_match=0.2143,False,0.3367,False,top-3 avg score 0.3367 < final_threshold 0.6
software developer role,Community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4392; levenshtein=0.0476; semantic=0.4373; sequence_match=0.1333,False,0.3366,False,top-3 avg score 0.3366 < final_threshold 0.6
Free,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.4277; sequence_match=0.1333,False,0.336,False,top-3 avg score 0.3360 < final_threshold 0.6
web service,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4391; levenshtein=0.1739; semantic=0.3867; sequence_match=0.1818,False,0.3359,False,top-3 avg score 0.3359 < final_threshold 0.6
Open source software license,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4300; levenshtein=0.0800; semantic=0.4383; sequence_match=0.1379,False,0.3354,False,top-3 avg score 0.3354 < final_threshold 0.6
application programming interface,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.3548; levenshtein=0.0645; semantic=0.5836; sequence_match=0.0571,False,0.3343,False,top-3 avg score 0.3343 < final_threshold 0.6
XML,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0417; semantic=0.4701; sequence_match=0.0741,False,0.3342,False,top-3 avg score 0.3342 < final_threshold 0.6
Open source software license,Task,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4300; levenshtein=0.1200; semantic=0.4520; sequence_match=0.0690,False,0.334,False,top-3 avg score 0.3340 < final_threshold 0.6
GIF,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.3960; sequence_match=0.1333,False,0.3339,False,top-3 avg score 0.3339 < final_threshold 0.6
PROcess,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3175; levenshtein=0.0833; semantic=0.4724; sequence_match=0.2105,False,0.3335,False,top-3 avg score 0.3335 < final_threshold 0.6
Maintained,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3944; levenshtein=0.0000; semantic=0.5146; sequence_match=0.0909,False,0.3333,False,top-3 avg score 0.3333 < final_threshold 0.6
software developer role,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4585; levenshtein=0.0435; semantic=0.3593; sequence_match=0.1818,False,0.3332,False,top-3 avg score 0.3332 < final_threshold 0.6
data item,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3167; levenshtein=0.1000; semantic=0.4595; sequence_match=0.2222,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
web service,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4000; levenshtein=0.0000; semantic=0.4984; sequence_match=0.1000,False,0.3328,False,top-3 avg score 0.3328 < final_threshold 0.6
CEL ASCII format,Free,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.4142; sequence_match=0.1111,False,0.3325,False,top-3 avg score 0.3325 < final_threshold 0.6
Not Free,Data Tool Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3132; levenshtein=0.1538; semantic=0.4838; sequence_match=0.2000,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
programming language,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4451; levenshtein=0.1053; semantic=0.4408; sequence_match=0.1111,False,0.3323,False,top-3 avg score 0.3323 < final_threshold 0.6
licence,Export Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3036; levenshtein=0.0625; semantic=0.5183; sequence_match=0.1739,False,0.3319,False,top-3 avg score 0.3319 < final_threshold 0.6
Free,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.0417; semantic=0.4921; sequence_match=0.0714,False,0.3314,False,top-3 avg score 0.3314 < final_threshold 0.6
XML,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4589; levenshtein=0.0435; semantic=0.4579; sequence_match=0.0769,False,0.3313,False,top-3 avg score 0.3313 < final_threshold 0.6
text editing,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4007; levenshtein=0.0000; semantic=0.4922; sequence_match=0.1000,False,0.3309,False,top-3 avg score 0.3309 < final_threshold 0.6
.csv,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.0417; semantic=0.4588; sequence_match=0.0741,False,0.3304,False,top-3 avg score 0.3304 < final_threshold 0.6
