prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has license,has license,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has version,has version,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,implements,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.9185; levenshtein=0.6923; semantic=0.8329; sequence_match=0.7826,False,0.8446,True,selected
ObjectProperty,has specified data input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.5269; levenshtein=0.1429; semantic=0.5652; sequence_match=0.0588,False,0.4116,False,top-3 avg score 0.4116 < final_threshold 0.7
ObjectProperty,is developed by,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5094; levenshtein=0.1333; semantic=0.4367; sequence_match=0.2857,False,0.4106,False,top-3 avg score 0.4106 < final_threshold 0.7
ObjectProperty,is encoded in,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4904; levenshtein=0.1667; semantic=0.4799; sequence_match=0.2609,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
ObjectProperty,has output,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5214; levenshtein=0.0769; semantic=0.4365; sequence_match=0.2727,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.7
ObjectProperty,has declared status,is implementation of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5050; levenshtein=0.2222; semantic=0.3809; sequence_match=0.3429,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,uses software,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5427; levenshtein=0.0769; semantic=0.4459; sequence_match=0.2400,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,is encoded in,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4949; levenshtein=0.1818; semantic=0.4909; sequence_match=0.2424,False,0.4094,False,top-3 avg score 0.4094 < final_threshold 0.7
ObjectProperty,has input,is version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4717; sequence_match=0.3158,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,has function,is software type of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5223; levenshtein=0.2500; semantic=0.4527; sequence_match=0.1481,False,0.4084,False,top-3 avg score 0.4084 < final_threshold 0.7
ObjectProperty,has format specification,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5358; levenshtein=0.1818; semantic=0.4107; sequence_match=0.2778,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,is developed by,has capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5231; levenshtein=0.0769; semantic=0.4699; sequence_match=0.2308,False,0.4079,False,top-3 avg score 0.4079 < final_threshold 0.7
ObjectProperty,has specified data input,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1905; semantic=0.4922; sequence_match=0.2424,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.7
ObjectProperty,uses platform,is output worked with by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4889; levenshtein=0.2000; semantic=0.4163; sequence_match=0.3125,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.7
ObjectProperty,uses platform,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5131; sequence_match=0.2400,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,has version,is capability of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4786; levenshtein=0.2143; semantic=0.4872; sequence_match=0.2500,False,0.4052,False,top-3 avg score 0.4052 < final_threshold 0.7
ObjectProperty,has interface,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.4925; sequence_match=0.1667,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has input,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.1818; semantic=0.5268; sequence_match=0.2105,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,has function,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.0769; semantic=0.4626; sequence_match=0.2500,False,0.4046,False,top-3 avg score 0.4046 < final_threshold 0.7
ObjectProperty,has license,is performed by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4661; sequence_match=0.2609,False,0.4043,False,top-3 avg score 0.4043 < final_threshold 0.7
ObjectProperty,is encoded in,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5030; levenshtein=0.1818; semantic=0.4364; sequence_match=0.2727,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,has license,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.2143; semantic=0.4751; sequence_match=0.2500,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.7
ObjectProperty,uses software,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5556; levenshtein=0.0833; semantic=0.4884; sequence_match=0.1667,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.7
ObjectProperty,has specified data input,is output worked with by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4687; levenshtein=0.0952; semantic=0.4954; sequence_match=0.2439,False,0.4027,False,top-3 avg score 0.4027 < final_threshold 0.7
ObjectProperty,implements,has input format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.4718; sequence_match=0.2500,False,0.4025,False,top-3 avg score 0.4025 < final_threshold 0.7
ObjectProperty,has specified data input,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5526; levenshtein=0.1905; semantic=0.3840; sequence_match=0.2703,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,has format specification,is output worked with by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5462; levenshtein=0.1364; semantic=0.4678; sequence_match=0.1905,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,has clause,version has export format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4609; levenshtein=0.1364; semantic=0.4846; sequence_match=0.2581,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,has version,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5444; levenshtein=0.1333; semantic=0.4188; sequence_match=0.2400,False,0.4011,False,top-3 avg score 0.4011 < final_threshold 0.7
ObjectProperty,has input,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.0000; semantic=0.4768; sequence_match=0.2353,False,0.4009,False,top-3 avg score 0.4009 < final_threshold 0.7
ObjectProperty,has interface,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1875; semantic=0.4740; sequence_match=0.2143,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,uses software,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5308; levenshtein=0.1875; semantic=0.3853; sequence_match=0.2857,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,implements,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4857; levenshtein=0.0714; semantic=0.4659; sequence_match=0.2500,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,has declared status,is export format of,jaro_winkler+sequence_match+semantic,jaro_winkler=0.5204; levenshtein=0.2353; semantic=0.3173; sequence_match=0.3636,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,is encoded in,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4909; levenshtein=0.1333; semantic=0.4791; sequence_match=0.2308,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.7
ObjectProperty,has output,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.0000; semantic=0.4966; sequence_match=0.2222,False,0.4001,False,top-3 avg score 0.4001 < final_threshold 0.7
ObjectProperty,has declared status,uses algorithm,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5493; levenshtein=0.2353; semantic=0.4150; sequence_match=0.1333,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has declared status,can perform task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4944; levenshtein=0.2941; semantic=0.4108; sequence_match=0.1290,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,has declared status,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5330; levenshtein=0.2353; semantic=0.3806; sequence_match=0.2857,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
ObjectProperty,is encoded in,is output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4867; levenshtein=0.1875; semantic=0.4889; sequence_match=0.2222,False,0.3993,False,top-3 avg score 0.3993 < final_threshold 0.7
ObjectProperty,is developed by,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4990; levenshtein=0.1875; semantic=0.4223; sequence_match=0.2759,False,0.3991,False,top-3 avg score 0.3991 < final_threshold 0.7
ObjectProperty,has function,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6058; levenshtein=0.1333; semantic=0.4374; sequence_match=0.1538,False,0.399,False,top-3 avg score 0.3990 < final_threshold 0.7
ObjectProperty,is alternative format of,has license,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6302; levenshtein=0.1429; semantic=0.3723; sequence_match=0.1935,False,0.3987,False,top-3 avg score 0.3987 < final_threshold 0.7
ObjectProperty,is encoded in,can write format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4706; levenshtein=0.0714; semantic=0.4829; sequence_match=0.2400,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,has specified data output,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4760; levenshtein=0.1818; semantic=0.5356; sequence_match=0.0571,False,0.3978,False,top-3 avg score 0.3978 < final_threshold 0.7
ObjectProperty,has specified data output,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4586; sequence_match=0.2778,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.7
ObjectProperty,is developed by,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4738; levenshtein=0.0769; semantic=0.4681; sequence_match=0.2500,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.7
ObjectProperty,uses platform,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.4672; sequence_match=0.2500,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.7
ObjectProperty,is software for,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.1538; semantic=0.4853; sequence_match=0.2400,False,0.3963,False,top-3 avg score 0.3963 < final_threshold 0.7
ObjectProperty,has license,can perform task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4857; levenshtein=0.1429; semantic=0.5359; sequence_match=0.1667,False,0.3961,False,top-3 avg score 0.3961 < final_threshold 0.7
ObjectProperty,is alternative format of,is used by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5060; levenshtein=0.1429; semantic=0.4750; sequence_match=0.2069,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,has function,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4797; levenshtein=0.0769; semantic=0.4580; sequence_match=0.2500,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.7
ObjectProperty,has specified data output,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.2273; semantic=0.3780; sequence_match=0.2857,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.7
ObjectProperty,has interface,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.4849; sequence_match=0.2857,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.7
ObjectProperty,has version,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.0000; semantic=0.4994; sequence_match=0.1818,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.7
ObjectProperty,has interface,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4671; levenshtein=0.1538; semantic=0.5625; sequence_match=0.0800,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.7
ObjectProperty,has format specification,is developer of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5236; levenshtein=0.1818; semantic=0.3736; sequence_match=0.2857,False,0.3943,False,top-3 avg score 0.3943 < final_threshold 0.7
ObjectProperty,has specified data input,is export format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5020; levenshtein=0.1905; semantic=0.4102; sequence_match=0.2703,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.7
ObjectProperty,uses software,created data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5076; levenshtein=0.1667; semantic=0.5008; sequence_match=0.1739,False,0.3941,False,top-3 avg score 0.3941 < final_threshold 0.7
ObjectProperty,has specified data input,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5777; levenshtein=0.1429; semantic=0.3543; sequence_match=0.2500,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.7
ObjectProperty,is software for,has version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4949; levenshtein=0.2308; semantic=0.4538; sequence_match=0.1739,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.7
ObjectProperty,has clause,is version of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.5101; sequence_match=0.2000,False,0.3927,False,top-3 avg score 0.3927 < final_threshold 0.7
ObjectProperty,has interface,can work with output of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4266; levenshtein=0.1053; semantic=0.5576; sequence_match=0.1935,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.7
ObjectProperty,has input,uses algorithm,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5982; sequence_match=0.0952,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.7
ObjectProperty,has interface,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1667; semantic=0.5448; sequence_match=0.2000,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.7
ObjectProperty,has function,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.5027; sequence_match=0.2000,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.7
ObjectProperty,has format specification,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5087; levenshtein=0.1818; semantic=0.4187; sequence_match=0.2424,False,0.3899,False,top-3 avg score 0.3899 < final_threshold 0.7
ObjectProperty,has clause,can perform task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5042; levenshtein=0.1429; semantic=0.4912; sequence_match=0.1739,False,0.3898,False,top-3 avg score 0.3898 < final_threshold 0.7
ObjectProperty,has specified data output,is readable by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5386; levenshtein=0.1818; semantic=0.4478; sequence_match=0.1765,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.7
ObjectProperty,has version,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5076; sequence_match=0.2609,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.7
ObjectProperty,has specified data input,is output format of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4474; levenshtein=0.1429; semantic=0.4494; sequence_match=0.2703,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.7
ObjectProperty,is developed by,is output format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5192; levenshtein=0.1875; semantic=0.3714; sequence_match=0.2759,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.7
ObjectProperty,has specified data input,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5312; levenshtein=0.1905; semantic=0.4343; sequence_match=0.2000,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.7
ObjectProperty,uses software,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5405; levenshtein=0.2000; semantic=0.4016; sequence_match=0.2222,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.7
ObjectProperty,implements,uses algorithm,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.5909; sequence_match=0.1739,False,0.388,False,top-3 avg score 0.3880 < final_threshold 0.7
ObjectProperty,implements,has version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4222; levenshtein=0.1000; semantic=0.5404; sequence_match=0.2000,False,0.3875,False,top-3 avg score 0.3875 < final_threshold 0.7
ObjectProperty,has input,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5321; sequence_match=0.1000,False,0.3866,False,top-3 avg score 0.3866 < final_threshold 0.7
ObjectProperty,has specified data input,is readable by,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5437; levenshtein=0.1905; semantic=0.4253; sequence_match=0.1818,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.7
ObjectProperty,has declared status,can write format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1765; semantic=0.3422; sequence_match=0.3226,False,0.3864,False,top-3 avg score 0.3864 < final_threshold 0.7
ObjectProperty,is encoded in,can read format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4797; levenshtein=0.0769; semantic=0.5117; sequence_match=0.1667,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.7
ObjectProperty,is developed by,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4760; levenshtein=0.1364; semantic=0.4532; sequence_match=0.2286,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.7
ObjectProperty,uses software,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4630; levenshtein=0.1667; semantic=0.5041; sequence_match=0.1905,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.7
ObjectProperty,implements,is output worked with by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4405; sequence_match=0.2667,False,0.3857,False,top-3 avg score 0.3857 < final_threshold 0.7
ObjectProperty,has clause,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0000; semantic=0.4891; sequence_match=0.2222,False,0.3853,False,top-3 avg score 0.3853 < final_threshold 0.7
ObjectProperty,has clause,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.5133; sequence_match=0.1818,False,0.3846,False,top-3 avg score 0.3846 < final_threshold 0.7
ObjectProperty,has version,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4838; sequence_match=0.2222,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.7
ObjectProperty,implements,version has export format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5299; levenshtein=0.1364; semantic=0.4356; sequence_match=0.1875,False,0.3843,False,top-3 avg score 0.3843 < final_threshold 0.7
ObjectProperty,has format specification,is used by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5038; levenshtein=0.1364; semantic=0.4480; sequence_match=0.2000,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.7
ObjectProperty,uses software,implemented in,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3825; levenshtein=0.0769; semantic=0.5275; sequence_match=0.2400,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,has specified data output,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.4210; sequence_match=0.1935,False,0.3833,False,top-3 avg score 0.3833 < final_threshold 0.7
ObjectProperty,has version,can work with output of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4544; levenshtein=0.2105; semantic=0.4844; sequence_match=0.1379,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.7
ObjectProperty,is encoded in,runs on platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4665; levenshtein=0.1429; semantic=0.4422; sequence_match=0.2400,False,0.3829,False,top-3 avg score 0.3829 < final_threshold 0.7
ObjectProperty,has specified data output,implemented in,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4760; levenshtein=0.1364; semantic=0.4407; sequence_match=0.2286,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.7
ObjectProperty,has version,is readable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4686; sequence_match=0.1818,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,implements,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4131; levenshtein=0.1818; semantic=0.4458; sequence_match=0.2857,False,0.3816,False,top-3 avg score 0.3816 < final_threshold 0.7
ObjectProperty,has declared status,is writable by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4510; levenshtein=0.1176; semantic=0.4177; sequence_match=0.2759,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.7
ObjectProperty,has license,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.5003; sequence_match=0.2105,False,0.3814,False,top-3 avg score 0.3814 < final_threshold 0.7
ObjectProperty,has input,is license of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.3891; sequence_match=0.3158,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.7
ObjectProperty,implements,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.1000; semantic=0.4991; sequence_match=0.2105,False,0.381,False,top-3 avg score 0.3810 < final_threshold 0.7
ObjectProperty,is software for,has license,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3991; levenshtein=0.1538; semantic=0.4809; sequence_match=0.2609,False,0.3803,False,top-3 avg score 0.3803 < final_threshold 0.7
ObjectProperty,has specified data input,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4713; levenshtein=0.1429; semantic=0.4338; sequence_match=0.2353,False,0.3801,False,top-3 avg score 0.3801 < final_threshold 0.7
ObjectProperty,is encoded in,created by,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4360; levenshtein=0.2727; semantic=0.4039; sequence_match=0.3000,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.7
ObjectProperty,uses platform,is writable by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5010; sequence_match=0.1667,False,0.38,False,top-3 avg score 0.3800 < final_threshold 0.7
ObjectProperty,has clause,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4360; levenshtein=0.0909; semantic=0.5032; sequence_match=0.2000,False,0.3797,False,top-3 avg score 0.3797 < final_threshold 0.7
ObjectProperty,has function,created data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4545; levenshtein=0.0000; semantic=0.5008; sequence_match=0.1818,False,0.379,False,top-3 avg score 0.3790 < final_threshold 0.7
ObjectProperty,has function,is output format of,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5223; levenshtein=0.1875; semantic=0.4262; sequence_match=0.1481,False,0.3787,False,top-3 avg score 0.3787 < final_threshold 0.7
ObjectProperty,has declared status,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5212; levenshtein=0.2353; semantic=0.3115; sequence_match=0.3030,False,0.3786,False,top-3 avg score 0.3786 < final_threshold 0.7
ObjectProperty,has version,created by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4333; levenshtein=0.0000; semantic=0.4899; sequence_match=0.2105,False,0.3779,False,top-3 avg score 0.3779 < final_threshold 0.7
ObjectProperty,is encoded in,has output format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4384; levenshtein=0.0667; semantic=0.5413; sequence_match=0.1538,False,0.3778,False,top-3 avg score 0.3778 < final_threshold 0.7
ObjectProperty,has input,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5125; levenshtein=0.1250; semantic=0.4539; sequence_match=0.1667,False,0.3777,False,top-3 avg score 0.3777 < final_threshold 0.7
ObjectProperty,has output,is version of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4680; levenshtein=0.0000; semantic=0.4639; sequence_match=0.2000,False,0.3773,False,top-3 avg score 0.3773 < final_threshold 0.7
ObjectProperty,has input,is used by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3333; levenshtein=0.0000; semantic=0.5481; sequence_match=0.2500,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
ObjectProperty,is alternative format of,has software type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5280; levenshtein=0.1429; semantic=0.4352; sequence_match=0.1667,False,0.3766,False,top-3 avg score 0.3766 < final_threshold 0.7
ObjectProperty,implements,is software type of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4708; levenshtein=0.1250; semantic=0.4276; sequence_match=0.2308,False,0.3764,False,top-3 avg score 0.3764 < final_threshold 0.7
ObjectProperty,implements,is input format of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4778; levenshtein=0.2000; semantic=0.4106; sequence_match=0.2400,False,0.3761,False,top-3 avg score 0.3761 < final_threshold 0.7
ObjectProperty,implements,has developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4056; levenshtein=0.1667; semantic=0.5381; sequence_match=0.1818,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
ObjectProperty,is encoded in,is platform for,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5012; levenshtein=0.2308; semantic=0.3723; sequence_match=0.2500,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,is alternative format of,has developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5159; levenshtein=0.2381; semantic=0.3651; sequence_match=0.2424,False,0.3745,False,top-3 avg score 0.3745 < final_threshold 0.7
ObjectProperty,is developed by,has output format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4769; levenshtein=0.0667; semantic=0.4305; sequence_match=0.2143,False,0.3739,False,top-3 avg score 0.3739 < final_threshold 0.7
ObjectProperty,is software for,can work with output of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5121; levenshtein=0.1579; semantic=0.4206; sequence_match=0.1875,False,0.3734,False,top-3 avg score 0.3734 < final_threshold 0.7
ObjectProperty,has specified data input,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3984; levenshtein=0.1429; semantic=0.4892; sequence_match=0.2286,False,0.3721,False,top-3 avg score 0.3721 < final_threshold 0.7
ObjectProperty,has clause,runs on platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4101; levenshtein=0.2143; semantic=0.4448; sequence_match=0.2609,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
ObjectProperty,implements,can read format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4859; levenshtein=0.0769; semantic=0.4559; sequence_match=0.1739,False,0.3719,False,top-3 avg score 0.3719 < final_threshold 0.7
