prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,has measurement,has measurement,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,has billing period,has billing event,jaro_winkler+sequence_match+levenshtein,jaro_winkler=0.8842; levenshtein=0.6875; semantic=0.6772; sequence_match=0.7097,False,0.7604,True,selected
DatatypeProperty,operates at radio frequency,has measurement value,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5439; levenshtein=0.1667; semantic=0.4097; sequence_match=0.3256,False,0.4264,False,top-3 avg score 0.4264 < final_threshold 0.7
DatatypeProperty,has start timestamp,has radio frequency level,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5290; levenshtein=0.1818; semantic=0.4418; sequence_match=0.3077,False,0.4262,False,top-3 avg score 0.4262 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has tariff end date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6309; levenshtein=0.2917; semantic=0.3514; sequence_match=0.2000,False,0.4247,False,top-3 avg score 0.4247 < final_threshold 0.7
DatatypeProperty,has manufacturer,longitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4870; levenshtein=0.2667; semantic=0.4530; sequence_match=0.3333,False,0.4245,False,top-3 avg score 0.4245 < final_threshold 0.7
DatatypeProperty,requires power,has water property value,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6151; levenshtein=0.2381; semantic=0.4148; sequence_match=0.2353,False,0.4227,False,top-3 avg score 0.4227 < final_threshold 0.7
DatatypeProperty,has hardware version,latitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5139; levenshtein=0.1667; semantic=0.5187; sequence_match=0.2308,False,0.4211,False,top-3 avg score 0.4211 < final_threshold 0.7
DatatypeProperty,has timestamp,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5314; levenshtein=0.2609; semantic=0.4445; sequence_match=0.2857,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
DatatypeProperty,has manufacturer,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5793; levenshtein=0.2400; semantic=0.3821; sequence_match=0.3000,False,0.4205,False,top-3 avg score 0.4205 < final_threshold 0.7
DatatypeProperty,has firmware version,latitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5139; levenshtein=0.1667; semantic=0.5102; sequence_match=0.2308,False,0.4183,False,top-3 avg score 0.4183 < final_threshold 0.7
DatatypeProperty,has fabrication number,longitude,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.2000; semantic=0.4609; sequence_match=0.2759,False,0.4104,False,top-3 avg score 0.4104 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,latitude,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5556; levenshtein=0.2083; semantic=0.4667; sequence_match=0.1875,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.7
DatatypeProperty,requires power,has fabrication number,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5316; levenshtein=0.2000; semantic=0.4536; sequence_match=0.2424,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
DatatypeProperty,has manufacturer,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4981; levenshtein=0.2174; semantic=0.3993; sequence_match=0.3158,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.7
DatatypeProperty,has manufacturer,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4453; sequence_match=0.2609,False,0.4039,False,top-3 avg score 0.4039 < final_threshold 0.7
DatatypeProperty,has timestamp,longitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4167; levenshtein=0.1667; semantic=0.5937; sequence_match=0.1905,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.7
DatatypeProperty,requires power,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5190; levenshtein=0.1739; semantic=0.4518; sequence_match=0.2222,False,0.3977,False,top-3 avg score 0.3977 < final_threshold 0.7
DatatypeProperty,has fabrication number,latitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3972; levenshtein=0.2500; semantic=0.4335; sequence_match=0.3571,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2500; semantic=0.3831; sequence_match=0.3529,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.7
DatatypeProperty,requires power,has model,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.2308; semantic=0.5081; sequence_match=0.0952,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.7
DatatypeProperty,requires power,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5109; levenshtein=0.1600; semantic=0.4348; sequence_match=0.2105,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
DatatypeProperty,has version,latitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4868; sequence_match=0.2222,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.7
DatatypeProperty,has fabrication number,city name,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4917; levenshtein=0.2500; semantic=0.4116; sequence_match=0.2143,False,0.3844,False,top-3 avg score 0.3844 < final_threshold 0.7
DatatypeProperty,has start timestamp,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4951; levenshtein=0.1765; semantic=0.4138; sequence_match=0.2400,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has tariff start date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5833; levenshtein=0.2083; semantic=0.3490; sequence_match=0.1905,False,0.3802,False,top-3 avg score 0.3802 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has manufacturer,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5611; levenshtein=0.2083; semantic=0.3693; sequence_match=0.1026,False,0.3796,False,top-3 avg score 0.3796 < final_threshold 0.7
DatatypeProperty,requires power,latitude,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4241; levenshtein=0.1538; semantic=0.5534; sequence_match=0.0952,False,0.3771,False,top-3 avg score 0.3771 < final_threshold 0.7
DatatypeProperty,has firmware version,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1667; semantic=0.4040; sequence_match=0.2308,False,0.3752,False,top-3 avg score 0.3752 < final_threshold 0.7
DatatypeProperty,has version,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.0000; semantic=0.4058; sequence_match=0.2222,False,0.3705,False,top-3 avg score 0.3705 < final_threshold 0.7
DatatypeProperty,requires power,has tariff end date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4324; levenshtein=0.1250; semantic=0.4675; sequence_match=0.2069,False,0.3689,False,top-3 avg score 0.3689 < final_threshold 0.7
DatatypeProperty,has hardware version,longitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0556; semantic=0.5101; sequence_match=0.1481,False,0.3676,False,top-3 avg score 0.3676 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has billing period end date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5350; levenshtein=0.1250; semantic=0.3112; sequence_match=0.2553,False,0.3672,False,top-3 avg score 0.3672 < final_threshold 0.7
DatatypeProperty,has firmware version,longitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.1111; semantic=0.5045; sequence_match=0.1481,False,0.3657,False,top-3 avg score 0.3657 < final_threshold 0.7
DatatypeProperty,has start timestamp,longitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3922; levenshtein=0.1176; semantic=0.5471; sequence_match=0.1538,False,0.3644,False,top-3 avg score 0.3644 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has fabrication number,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5333; levenshtein=0.2083; semantic=0.3498; sequence_match=0.1364,False,0.3638,False,top-3 avg score 0.3638 < final_threshold 0.7
DatatypeProperty,requires power,longitude,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4103; levenshtein=0.1538; semantic=0.5247; sequence_match=0.0909,False,0.3629,False,top-3 avg score 0.3629 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has billing period start date,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5334; levenshtein=0.0800; semantic=0.3004; sequence_match=0.2449,False,0.3595,False,top-3 avg score 0.3595 < final_threshold 0.7
DatatypeProperty,requires power,has manufacturer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3581; levenshtein=0.1333; semantic=0.5037; sequence_match=0.2143,False,0.3587,False,top-3 avg score 0.3587 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,longitude,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5213; levenshtein=0.1250; semantic=0.4228; sequence_match=0.1212,False,0.3564,False,top-3 avg score 0.3564 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has model,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4778; levenshtein=0.1667; semantic=0.4097; sequence_match=0.1250,False,0.3514,False,top-3 avg score 0.3514 < final_threshold 0.7
DatatypeProperty,requires power,city name,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4679; levenshtein=0.1538; semantic=0.4157; sequence_match=0.0952,False,0.3458,False,top-3 avg score 0.3458 < final_threshold 0.7
DatatypeProperty,requires power,has tariff start date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4208; levenshtein=0.1111; semantic=0.4600; sequence_match=0.1290,False,0.3366,False,top-3 avg score 0.3366 < final_threshold 0.7
DatatypeProperty,has version,longitude,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3074; levenshtein=0.0000; semantic=0.4902; sequence_match=0.2105,False,0.336,False,top-3 avg score 0.3360 < final_threshold 0.7
DatatypeProperty,has hardware version,city name,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4537; levenshtein=0.1111; semantic=0.3838; sequence_match=0.1538,False,0.3304,False,top-3 avg score 0.3304 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,has billing date,jaro_winkler+semantic+levenshtein,jaro_winkler=0.4544; levenshtein=0.1667; semantic=0.3180; sequence_match=0.1579,False,0.313,False,top-3 avg score 0.3130 < final_threshold 0.7
DatatypeProperty,requires power,has billing date,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3706; levenshtein=0.0714; semantic=0.4697; sequence_match=0.0741,False,0.3048,False,top-3 avg score 0.3048 < final_threshold 0.7
DatatypeProperty,operates at radio frequency,city name,jaro_winkler+semantic+levenshtein,jaro_winkler=0.3889; levenshtein=0.1250; semantic=0.3100; sequence_match=0.0625,False,0.2746,False,top-3 avg score 0.2746 < final_threshold 0.7
